variant_id,gate_id,observed,threshold,direction,passed,status,evidence_status,notes
C6_DSP12,C6_DSP12_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,0,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus P2A_TOPK10_REFERENCE
C6_DSP12,C6_DSP12_VS_P2A_TOPK10_REFERENCE_WORST_CELL,-0.08165877237277486,>=-0.02,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus P2A_TOPK10_REFERENCE
C6_DSP12,C6_DSP12_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,-0.0546689986315389,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus P2A_TOPK10_REFERENCE
C6_DSP12,C6_DSP12_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,0.025919580694473754,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus P2A_TOPK10_REFERENCE
C6_DSP12,C6_DSP12_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,-0.035087946207000675,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus R1_ENTROPY_TOP5
C6_DSP12,C6_DSP12_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,-0.06105103588497823,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus R1_ENTROPY_TOP5
C6_DSP12,C6_DSP12_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,0,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus R1_ENTROPY_TOP5
C6_DSP12,C6_DSP12_VS_R1_ENTROPY_TOP5_WORST_CELL,-0.0731485935833886,>=-0.02,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus R1_ENTROPY_TOP5
C6_DSP12,C6_DSP12_VS_R1_ENTROPY_TOP5_EXACT_ERROR,-0.04617509702032496,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus R1_ENTROPY_TOP5
C6_DSP12,C6_DSP12_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,0.04449818141802042,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus R1_ENTROPY_TOP5
C6_DSP12,C6_DSP12_FINAL_PROMOTION,false,eligible and all hard/primary/component gates pass,contract,false,COMPLETE,DEVELOPMENT,final atomic decision after full multiplicity closure
C7_EDIS_ONSET,P2A_SCORE_FREEZE_COMPLETE,8,8 cells,contract,true,COMPLETE,DEVELOPMENT,reference and candidate scores froze before labels; raw status=PASS
C7_EDIS_ONSET,P2A_LABEL_FIREWALL,labels opened after score freeze,no fit-side labels or targets,contract,true,COMPLETE,DEVELOPMENT,all transforms and fusion are target-free; raw status=PASS
C7_EDIS_ONSET,P2A_TOP10_LOCAL_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten local alias; raw status=PASS
C7_EDIS_ONSET,P2A_TOP10_COMBINED_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten combined alias; raw status=PASS
C7_EDIS_ONSET,C7_EDIS_ONSET_SUFFIX_INVARIANCE,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,fixed-map prefix replay; raw status=PASS
C7_EDIS_ONSET,C7_EDIS_ONSET_WORST_CELL_HARD_BOUND,-0.020783378984018663,>=-0.03,contract,true,COMPLETE,DEVELOPMENT,minimum across both required comparators; raw status=PASS
C7_EDIS_ONSET,C7_EDIS_ONSET_PROMOTION_ELIGIBILITY,false,registered promotion-eligible branch,contract,false,COMPLETE,DEVELOPMENT,exploratory adaptation cannot auto-promote; raw status=NOT_ELIGIBLE
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,0.002477695783514311,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus P2A_TOPK10_REFERENCE
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,-0.01158192887035074,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus P2A_TOPK10_REFERENCE
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,5,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus P2A_TOPK10_REFERENCE
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_P2A_TOPK10_REFERENCE_WORST_CELL,-0.019566034416305167,>=-0.02,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus P2A_TOPK10_REFERENCE
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,0.0052549907636075255,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus P2A_TOPK10_REFERENCE
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,-0.012121325499297786,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus P2A_TOPK10_REFERENCE
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,0.014451943204542572,>=0.005,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus R1_ENTROPY_TOP5
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,-0.0015384509227582362,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus R1_ENTROPY_TOP5
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,7,>=6,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus R1_ENTROPY_TOP5
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_R1_ENTROPY_TOP5_WORST_CELL,-0.020783378984018663,>=-0.02,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus R1_ENTROPY_TOP5
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_R1_ENTROPY_TOP5_EXACT_ERROR,0.013748892374821464,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus R1_ENTROPY_TOP5
C7_EDIS_ONSET,C7_EDIS_ONSET_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,0.006457275224248882,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C7_EDIS_ONSET versus R1_ENTROPY_TOP5
C7_EDIS_ONSET,C7_EDIS_ONSET_FINAL_PROMOTION,false,eligible and all hard/primary/component gates pass,contract,false,COMPLETE,DEVELOPMENT,final atomic decision after full multiplicity closure
C8_SELF_INNOV,P2A_SCORE_FREEZE_COMPLETE,8,8 cells,contract,true,COMPLETE,DEVELOPMENT,reference and candidate scores froze before labels; raw status=PASS
C8_SELF_INNOV,P2A_LABEL_FIREWALL,labels opened after score freeze,no fit-side labels or targets,contract,true,COMPLETE,DEVELOPMENT,all transforms and fusion are target-free; raw status=PASS
C8_SELF_INNOV,P2A_TOP10_LOCAL_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten local alias; raw status=PASS
C8_SELF_INNOV,P2A_TOP10_COMBINED_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten combined alias; raw status=PASS
C8_SELF_INNOV,C8_SELF_INNOV_SUFFIX_INVARIANCE,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,fixed-map prefix replay; raw status=PASS
C8_SELF_INNOV,C8_SELF_INNOV_WORST_CELL_HARD_BOUND,-0.007686032099780804,>=-0.03,contract,true,COMPLETE,DEVELOPMENT,minimum across both required comparators; raw status=PASS
C8_SELF_INNOV,C8_SELF_INNOV_PROMOTION_ELIGIBILITY,false,registered promotion-eligible branch,contract,false,COMPLETE,DEVELOPMENT,diagnostic prior with uncertain ProcessBench and negative PRMBench evidence; raw status=NOT_ELIGIBLE
C8_SELF_INNOV,C8_IU29_STEPMAX_PARENT_ALIAS,2.220446049250313e-16,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,original-only IU29 reconstruction aliases frozen R3 step-max; raw status=PASS
C8_SELF_INNOV,C8_SELF_INNOV_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,0.0016964561068234518,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus P2A_TOPK10_REFERENCE
C8_SELF_INNOV,C8_SELF_INNOV_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,-0.009377789182499312,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus P2A_TOPK10_REFERENCE
C8_SELF_INNOV,C8_SELF_INNOV_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,5,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus P2A_TOPK10_REFERENCE
C8_SELF_INNOV,C8_SELF_INNOV_VS_P2A_TOPK10_REFERENCE_WORST_CELL,-0.007686032099780804,>=-0.02,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus P2A_TOPK10_REFERENCE
C8_SELF_INNOV,C8_SELF_INNOV_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,0.005666827453645884,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus P2A_TOPK10_REFERENCE
C8_SELF_INNOV,C8_SELF_INNOV_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,-0.01844594073765271,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus P2A_TOPK10_REFERENCE
C8_SELF_INNOV,C8_SELF_INNOV_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,0.013670703527851713,>=0.005,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus R1_ENTROPY_TOP5
C8_SELF_INNOV,C8_SELF_INNOV_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,0.0011971921563790878,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus R1_ENTROPY_TOP5
C8_SELF_INNOV,C8_SELF_INNOV_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,7,>=6,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus R1_ENTROPY_TOP5
C8_SELF_INNOV,C8_SELF_INNOV_VS_R1_ENTROPY_TOP5_WORST_CELL,-0.0036450747766832436,>=-0.02,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus R1_ENTROPY_TOP5
C8_SELF_INNOV,C8_SELF_INNOV_VS_R1_ENTROPY_TOP5_EXACT_ERROR,0.014160729064859823,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus R1_ENTROPY_TOP5
C8_SELF_INNOV,C8_SELF_INNOV_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,0.000132659985893957,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C8_SELF_INNOV versus R1_ENTROPY_TOP5
C8_SELF_INNOV,C8_SELF_INNOV_FINAL_PROMOTION,false,eligible and all hard/primary/component gates pass,contract,false,COMPLETE,DEVELOPMENT,final atomic decision after full multiplicity closure
