target_cell,contract,strategy,family_basis,source_count,source_cells_json,selected_eigenvalue,distance_from_unit,unit_distance_gap,direction_json,correction_scale,baseline_correction_covariance
coqa_llama7b_t0.5,depth,lodo,relative-depth-quartiles,13,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.773565218549965,0.22643478145003504,0.17174065592884602,"[0.5907331826891973, -0.5577196532928539, -0.39574085119578395, 0.42821988965440105]",0.24999999999999997,-1.3287149158713874e-16
coqa_llama7b_t0.5,depth,lomo,relative-depth-quartiles,13,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.773565218549965,0.22643478145003504,0.17174065592884602,"[0.5907331826891973, -0.5577196532928539, -0.39574085119578395, 0.42821988965440105]",0.24999999999999997,-1.3287149158713874e-16
coqa_llama7b_t0.5,depth,loco,relative-depth-quartiles,13,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.773565218549965,0.22643478145003504,0.17174065592884602,"[0.5907331826891973, -0.5577196532928539, -0.39574085119578395, 0.42821988965440105]",0.24999999999999997,-1.3287149158713874e-16
coqa_llama7b_t0.5,lens,lodo,module-by-metric,13,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0028445697942687,0.0028445697942687254,0.2459671518425568,"[-0.1527156948253361, 0.4039664400774487, -0.18505604043876991, -0.0260602868341, -0.013356161666038155, 0.5514745384455179, -0.052051342675858224, -0.0510331156170354, -0.398275180578445, 0.3884869686415342, -0.3972603856244515, 0.039834936484933164]",0.08333333333333333,-3.019806626980426e-17
coqa_llama7b_t0.5,lens,lomo,module-by-metric,13,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0028445697942687,0.0028445697942687254,0.2459671518425568,"[-0.1527156948253361, 0.4039664400774487, -0.18505604043876991, -0.0260602868341, -0.013356161666038155, 0.5514745384455179, -0.052051342675858224, -0.0510331156170354, -0.398275180578445, 0.3884869686415342, -0.3972603856244515, 0.039834936484933164]",0.08333333333333333,-3.019806626980426e-17
coqa_llama7b_t0.5,lens,loco,module-by-metric,13,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0028445697942687,0.0028445697942687254,0.2459671518425568,"[-0.1527156948253361, 0.4039664400774487, -0.18505604043876991, -0.0260602868341, -0.013356161666038155, 0.5514745384455179, -0.052051342675858224, -0.0510331156170354, -0.398275180578445, 0.3884869686415342, -0.3972603856244515, 0.039834936484933164]",0.08333333333333333,-3.019806626980426e-17
gsm8k_mistral24b_t1.0,depth,lodo,relative-depth-quartiles,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.746996620996304,0.25300337900369596,0.1552812633811761,"[-0.5413348538105018, 0.5387718913226015, 0.4704809201255886, -0.4419605513712827]",0.25,4.888684857485147e-16
gsm8k_mistral24b_t1.0,depth,lomo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7623803951265168,0.23761960487348321,0.16456024937565805,"[0.6067859279780914, -0.5720859810541322, -0.3750070916725379, 0.4048433636413004]",0.25,-4.673205635116656e-16
gsm8k_mistral24b_t1.0,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7623803951265168,0.23761960487348321,0.16456024937565805,"[0.6067859279780914, -0.5720859810541322, -0.3750070916725379, 0.4048433636413004]",0.25,-4.673205635116656e-16
gsm8k_mistral24b_t1.0,lens,lodo,module-by-metric,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.8901215052463578,0.1098784947536422,0.05997365739969529,"[-0.18141946891141272, 0.4508032679286658, -0.23274835998473958, -0.007692025212691969, 0.003959687174107435, 0.6125180059191162, -0.004213522708945186, -0.009243716446957335, -0.3686672029782926, 0.23107485374095593, -0.3796219444263908, 0.030188102937164948]",0.08333333333333333,1.5150882822784548e-18
gsm8k_mistral24b_t1.0,lens,lomo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0057429335666115,0.005742933566611486,0.2687971798569735,"[-0.15457587419610191, 0.41805729220415644, -0.17676630346479194, -0.02297403284285257, -0.0054309992461903005, 0.5659129520299137, -0.031515721984983994, -0.048670810958657246, -0.39168261404509236, 0.36124239953696596, -0.3998382888437339, 0.046143419164925]",0.08333333333333333,1.178401997327687e-18
gsm8k_mistral24b_t1.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0057429335666115,0.005742933566611486,0.2687971798569735,"[-0.15457587419610191, 0.41805729220415644, -0.17676630346479194, -0.02297403284285257, -0.0054309992461903005, 0.5659129520299137, -0.031515721984983994, -0.048670810958657246, -0.39168261404509236, 0.36124239953696596, -0.3998382888437339, 0.046143419164925]",0.08333333333333333,1.178401997327687e-18
gsm8k_nemo_t1.0,depth,lodo,relative-depth-quartiles,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.746996620996304,0.25300337900369596,0.1552812633811761,"[-0.5413348538105018, 0.5387718913226015, 0.4704809201255886, -0.4419605513712827]",0.25,4.740997942666575e-16
gsm8k_nemo_t1.0,depth,lomo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7638349426239494,0.23616505737605065,0.15539494640560603,"[0.5490632046069835, -0.5217393820403214, -0.4440321419479036, 0.4786993539707887]",0.24999999999999994,-4.76797374888374e-16
gsm8k_nemo_t1.0,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7638349426239494,0.23616505737605065,0.15539494640560603,"[0.5490632046069835, -0.5217393820403214, -0.4440321419479036, 0.4786993539707887]",0.24999999999999994,-4.76797374888374e-16
gsm8k_nemo_t1.0,lens,lodo,module-by-metric,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.8901215052463578,0.1098784947536422,0.05997365739969529,"[-0.18141946891141272, 0.4508032679286658, -0.23274835998473958, -0.007692025212691969, 0.003959687174107435, 0.6125180059191162, -0.004213522708945186, -0.009243716446957335, -0.3686672029782926, 0.23107485374095593, -0.3796219444263908, 0.030188102937164948]",0.08333333333333333,1.0115927331436506e-18
gsm8k_nemo_t1.0,lens,lomo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0049671502578943,0.004967150257894293,0.23052992714316223,"[-0.16335889146205892, 0.38767913216593264, -0.20409727886187626, -0.012719992694941496, 0.005618870576936902, 0.5676338985573323, -0.02992726785721497, -0.03711926399513873, -0.4021676729079632, 0.3686126725688365, -0.3988344279908766, -0.0022202545176276574]",0.08333333333333333,-1.3487903108582009e-18
gsm8k_nemo_t1.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0049671502578943,0.004967150257894293,0.23052992714316223,"[-0.16335889146205892, 0.38767913216593264, -0.20409727886187626, -0.012719992694941496, 0.005618870576936902, 0.5676338985573323, -0.02992726785721497, -0.03711926399513873, -0.4021676729079632, 0.3686126725688365, -0.3988344279908766, -0.0022202545176276574]",0.08333333333333333,-1.3487903108582009e-18
gsm8k_phi35_t1.0,depth,lodo,relative-depth-quartiles,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.746996620996304,0.25300337900369596,0.1552812633811761,"[-0.5413348538105018, 0.5387718913226015, 0.4704809201255886, -0.4419605513712827]",0.25,-4.896801173251641e-17
gsm8k_phi35_t1.0,depth,lomo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7731909975503708,0.2268090024496292,0.17005857948029568,"[0.5718163095132188, -0.5462890318118305, -0.42100210913266406, 0.44424275571203664]",0.25,3.596616034146895e-17
gsm8k_phi35_t1.0,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7731909975503708,0.2268090024496292,0.17005857948029568,"[0.5718163095132188, -0.5462890318118305, -0.42100210913266406, 0.44424275571203664]",0.25,3.596616034146895e-17
gsm8k_phi35_t1.0,lens,lodo,module-by-metric,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.8901215052463578,0.1098784947536422,0.05997365739969529,"[-0.18141946891141272, 0.4508032679286658, -0.23274835998473958, -0.007692025212691969, 0.003959687174107435, 0.6125180059191162, -0.004213522708945186, -0.009243716446957335, -0.3686672029782926, 0.23107485374095593, -0.3796219444263908, 0.030188102937164948]",0.08333333333333334,-2.7016834059319397e-18
gsm8k_phi35_t1.0,lens,lomo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.9747090391934804,0.025290960806519602,0.13066197915511368,"[-0.1440183349981333, 0.4678939127087747, -0.18134501127888006, -0.043557543264755604, -0.12289708861893336, 0.5267283643267865, -0.16799178916280577, -0.06670260401170532, -0.3270590092681103, 0.4295270200233348, -0.322620935581709, 0.06919873993662372]",0.08333333333333333,-6.078787663346865e-18
gsm8k_phi35_t1.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.9747090391934804,0.025290960806519602,0.13066197915511368,"[-0.1440183349981333, 0.4678939127087747, -0.18134501127888006, -0.043557543264755604, -0.12289708861893336, 0.5267283643267865, -0.16799178916280577, -0.06670260401170532, -0.3270590092681103, 0.4295270200233348, -0.322620935581709, 0.06919873993662372]",0.08333333333333333,-6.078787663346865e-18
gsm8k_mistral7b_t1.0,depth,lodo,relative-depth-quartiles,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.746996620996304,0.25300337900369596,0.1552812633811761,"[-0.5413348538105018, 0.5387718913226015, 0.4704809201255886, -0.4419605513712827]",0.24999999999999994,-1.807616370621525e-16
gsm8k_mistral7b_t1.0,depth,lomo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7707965397138591,0.22920346028614091,0.160450798876702,"[0.5902947435950292, -0.5558374127895518, -0.39782724903674177, 0.42933712412433483]",0.25,1.6785009155771303e-16
gsm8k_mistral7b_t1.0,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7707965397138591,0.22920346028614091,0.160450798876702,"[0.5902947435950292, -0.5558374127895518, -0.39782724903674177, 0.42933712412433483]",0.25,1.6785009155771303e-16
gsm8k_mistral7b_t1.0,lens,lodo,module-by-metric,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.8901215052463578,0.1098784947536422,0.05997365739969529,"[-0.18141946891141272, 0.4508032679286658, -0.23274835998473958, -0.007692025212691969, 0.003959687174107435, 0.6125180059191162, -0.004213522708945186, -0.009243716446957335, -0.3686672029782926, 0.23107485374095593, -0.3796219444263908, 0.030188102937164948]",0.08333333333333334,-1.5289988097362523e-17
gsm8k_mistral7b_t1.0,lens,lomo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.9920940269737295,0.007905973026270496,0.21867993740050573,"[-0.16575541855463255, 0.43882926819703755, -0.19845876619242772, -0.025487982704489976, -0.028985489216486443, 0.5277736155731091, -0.05797023528150618, -0.05816514511693323, -0.3930229644709987, 0.37925224930840645, -0.3915080755385592, 0.04702895776225318]",0.08333333333333331,-1.5289988097362523e-17
gsm8k_mistral7b_t1.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.9920940269737295,0.007905973026270496,0.21867993740050573,"[-0.16575541855463255, 0.43882926819703755, -0.19845876619242772, -0.025487982704489976, -0.028985489216486443, 0.5277736155731091, -0.05797023528150618, -0.05816514511693323, -0.3930229644709987, 0.37925224930840645, -0.3915080755385592, 0.04702895776225318]",0.08333333333333331,-1.5289988097362523e-17
gsm8k_phi3mini_t1.0,depth,lodo,relative-depth-quartiles,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.746996620996304,0.25300337900369596,0.1552812633811761,"[-0.5413348538105018, 0.5387718913226015, 0.4704809201255886, -0.4419605513712827]",0.25,3.012376997614113e-16
gsm8k_phi3mini_t1.0,depth,lomo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7737524483011072,0.22624755169889277,0.1645876788017251,"[0.5832776308115907, -0.557247649368716, -0.4061037238387496, 0.4293507053122884]",0.24999999999999997,-2.421383752566501e-16
gsm8k_phi3mini_t1.0,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7737524483011072,0.22624755169889277,0.1645876788017251,"[0.5832776308115907, -0.557247649368716, -0.4061037238387496, 0.4293507053122884]",0.24999999999999997,-2.421383752566501e-16
gsm8k_phi3mini_t1.0,lens,lodo,module-by-metric,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.8901215052463578,0.1098784947536422,0.05997365739969529,"[-0.18141946891141272, 0.4508032679286658, -0.23274835998473958, -0.007692025212691969, 0.003959687174107435, 0.6125180059191162, -0.004213522708945186, -0.009243716446957335, -0.3686672029782926, 0.23107485374095593, -0.3796219444263908, 0.030188102937164948]",0.08333333333333334,6.75420851482985e-18
gsm8k_phi3mini_t1.0,lens,lomo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""triviaqa_qwen3_t0.6""]",0.9657524984521636,0.0342475015478364,0.10788026248091487,"[-0.12720809103547764, 0.43108208197022124, -0.1645034161398617, -0.03715008252252855, -0.004447261886596214, 0.5517116951480835, -0.04450394345714385, -0.04114997291237824, -0.40121610886907566, 0.36942334875728183, -0.40115845523158106, 0.05558111949172055]",0.08333333333333334,9.118181495020297e-18
gsm8k_phi3mini_t1.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""triviaqa_qwen3_t0.6""]",0.9657524984521636,0.0342475015478364,0.10788026248091487,"[-0.12720809103547764, 0.43108208197022124, -0.1645034161398617, -0.03715008252252855, -0.004447261886596214, 0.5517116951480835, -0.04450394345714385, -0.04114997291237824, -0.40121610886907566, 0.36942334875728183, -0.40115845523158106, 0.05558111949172055]",0.08333333333333334,9.118181495020297e-18
triviaqa_qwen3_t0.6,depth,lodo,relative-depth-quartiles,11,"[""gsm8k_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0""]",0.7529055721327818,0.24709442786721825,0.17522967158832803,"[0.6187688398581046, -0.573762033253752, -0.35190802772538976, 0.40507158878351596]",0.25,-1.248778858098376e-16
triviaqa_qwen3_t0.6,depth,lomo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0""]",0.7504726689593059,0.24952733104069413,0.17312563744416598,"[0.6199932713544181, -0.5769054371642447, -0.35103963923677345, 0.3994491603822621]",0.25,-1.2079226507921704e-16
triviaqa_qwen3_t0.6,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0""]",0.7504726689593059,0.24952733104069413,0.17312563744416598,"[0.6199932713544181, -0.5769054371642447, -0.35103963923677345, 0.3994491603822621]",0.25,-1.2079226507921704e-16
triviaqa_qwen3_t0.6,lens,lodo,module-by-metric,11,"[""gsm8k_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0""]",1.0109097155566498,0.010909715556649768,0.2242471519829915,"[-0.1446259737498017, 0.41210563685597207, -0.17711147780024408, -0.02069905184216531, 0.02216102502619807, 0.5497045665444644, -0.028135625336686745, -0.051443257740908306, -0.40948832830868837, 0.36962314490881554, -0.40813602468070515, 0.021774454461037002]",0.08333333333333333,-7.034373084024992e-17
triviaqa_qwen3_t0.6,lens,lomo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0""]",1.0099649395239025,0.009964939523902538,0.23409551711819798,"[-0.1518069522035134, 0.43415280927302835, -0.1859275230686011, -0.017963846371930527, 0.011319819302100562, 0.5324732959752747, -0.0339406800389531, -0.04697215874307727, -0.4061153368982589, 0.36582600321136566, -0.4091540794509388, 0.019863255948827846]",0.08333333333333333,-6.892264536872972e-17
