artifact,classification,classification_reason,dataset_family,generation_protocol,independent_questions,k_traces_per_question,label_exposure,materialized_local,mean_tokens,model_or_generator,record_id,selection_confirmation_role,size_bytes,source,temperature,token_telemetry
dataset_cache/repgrid/noise_gsm8k_phi3mini/raw_gsm8k_T1.0.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,gsm8k,Noise Injection (arXiv 2502.03799),1319,1,opened development archive,False,267.1046247156937,microsoft/Phi-3-mini-4k-instruct,repgrid/noise_gsm8k_phi3mini/gsm8k@T1.0,remote_archive_only,,local_repgrid_manifest,1.0,entropy+spilled+top-k
dataset_cache/repgrid/pb_llama31_8b/processbench_gsm8k.pkl,causal-prefix-valid,teacher-forced aligned token telemetry plus final-answer and first-error labels,gsm8k,teacher-forced single forward pass over the provided reasoning chain,400,1,opened development archive,True,267.18,meta-llama/Llama-3.1-8B-Instruct,repgrid/pb_llama31_8b/gsm8k@T0.0,retrospective_localization_and_early,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_llama31_8b/processbench_math.pkl,causal-prefix-valid,teacher-forced aligned token telemetry plus final-answer and first-error labels,math,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,True,502.17,meta-llama/Llama-3.1-8B-Instruct,repgrid/pb_llama31_8b/math@T0.0,retrospective_localization_and_early,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_llama31_8b/processbench_olympiadbench.pkl,causal-prefix-valid,teacher-forced aligned token telemetry plus final-answer and first-error labels,olympiadbench,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,True,749.684,meta-llama/Llama-3.1-8B-Instruct,repgrid/pb_llama31_8b/olympiadbench@T0.0,retrospective_localization_and_early,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_llama31_8b/processbench_omnimath.pkl,causal-prefix-valid,teacher-forced aligned token telemetry plus final-answer and first-error labels,omnimath,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,True,746.655,meta-llama/Llama-3.1-8B-Instruct,repgrid/pb_llama31_8b/omnimath@T0.0,retrospective_localization_and_early,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b/processbench_gsm8k.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,gsm8k,teacher-forced single forward pass over the provided reasoning chain,400,1,opened development archive,False,286.255,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b/gsm8k@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b/processbench_math.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,math,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,False,523.899,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b/math@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b/processbench_olympiadbench.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,olympiadbench,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,False,781.284,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b/olympiadbench@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b/processbench_omnimath.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,omnimath,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,False,773.607,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b/omnimath@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b_pilot/processbench_gsm8k.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,gsm8k,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,271.73333333333335,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b_pilot/gsm8k@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b_pilot/processbench_math.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,math,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,515.2666666666667,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b_pilot/math@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b_pilot/processbench_olympiadbench.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,olympiadbench,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,791.8,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b_pilot/olympiadbench@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_4b_pilot/processbench_omnimath.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,omnimath,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,881.2666666666667,Qwen/Qwen3-4B,repgrid/pb_qwen3_4b_pilot/omnimath@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b/processbench_gsm8k.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,gsm8k,teacher-forced single forward pass over the provided reasoning chain,400,1,opened development archive,False,286.255,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b/gsm8k@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b/processbench_math.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,math,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,False,523.899,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b/math@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b/processbench_olympiadbench.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,olympiadbench,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,False,781.284,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b/olympiadbench@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b/processbench_omnimath.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,omnimath,teacher-forced single forward pass over the provided reasoning chain,1000,1,opened development archive,False,773.607,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b/omnimath@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b_pilot/processbench_gsm8k.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,gsm8k,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,271.73333333333335,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b_pilot/gsm8k@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b_pilot/processbench_math.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,math,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,515.2666666666667,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b_pilot/math@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b_pilot/processbench_olympiadbench.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,olympiadbench,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,791.8,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b_pilot/olympiadbench@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/pb_qwen3_8b_pilot/processbench_omnimath.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,omnimath,teacher-forced single forward pass over the provided reasoning chain,30,1,opened development archive,False,881.2666666666667,Qwen/Qwen3-8B,repgrid/pb_qwen3_8b_pilot/omnimath@T0.0,remote_archive_only,,local_repgrid_manifest,0.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_2wikimultihopqa_llama70b/raw_lciteeval_2wikimultihopqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_2wikimultihopqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,113.76666666666667,meta-llama/Llama-3.3-70B-Instruct,repgrid/rag_2wikimultihopqa_llama70b/lciteeval_2wikimultihopqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_2wikimultihopqa_llama8b/raw_lciteeval_2wikimultihopqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_2wikimultihopqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,74.95416666666667,meta-llama/Llama-3.1-8B-Instruct,repgrid/rag_2wikimultihopqa_llama8b/lciteeval_2wikimultihopqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_2wikimultihopqa_mistral24b/raw_lciteeval_2wikimultihopqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_2wikimultihopqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,49.8,mistralai/Mistral-Small-24B-Instruct-2501,repgrid/rag_2wikimultihopqa_mistral24b/lciteeval_2wikimultihopqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_2wikimultihopqa_qwen72b/raw_lciteeval_2wikimultihopqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_2wikimultihopqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,48.44166666666667,Qwen/Qwen2.5-72B-Instruct,repgrid/rag_2wikimultihopqa_qwen72b/lciteeval_2wikimultihopqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_2wikimultihopqa_qwen7b/raw_lciteeval_2wikimultihopqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_2wikimultihopqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,66.50416666666666,Qwen/Qwen2.5-7B-Instruct,repgrid/rag_2wikimultihopqa_qwen7b/lciteeval_2wikimultihopqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_hotpotqa_llama70b/raw_lciteeval_hotpotqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_hotpotqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,122.51666666666667,meta-llama/Llama-3.3-70B-Instruct,repgrid/rag_hotpotqa_llama70b/lciteeval_hotpotqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_hotpotqa_llama8b/raw_lciteeval_hotpotqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_hotpotqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,75.27916666666667,meta-llama/Llama-3.1-8B-Instruct,repgrid/rag_hotpotqa_llama8b/lciteeval_hotpotqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_hotpotqa_mistral24b/raw_lciteeval_hotpotqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_hotpotqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,42.729166666666664,mistralai/Mistral-Small-24B-Instruct-2501,repgrid/rag_hotpotqa_mistral24b/lciteeval_hotpotqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_hotpotqa_qwen72b/raw_lciteeval_hotpotqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_hotpotqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,53.93333333333333,Qwen/Qwen2.5-72B-Instruct,repgrid/rag_hotpotqa_qwen72b/lciteeval_hotpotqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_hotpotqa_qwen7b/raw_lciteeval_hotpotqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_hotpotqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,69.25416666666666,Qwen/Qwen2.5-7B-Instruct,repgrid/rag_hotpotqa_qwen7b/lciteeval_hotpotqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_narrativeqa_llama70b/raw_lciteeval_narrativeqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_narrativeqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,138.82083333333333,meta-llama/Llama-3.3-70B-Instruct,repgrid/rag_narrativeqa_llama70b/lciteeval_narrativeqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_narrativeqa_llama8b/raw_lciteeval_narrativeqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_narrativeqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,111.14166666666667,meta-llama/Llama-3.1-8B-Instruct,repgrid/rag_narrativeqa_llama8b/lciteeval_narrativeqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_narrativeqa_mistral24b/raw_lciteeval_narrativeqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_narrativeqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,59.87083333333333,mistralai/Mistral-Small-24B-Instruct-2501,repgrid/rag_narrativeqa_mistral24b/lciteeval_narrativeqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_narrativeqa_qwen72b/raw_lciteeval_narrativeqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_narrativeqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,45.1125,Qwen/Qwen2.5-72B-Instruct,repgrid/rag_narrativeqa_qwen72b/lciteeval_narrativeqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_narrativeqa_qwen7b/raw_lciteeval_narrativeqa_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_narrativeqa,internal — phase10 L-CiteEval regeneration (full 46-view coverage),240,1,opened development archive,True,48.641666666666666,Qwen/Qwen2.5-7B-Instruct,repgrid/rag_narrativeqa_qwen7b/lciteeval_narrativeqa@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_natural_questions_llama70b/raw_lciteeval_natural_questions_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_natural_questions,internal — phase10 L-CiteEval regeneration (full 46-view coverage),160,1,opened development archive,True,147.19375,meta-llama/Llama-3.3-70B-Instruct,repgrid/rag_natural_questions_llama70b/lciteeval_natural_questions@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_natural_questions_llama8b/raw_lciteeval_natural_questions_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_natural_questions,internal — phase10 L-CiteEval regeneration (full 46-view coverage),160,1,opened development archive,True,96.30625,meta-llama/Llama-3.1-8B-Instruct,repgrid/rag_natural_questions_llama8b/lciteeval_natural_questions@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_natural_questions_mistral24b/raw_lciteeval_natural_questions_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_natural_questions,internal — phase10 L-CiteEval regeneration (full 46-view coverage),160,1,opened development archive,True,46.7875,mistralai/Mistral-Small-24B-Instruct-2501,repgrid/rag_natural_questions_mistral24b/lciteeval_natural_questions@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_natural_questions_qwen72b/raw_lciteeval_natural_questions_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_natural_questions,internal — phase10 L-CiteEval regeneration (full 46-view coverage),160,1,opened development archive,True,44.58125,Qwen/Qwen2.5-72B-Instruct,repgrid/rag_natural_questions_qwen72b/lciteeval_natural_questions@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/rag_natural_questions_qwen7b/raw_lciteeval_natural_questions_T1.0.pkl,causal-prefix-valid,aligned generated-token telemetry and answer label; RAG is outside current thesis scope,lciteeval_natural_questions,internal — phase10 L-CiteEval regeneration (full 46-view coverage),160,1,opened development archive,True,71.9625,Qwen/Qwen2.5-7B-Instruct,repgrid/rag_natural_questions_qwen7b/lciteeval_natural_questions@T1.0,inventory_only_out_of_scope,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/sciq_llama8b/raw_sciq_T1.0.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,sciq,SciQ (4-way MCQ),1000,1,opened development archive,False,14.503,meta-llama/Llama-3.1-8B-Instruct,repgrid/sciq_llama8b/sciq@T1.0,remote_archive_only,,local_repgrid_manifest,1.0,entropy+spilled+top-k
dataset_cache/repgrid/se_nq_open_llama8b/raw_nq_open_T0.5.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,nq_open,SE-ICLR'23 protocol (adapted),1000,10,opened development archive,False,29.1965,meta-llama/Llama-3.1-8B-Instruct,repgrid/se_nq_open_llama8b/nq_open@T0.5,remote_archive_only,,local_repgrid_manifest,0.5,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/se_squad_v2_llama8b/raw_squad_v2_T0.5.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,squad_v2,SE-ICLR'23 protocol (adapted),1000,10,opened development archive,False,8.771,meta-llama/Llama-3.1-8B-Instruct,repgrid/se_squad_v2_llama8b/squad_v2@T0.5,remote_archive_only,,local_repgrid_manifest,0.5,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/seiclr_triviaqa_opt30b/raw_trivia_qa_rougel_T0.5.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,trivia_qa_rougel,"Semantic Uncertainty (SE-ICLR'23, arXiv 2302.09664)",500,10,opened development archive,False,63.861,facebook/opt-30b,repgrid/seiclr_triviaqa_opt30b/trivia_qa_rougel@T0.5,remote_archive_only,,local_repgrid_manifest,0.5,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/semenergy_triviaqa_qwen3_8b/raw_trivia_qa_T0.6.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,trivia_qa,Semantic Energy,500,10,opened development archive,False,14.4156,Qwen/Qwen3-8B,repgrid/semenergy_triviaqa_qwen3_8b/trivia_qa@T0.6,remote_archive_only,,local_repgrid_manifest,0.6,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/spilled_triviaqa_llama8b/raw_trivia_qa_T1.0.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,trivia_qa,Spilled/Semantic Energy + LapEigvals,500,1,opened development archive,False,17.808,meta-llama/Llama-3.1-8B-Instruct,repgrid/spilled_triviaqa_llama8b/trivia_qa@T1.0,remote_archive_only,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/trace_gpqa_r1qwen7b/raw_gpqa_T1.0.pkl.part-00,unusable,local artifact is a Git-LFS pointer; no download authorized,gpqa,internal — tier-3 trace-cell regeneration (p2c_gpqa_deepseek_r1_7b),198,10,opened development archive,False,,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,repgrid/trace_gpqa_r1qwen7b/gpqa@T1.0,remote_archive_only,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/trace_gsm8k_llama8b_k10/raw_gsm8k_T1.0.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,gsm8k,internal — tier-3 trace-cell regeneration (p1_gsm8k_llama8b_k10),500,10,opened development archive,False,266.0502,meta-llama/Llama-3.1-8B-Instruct,repgrid/trace_gsm8k_llama8b_k10/gsm8k@T1.0,remote_archive_only,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/trace_math500_qwenmath15b_k10/raw_math500_T1.0.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,math500,internal — tier-3 trace-cell regeneration (math500_T1.0 traces),300,10,opened development archive,False,508.701,Qwen/Qwen2.5-Math-1.5B-Instruct,repgrid/trace_math500_qwenmath15b_k10/math500@T1.0,remote_archive_only,,local_repgrid_manifest,1.0,entropy+spilled+top-k+logsumexp
dataset_cache/repgrid/truthfulqa_llama8b/raw_truthfulqa_T0.5.pkl,unusable,local artifact is a Git-LFS pointer; no download authorized,truthfulqa,TruthfulQA (generation),817,10,opened development archive,False,62.97674418604651,meta-llama/Llama-3.1-8B-Instruct,repgrid/truthfulqa_llama8b/truthfulqa@T0.5,remote_archive_only,,local_repgrid_manifest,0.5,entropy+spilled+top-k+logsumexp
