budget,cell_id,family,group,is_final,label_error,length_band,method,score,trace_id,trace_length,unit_index
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,168,False,1,ge512,dyn_persist6_iu,1.3174180628942778,168:0,2048,168
2048,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,168,True,1,ge512,dyn_persist6_iu,2.543010821717763,168:0,2048,168
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,169,False,0,128_511,dyn_persist6_iu,-0.32302617300599334,169:0,336,169
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,169,False,0,128_511,dyn_persist6_iu,-0.3200938672763588,169:0,336,169
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,169,False,0,128_511,dyn_persist6_iu,-0.3133866483460055,169:0,336,169
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,169,False,0,128_511,dyn_persist6_iu,-0.2554942287298517,169:0,336,169
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,169,False,0,128_511,dyn_persist6_iu,-0.24300863272453385,169:0,336,169
336,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,169,True,0,128_511,dyn_persist6_iu,-0.23544859523193584,169:0,336,169
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,17,False,1,ge512,dyn_persist6_iu,-0.3165583629186952,17:0,2048,17
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,17,False,1,ge512,dyn_persist6_iu,-0.3048878008387408,17:0,2048,17
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,17,False,1,ge512,dyn_persist6_iu,-0.25285875401857427,17:0,2048,17
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,17,False,1,ge512,dyn_persist6_iu,-0.18009144072980585,17:0,2048,17
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,17,False,1,ge512,dyn_persist6_iu,-0.1160152624184696,17:0,2048,17
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,17,False,1,ge512,dyn_persist6_iu,0.07236396988386265,17:0,2048,17
2048,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,17,True,1,ge512,dyn_persist6_iu,2.633849463842659,17:0,2048,17
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,173,False,1,ge512,dyn_persist6_iu,-0.23588276643511263,173:0,2048,173
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,173,False,1,ge512,dyn_persist6_iu,-0.2352609608755361,173:0,2048,173
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,173,False,1,ge512,dyn_persist6_iu,-0.23500312787771951,173:0,2048,173
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,173,False,1,ge512,dyn_persist6_iu,-0.16288143653642462,173:0,2048,173
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,173,False,1,ge512,dyn_persist6_iu,-0.11949079582641059,173:0,2048,173
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,173,False,1,ge512,dyn_persist6_iu,0.23294637041609256,173:0,2048,173
2048,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,173,True,1,ge512,dyn_persist6_iu,2.2910828044847387,173:0,2048,173
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,175,False,1,ge512,dyn_persist6_iu,-0.28159985670794063,175:0,798,175
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,175,False,1,ge512,dyn_persist6_iu,-0.26787374629412514,175:0,798,175
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,175,False,1,ge512,dyn_persist6_iu,-0.26704421151331137,175:0,798,175
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,175,False,1,ge512,dyn_persist6_iu,-0.18725132135918604,175:0,798,175
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,175,False,1,ge512,dyn_persist6_iu,-0.06600609596570528,175:0,798,175
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,175,False,1,ge512,dyn_persist6_iu,-0.014381000538175336,175:0,798,175
798,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,175,True,1,ge512,dyn_persist6_iu,0.03479843360349697,175:0,798,175
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,176,False,0,128_511,dyn_persist6_iu,-0.3276961315898037,176:0,270,176
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,176,False,0,128_511,dyn_persist6_iu,-0.14434991311736245,176:0,270,176
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,176,False,0,128_511,dyn_persist6_iu,0.24465442182778735,176:0,270,176
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,176,False,0,128_511,dyn_persist6_iu,0.4129540704991677,176:0,270,176
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,176,False,0,128_511,dyn_persist6_iu,0.5042016076606624,176:0,270,176
270,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,176,True,0,128_511,dyn_persist6_iu,0.5649001297411409,176:0,270,176
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,178,False,0,128_511,dyn_persist6_iu,-0.32818431176947893,178:0,402,178
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,178,False,0,128_511,dyn_persist6_iu,-0.12294247080621971,178:0,402,178
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,178,False,0,128_511,dyn_persist6_iu,0.10288505111575505,178:0,402,178
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,178,False,0,128_511,dyn_persist6_iu,0.1953236531644095,178:0,402,178
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,178,False,0,128_511,dyn_persist6_iu,0.2500649004897746,178:0,402,178
402,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,178,True,0,128_511,dyn_persist6_iu,0.2892807788717348,178:0,402,178
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,179,False,1,ge512,dyn_persist6_iu,-0.3198459936560621,179:0,2048,179
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,179,False,1,ge512,dyn_persist6_iu,-0.3197767384404312,179:0,2048,179
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,179,False,1,ge512,dyn_persist6_iu,-0.14000175552922123,179:0,2048,179
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,179,False,1,ge512,dyn_persist6_iu,-0.09222112148661035,179:0,2048,179
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,179,False,1,ge512,dyn_persist6_iu,-0.06005033590711237,179:0,2048,179
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,179,False,1,ge512,dyn_persist6_iu,0.11769955054113393,179:0,2048,179
2048,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,179,True,1,ge512,dyn_persist6_iu,2.772369747818519,179:0,2048,179
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,18,False,0,128_511,dyn_persist6_iu,-0.06542428955404256,18:0,460,18
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,18,False,0,128_511,dyn_persist6_iu,0.08685097306984375,18:0,460,18
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,18,False,0,128_511,dyn_persist6_iu,0.21602959695417465,18:0,460,18
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,18,False,0,128_511,dyn_persist6_iu,0.2819473676339544,18:0,460,18
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,18,False,0,128_511,dyn_persist6_iu,0.3265566642801,18:0,460,18
460,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,18,True,0,128_511,dyn_persist6_iu,0.35564435315442944,18:0,460,18
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,180,False,0,128_511,dyn_persist6_iu,-0.32948794364404405,180:0,303,180
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,180,False,0,128_511,dyn_persist6_iu,-0.284918621313926,180:0,303,180
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,180,False,0,128_511,dyn_persist6_iu,-0.25618466426727315,180:0,303,180
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,180,False,0,128_511,dyn_persist6_iu,-0.251337253780528,180:0,303,180
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,180,False,0,128_511,dyn_persist6_iu,-0.22223456509730471,180:0,303,180
303,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,180,True,0,128_511,dyn_persist6_iu,-0.17290555715618017,180:0,303,180
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,181,False,0,128_511,dyn_persist6_iu,-0.3286881225775823,181:0,439,181
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,181,False,0,128_511,dyn_persist6_iu,-0.2820360088942609,181:0,439,181
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,181,False,0,128_511,dyn_persist6_iu,0.10204631441720785,181:0,439,181
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,181,False,0,128_511,dyn_persist6_iu,0.22271614769761258,181:0,439,181
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,181,False,0,128_511,dyn_persist6_iu,0.3005694616082871,181:0,439,181
439,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,181,True,0,128_511,dyn_persist6_iu,0.35729017635312693,181:0,439,181
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,182,False,0,128_511,dyn_persist6_iu,-0.32077197831120746,182:0,262,182
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,182,False,0,128_511,dyn_persist6_iu,-0.31596163646702,182:0,262,182
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,182,False,0,128_511,dyn_persist6_iu,-0.2895093578094639,182:0,262,182
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,182,False,0,128_511,dyn_persist6_iu,-0.28932607952974004,182:0,262,182
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,182,False,0,128_511,dyn_persist6_iu,-0.27334612612931153,182:0,262,182
262,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,182,True,0,128_511,dyn_persist6_iu,-0.27329966526114097,182:0,262,182
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,184,False,1,ge512,dyn_persist6_iu,-0.2988270248423941,184:0,646,184
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,184,False,1,ge512,dyn_persist6_iu,-0.2985917154677345,184:0,646,184
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,184,False,1,ge512,dyn_persist6_iu,-0.13826540778553797,184:0,646,184
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,184,False,1,ge512,dyn_persist6_iu,0.08352453604072765,184:0,646,184
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,184,False,1,ge512,dyn_persist6_iu,0.3876356015389286,184:0,646,184
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,184,False,1,ge512,dyn_persist6_iu,0.5110332085262144,184:0,646,184
646,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,184,True,1,ge512,dyn_persist6_iu,0.5950309422156117,184:0,646,184
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,186,False,0,128_511,dyn_persist6_iu,-0.3088238356741225,186:0,297,186
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,186,False,0,128_511,dyn_persist6_iu,-0.30864377609035065,186:0,297,186
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,186,False,0,128_511,dyn_persist6_iu,-0.2731730518410282,186:0,297,186
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,186,False,0,128_511,dyn_persist6_iu,-0.27293718106056214,186:0,297,186
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,186,False,0,128_511,dyn_persist6_iu,-0.16756081977111048,186:0,297,186
297,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,186,True,0,128_511,dyn_persist6_iu,-0.1271001766079903,186:0,297,186
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,187,False,0,128_511,dyn_persist6_iu,-0.2714385261618672,187:0,329,187
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,187,False,0,128_511,dyn_persist6_iu,-0.24375492620678602,187:0,329,187
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,187,False,0,128_511,dyn_persist6_iu,-0.23740889352564448,187:0,329,187
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,187,False,0,128_511,dyn_persist6_iu,-0.1638432880474417,187:0,329,187
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,187,False,0,128_511,dyn_persist6_iu,-0.11623437362521875,187:0,329,187
329,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,187,True,0,128_511,dyn_persist6_iu,-0.08346242479663357,187:0,329,187
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,189,False,1,ge512,dyn_persist6_iu,0.03304086288020431,189:0,2048,189
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,189,False,1,ge512,dyn_persist6_iu,0.1779518767751878,189:0,2048,189
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,189,False,1,ge512,dyn_persist6_iu,0.22673299923349585,189:0,2048,189
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,189,False,1,ge512,dyn_persist6_iu,0.519080160507992,189:0,2048,189
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,189,False,1,ge512,dyn_persist6_iu,0.865975336023363,189:0,2048,189
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,189,False,1,ge512,dyn_persist6_iu,2.23382845158674,189:0,2048,189
2048,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,189,True,1,ge512,dyn_persist6_iu,3.1750103297644627,189:0,2048,189
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,190,False,0,128_511,dyn_persist6_iu,-0.2839085536273359,190:0,480,190
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,190,False,0,128_511,dyn_persist6_iu,-0.2431022718057655,190:0,480,190
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,190,False,0,128_511,dyn_persist6_iu,-0.2432668958225459,190:0,480,190
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,190,False,0,128_511,dyn_persist6_iu,-0.2426451634161645,190:0,480,190
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,190,False,0,128_511,dyn_persist6_iu,-0.07760736993867147,190:0,480,190
480,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,190,True,0,128_511,dyn_persist6_iu,0.0024991669826413257,190:0,480,190
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,193,False,0,128_511,dyn_persist6_iu,-0.3286271525374361,193:0,393,193
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,193,False,0,128_511,dyn_persist6_iu,-0.3286210994945658,193:0,393,193
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,193,False,0,128_511,dyn_persist6_iu,-0.23030878664068705,193:0,393,193
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,193,False,0,128_511,dyn_persist6_iu,-0.15338686827799788,193:0,393,193
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,193,False,0,128_511,dyn_persist6_iu,0.007272619640559773,193:0,393,193
393,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,193,True,0,128_511,dyn_persist6_iu,0.07805647191659962,193:0,393,193
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,195,False,0,128_511,dyn_persist6_iu,-0.3264794985029039,195:0,340,195
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,195,False,0,128_511,dyn_persist6_iu,-0.26133786001086834,195:0,340,195
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,195,False,0,128_511,dyn_persist6_iu,-0.26127208987386696,195:0,340,195
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,195,False,0,128_511,dyn_persist6_iu,-0.1615006965164199,195:0,340,195
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,195,False,0,128_511,dyn_persist6_iu,-0.11412831068797183,195:0,340,195
340,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,195,True,0,128_511,dyn_persist6_iu,-0.08275727600915926,195:0,340,195
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,196,False,0,128_511,dyn_persist6_iu,-0.33001882268064575,196:0,327,196
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,196,False,0,128_511,dyn_persist6_iu,-0.2952800767128174,196:0,327,196
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,196,False,0,128_511,dyn_persist6_iu,-0.15244717754918252,196:0,327,196
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,196,False,0,128_511,dyn_persist6_iu,-0.04967162217783643,196:0,327,196
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,196,False,0,128_511,dyn_persist6_iu,0.01394338723256678,196:0,327,196
327,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,196,True,0,128_511,dyn_persist6_iu,0.058271333236581124,196:0,327,196
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,2,False,0,128_511,dyn_persist6_iu,-0.3088305835079361,2:0,480,2
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,2,False,0,128_511,dyn_persist6_iu,-0.30868355903972866,2:0,480,2
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,2,False,0,128_511,dyn_persist6_iu,-0.27032075750275864,2:0,480,2
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,2,False,0,128_511,dyn_persist6_iu,-0.2563670953008794,2:0,480,2
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,2,False,0,128_511,dyn_persist6_iu,-0.19695971916831453,2:0,480,2
480,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,2,True,0,128_511,dyn_persist6_iu,-0.15158464359622897,2:0,480,2
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,22,False,1,ge512,dyn_persist6_iu,-0.24186942681975088,22:0,2048,22
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,22,False,1,ge512,dyn_persist6_iu,-0.1387464364715376,22:0,2048,22
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,22,False,1,ge512,dyn_persist6_iu,0.27426219601435153,22:0,2048,22
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,22,False,1,ge512,dyn_persist6_iu,0.41931909028863984,22:0,2048,22
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,22,False,1,ge512,dyn_persist6_iu,0.5103381244198166,22:0,2048,22
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,22,False,1,ge512,dyn_persist6_iu,0.5715187651574617,22:0,2048,22
2048,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,22,True,1,ge512,dyn_persist6_iu,3.2100401684631628,22:0,2048,22
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,25,False,1,ge512,dyn_persist6_iu,-0.3228600786371172,25:0,2048,25
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,25,False,1,ge512,dyn_persist6_iu,-0.297332758368776,25:0,2048,25
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,25,False,1,ge512,dyn_persist6_iu,0.10685739932427159,25:0,2048,25
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,25,False,1,ge512,dyn_persist6_iu,0.22655498244609665,25:0,2048,25
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,25,False,1,ge512,dyn_persist6_iu,0.3693001253001251,25:0,2048,25
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,25,False,1,ge512,dyn_persist6_iu,0.7325872985902442,25:0,2048,25
2048,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,25,True,1,ge512,dyn_persist6_iu,3.3858824130831184,25:0,2048,25
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,28,False,0,128_511,dyn_persist6_iu,-0.23791603040919942,28:0,405,28
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,28,False,0,128_511,dyn_persist6_iu,-0.23033749568313425,28:0,405,28
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,28,False,0,128_511,dyn_persist6_iu,-0.16637791947778213,28:0,405,28
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,28,False,0,128_511,dyn_persist6_iu,-0.1392295758384749,28:0,405,28
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,28,False,0,128_511,dyn_persist6_iu,-0.12276965765584769,28:0,405,28
405,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,28,True,0,128_511,dyn_persist6_iu,-0.06321401769019917,28:0,405,28
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,29,False,0,128_511,dyn_persist6_iu,-0.25072576559917537,29:0,418,29
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,29,False,0,128_511,dyn_persist6_iu,-0.23724307107891346,29:0,418,29
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,29,False,0,128_511,dyn_persist6_iu,-0.15818577077720442,29:0,418,29
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,29,False,0,128_511,dyn_persist6_iu,-0.12341567302147499,29:0,418,29
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,29,False,0,128_511,dyn_persist6_iu,-0.0441050201173758,29:0,418,29
418,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,29,True,0,128_511,dyn_persist6_iu,0.011522153182257942,29:0,418,29
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,30,False,0,128_511,dyn_persist6_iu,-0.30378456154717726,30:0,404,30
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,30,False,0,128_511,dyn_persist6_iu,-0.29446139797804505,30:0,404,30
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,30,False,0,128_511,dyn_persist6_iu,-0.2715930001581188,30:0,404,30
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,30,False,0,128_511,dyn_persist6_iu,-0.0542679547437728,30:0,404,30
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,30,False,0,128_511,dyn_persist6_iu,0.030674348038050026,30:0,404,30
404,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,30,True,0,128_511,dyn_persist6_iu,0.084736151105261,30:0,404,30
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,31,False,0,ge512,dyn_persist6_iu,-0.2952173086112945,31:0,526,31
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,31,False,0,ge512,dyn_persist6_iu,-0.08140618541517636,31:0,526,31
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,31,False,0,ge512,dyn_persist6_iu,0.2374136704303359,31:0,526,31
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,31,False,0,ge512,dyn_persist6_iu,0.35544956602522093,31:0,526,31
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,31,False,0,ge512,dyn_persist6_iu,0.42820273981215373,31:0,526,31
512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,31,False,0,ge512,dyn_persist6_iu,0.500105334446668,31:0,526,31
526,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,31,True,0,ge512,dyn_persist6_iu,0.5403181304506168,31:0,526,31
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,32,False,0,128_511,dyn_persist6_iu,0.06480042707915709,32:0,394,32
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,32,False,0,128_511,dyn_persist6_iu,0.08159358903041039,32:0,394,32
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,32,False,0,128_511,dyn_persist6_iu,0.08507640273780784,32:0,394,32
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,32,False,0,128_511,dyn_persist6_iu,0.0869249270855639,32:0,394,32
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,32,False,0,128_511,dyn_persist6_iu,0.14696795294952442,32:0,394,32
394,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,32,True,0,128_511,dyn_persist6_iu,0.18870013429964771,32:0,394,32
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,37,False,0,128_511,dyn_persist6_iu,-0.29553305856756096,37:0,256,37
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,37,False,0,128_511,dyn_persist6_iu,-0.24503616413285373,37:0,256,37
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,37,False,0,128_511,dyn_persist6_iu,0.023292675027208,37:0,256,37
128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,37,False,0,128_511,dyn_persist6_iu,0.1350514783104192,37:0,256,37
256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,37,True,0,128_511,dyn_persist6_iu,0.20633073601068042,37:0,256,37
16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,39,False,0,ge512,dyn_persist6_iu,-0.2717549564991567,39:0,726,39
32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,39,False,0,ge512,dyn_persist6_iu,-0.27170660585115924,39:0,726,39
64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,39,False,0,ge512,dyn_persist6_iu,-0.034334371506505666,39:0,726,39
