cell,model,dataset,n_problems,acc,subset,method,n_feats,anchor,auroc_X,lo,hi,n_rows,valid_rate,published_Y,Y_method,delta_X_minus_Y,head_to_head,flipped
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_5+spilled,upcr,9,epr,0.7535,0.6992,0.8004,500,1.0,0.925,LapEigvals,-0.1715,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_5+energy,lsml,5,epr,0.8152,0.7678,0.8541,500,1.0,0.925,LapEigvals,-0.1098,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_5+energy,upcr,5,epr,0.8119,0.7625,0.8524,500,1.0,0.925,LapEigvals,-0.1131,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_5+logprob,lsml,8,epr,0.8112,0.7626,0.8521,500,1.0,0.925,LapEigvals,-0.1138,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_5+logprob,upcr,8,epr,0.7831,0.7337,0.8273,500,1.0,0.925,LapEigvals,-0.1419,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_5,lsml,5,cusum_max,0.8152,0.7678,0.8541,500,1.0,0.925,LapEigvals,-0.1098,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_5,upcr,5,cusum_max,0.8119,0.7625,0.8524,500,1.0,0.925,LapEigvals,-0.1131,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_6,lsml,6,cusum_max,0.8186,0.7712,0.8581,500,1.0,0.925,LapEigvals,-0.1064,,False
lapeigvals_gsm8k_llama8b,meta-llama/Llama-3.1-8B-Instruct,gsm8k,500,0.724,GOOD_6,upcr,6,cusum_max,0.7865,0.7351,0.8304,500,1.0,0.925,LapEigvals,-0.1385,,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,consensus_4,lsml,4,epr,0.2198,0.1692,0.2707,1319,1.0,0.5760000000000001,LapEigvals,-0.3562,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,consensus_4,upcr,4,epr,0.3145,0.251,0.3788,1319,1.0,0.5760000000000001,LapEigvals,-0.2615,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5,lsml,5,epr,0.8006,0.7561,0.848,1319,1.0,0.5760000000000001,LapEigvals,0.2246,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5,upcr,5,epr,0.8352,0.7953,0.8746,1319,1.0,0.5760000000000001,LapEigvals,0.2592,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_6,lsml,6,epr,0.8087,0.7634,0.8539,1319,1.0,0.5760000000000001,LapEigvals,0.2327,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_6,upcr,6,epr,0.8352,0.7953,0.8746,1319,1.0,0.5760000000000001,LapEigvals,0.2592,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,top_macro_5,lsml,5,epr,0.8101,0.7662,0.855,1319,1.0,0.5760000000000001,LapEigvals,0.2341,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,top_macro_5,upcr,5,epr,0.8588,0.8232,0.8944,1319,1.0,0.5760000000000001,LapEigvals,0.2828,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,STABLE_H9,lsml,9,epr,0.8047,0.758,0.8488,1319,1.0,0.5760000000000001,LapEigvals,0.2287,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,STABLE_H9,upcr,9,epr,0.7743,0.7227,0.8222,1319,1.0,0.5760000000000001,LapEigvals,0.1983,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,ALL_H16,lsml,16,epr,0.8079,0.7624,0.8523,1319,1.0,0.5760000000000001,LapEigvals,0.2319,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,ALL_H16,upcr,16,epr,0.8166,0.7735,0.8587,1319,1.0,0.5760000000000001,LapEigvals,0.2406,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5+spilled,lsml,9,epr,0.816,0.7733,0.859,1319,1.0,0.5760000000000001,LapEigvals,0.24,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5+spilled,upcr,9,epr,0.7963,0.7502,0.8427,1319,1.0,0.5760000000000001,LapEigvals,0.2203,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5+energy,lsml,5,epr,0.8006,0.7561,0.848,1319,1.0,0.5760000000000001,LapEigvals,0.2246,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5+energy,upcr,5,epr,0.8352,0.7953,0.8746,1319,1.0,0.5760000000000001,LapEigvals,0.2592,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5+logprob,lsml,8,epr,0.8243,0.7823,0.867,1319,1.0,0.5760000000000001,LapEigvals,0.2483,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5+logprob,upcr,8,epr,0.8529,0.8149,0.8884,1319,1.0,0.5760000000000001,LapEigvals,0.2769,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5,lsml,5,cusum_max,0.8006,0.7561,0.848,1319,1.0,0.5760000000000001,LapEigvals,0.2246,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_5,upcr,5,cusum_max,0.8352,0.7953,0.8746,1319,1.0,0.5760000000000001,LapEigvals,0.2592,SAME-MODEL,False
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_6,lsml,6,cusum_max,0.8087,0.7634,0.8539,1319,1.0,0.5760000000000001,LapEigvals,0.2327,SAME-MODEL,True
lapeigvals_gsm8k_mistral24b,mistralai/Mistral-Small-24B-Instruct-2501,gsm8k,1319,0.9174,GOOD_6,upcr,6,cusum_max,0.8352,0.7953,0.8746,1319,1.0,0.5760000000000001,LapEigvals,0.2592,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,consensus_4,lsml,4,epr,0.7778,0.7411,0.8133,1319,1.0,0.63,LapEigvals,0.1478,SAME-MODEL,True
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,consensus_4,upcr,4,epr,0.7733,0.7369,0.8099,1319,1.0,0.63,LapEigvals,0.1433,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5,lsml,5,epr,0.782,0.7456,0.8159,1319,1.0,0.63,LapEigvals,0.152,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5,upcr,5,epr,0.786,0.7508,0.8204,1319,1.0,0.63,LapEigvals,0.156,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_6,lsml,6,epr,0.8013,0.7677,0.8351,1319,1.0,0.63,LapEigvals,0.1713,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_6,upcr,6,epr,0.7795,0.7429,0.8153,1319,1.0,0.63,LapEigvals,0.1495,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,top_macro_5,lsml,5,epr,0.7709,0.733,0.8078,1319,1.0,0.63,LapEigvals,0.1409,SAME-MODEL,True
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,top_macro_5,upcr,5,epr,0.7921,0.7575,0.8262,1319,1.0,0.63,LapEigvals,0.1621,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,STABLE_H9,lsml,9,epr,0.7228,0.6851,0.7597,1319,1.0,0.63,LapEigvals,0.0928,SAME-MODEL,True
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,STABLE_H9,upcr,9,epr,0.74,0.7019,0.778,1319,1.0,0.63,LapEigvals,0.11,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,ALL_H16,lsml,16,epr,0.7389,0.7014,0.7778,1319,1.0,0.63,LapEigvals,0.1089,SAME-MODEL,True
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,ALL_H16,upcr,16,epr,0.6397,0.5971,0.6798,1319,1.0,0.63,LapEigvals,0.0097,SAME-MODEL,True
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5+spilled,lsml,9,epr,0.785,0.7489,0.8195,1319,1.0,0.63,LapEigvals,0.155,SAME-MODEL,True
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5+spilled,upcr,9,epr,0.7528,0.715,0.7906,1319,1.0,0.63,LapEigvals,0.1228,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5+energy,lsml,5,epr,0.782,0.7456,0.8159,1319,1.0,0.63,LapEigvals,0.152,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5+energy,upcr,5,epr,0.786,0.7508,0.8204,1319,1.0,0.63,LapEigvals,0.156,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5+logprob,lsml,8,epr,0.8001,0.7669,0.8327,1319,1.0,0.63,LapEigvals,0.1701,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5+logprob,upcr,8,epr,0.7561,0.7188,0.7915,1319,1.0,0.63,LapEigvals,0.1261,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5,lsml,5,cusum_max,0.782,0.7456,0.8159,1319,1.0,0.63,LapEigvals,0.152,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_5,upcr,5,cusum_max,0.786,0.7508,0.8204,1319,1.0,0.63,LapEigvals,0.156,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_6,lsml,6,cusum_max,0.8013,0.7677,0.8351,1319,1.0,0.63,LapEigvals,0.1713,SAME-MODEL,False
lapeigvals_gsm8k_nemo,mistralai/Mistral-Nemo-Instruct-2407,gsm8k,1319,0.8294,GOOD_6,upcr,6,cusum_max,0.7795,0.7429,0.8153,1319,1.0,0.63,LapEigvals,0.1495,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,consensus_4,lsml,4,epr,0.3167,0.2756,0.361,1319,1.0,0.6659999999999999,LapEigvals,-0.3493,SAME-MODEL,True
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,consensus_4,upcr,4,epr,0.2569,0.2194,0.2974,1319,1.0,0.6659999999999999,LapEigvals,-0.4091,SAME-MODEL,True
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5,lsml,5,epr,0.8032,0.7699,0.8346,1319,1.0,0.6659999999999999,LapEigvals,0.1372,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5,upcr,5,epr,0.8026,0.7676,0.8352,1319,1.0,0.6659999999999999,LapEigvals,0.1366,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_6,lsml,6,epr,0.8125,0.7788,0.8441,1319,1.0,0.6659999999999999,LapEigvals,0.1465,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_6,upcr,6,epr,0.7683,0.7319,0.8021,1319,1.0,0.6659999999999999,LapEigvals,0.1023,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,top_macro_5,lsml,5,epr,0.8039,0.7715,0.8363,1319,1.0,0.6659999999999999,LapEigvals,0.1379,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,top_macro_5,upcr,5,epr,0.7963,0.7593,0.8298,1319,1.0,0.6659999999999999,LapEigvals,0.1303,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,STABLE_H9,lsml,9,epr,0.7264,0.6853,0.7633,1319,1.0,0.6659999999999999,LapEigvals,0.0604,SAME-MODEL,True
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,STABLE_H9,upcr,9,epr,0.7963,0.7589,0.8289,1319,1.0,0.6659999999999999,LapEigvals,0.1303,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,ALL_H16,lsml,16,epr,0.7357,0.6945,0.7724,1319,1.0,0.6659999999999999,LapEigvals,0.0697,SAME-MODEL,True
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,ALL_H16,upcr,16,epr,0.6787,0.6332,0.7194,1319,1.0,0.6659999999999999,LapEigvals,0.0127,SAME-MODEL,True
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5+spilled,lsml,9,epr,0.7997,0.7656,0.8319,1319,1.0,0.6659999999999999,LapEigvals,0.1337,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5+spilled,upcr,9,epr,0.7526,0.7139,0.7889,1319,1.0,0.6659999999999999,LapEigvals,0.0866,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5+energy,lsml,5,epr,0.8032,0.7699,0.8346,1319,1.0,0.6659999999999999,LapEigvals,0.1372,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5+energy,upcr,5,epr,0.8026,0.7676,0.8352,1319,1.0,0.6659999999999999,LapEigvals,0.1366,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5+logprob,lsml,8,epr,0.8079,0.7741,0.8386,1319,1.0,0.6659999999999999,LapEigvals,0.1419,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5+logprob,upcr,8,epr,0.7845,0.7489,0.8179,1319,1.0,0.6659999999999999,LapEigvals,0.1185,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5,lsml,5,cusum_max,0.8032,0.7699,0.8346,1319,1.0,0.6659999999999999,LapEigvals,0.1372,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_5,upcr,5,cusum_max,0.8026,0.7676,0.8352,1319,1.0,0.6659999999999999,LapEigvals,0.1366,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_6,lsml,6,cusum_max,0.8125,0.7788,0.8441,1319,1.0,0.6659999999999999,LapEigvals,0.1465,SAME-MODEL,False
lapeigvals_gsm8k_phi35,microsoft/Phi-3.5-mini-instruct,gsm8k,1319,0.8476,GOOD_6,upcr,6,cusum_max,0.7683,0.7319,0.8021,1319,1.0,0.6659999999999999,LapEigvals,0.1023,SAME-MODEL,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,consensus_4,lsml,4,epr,0.5788,0.5254,0.632,500,1.0,0.7292000000000001,LOS-Net,-0.1504,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,consensus_4,upcr,4,epr,0.58,0.5252,0.6336,500,1.0,0.7292000000000001,LOS-Net,-0.1492,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5,lsml,5,epr,0.5754,0.5221,0.6301,500,1.0,0.7292000000000001,LOS-Net,-0.1538,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5,upcr,5,epr,0.5777,0.524,0.6324,500,1.0,0.7292000000000001,LOS-Net,-0.1515,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_6,lsml,6,epr,0.581,0.5262,0.6336,500,1.0,0.7292000000000001,LOS-Net,-0.1482,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_6,upcr,6,epr,0.5777,0.524,0.6324,500,1.0,0.7292000000000001,LOS-Net,-0.1515,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,top_macro_5,lsml,5,epr,0.5707,0.5186,0.6257,500,1.0,0.7292000000000001,LOS-Net,-0.1585,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,top_macro_5,upcr,5,epr,0.5833,0.5297,0.6384,500,1.0,0.7292000000000001,LOS-Net,-0.1459,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,STABLE_H9,lsml,9,epr,0.5229,0.4717,0.5779,500,1.0,0.7292000000000001,LOS-Net,-0.2063,,True
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,STABLE_H9,upcr,9,epr,0.5697,0.5172,0.6226,500,1.0,0.7292000000000001,LOS-Net,-0.1595,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,ALL_H16,lsml,16,epr,0.5434,0.4915,0.5955,500,1.0,0.7292000000000001,LOS-Net,-0.1858,,True
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,ALL_H16,upcr,16,epr,0.4933,0.4392,0.5482,500,1.0,0.7292000000000001,LOS-Net,-0.2359,,True
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5+spilled,lsml,9,epr,0.5805,0.5289,0.6345,500,1.0,0.7292000000000001,LOS-Net,-0.1487,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5+spilled,upcr,9,epr,0.552,0.5003,0.6085,500,1.0,0.7292000000000001,LOS-Net,-0.1772,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5+energy,lsml,5,epr,0.5754,0.5221,0.6301,500,1.0,0.7292000000000001,LOS-Net,-0.1538,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5+energy,upcr,5,epr,0.5777,0.524,0.6324,500,1.0,0.7292000000000001,LOS-Net,-0.1515,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5+logprob,lsml,8,epr,0.5746,0.5224,0.6267,500,1.0,0.7292000000000001,LOS-Net,-0.1546,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5+logprob,upcr,8,epr,0.5576,0.5049,0.6123,500,1.0,0.7292000000000001,LOS-Net,-0.1716,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5,lsml,5,cusum_max,0.5754,0.5221,0.6301,500,1.0,0.7292000000000001,LOS-Net,-0.1538,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_5,upcr,5,cusum_max,0.5777,0.524,0.6324,500,1.0,0.7292000000000001,LOS-Net,-0.1515,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_6,lsml,6,cusum_max,0.581,0.5262,0.6336,500,1.0,0.7292000000000001,LOS-Net,-0.1482,,False
losnet_hotpotqa_mistral7b,mistralai/Mistral-7B-Instruct-v0.2,hotpotqa,500,0.338,GOOD_6,upcr,6,cusum_max,0.5777,0.524,0.6324,500,1.0,0.7292000000000001,LOS-Net,-0.1515,,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,consensus_4,lsml,4,epr,0.7808,0.7561,0.8057,1319,1.0,0.785,Noise Injection,-0.0042,SAME-MODEL,True
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,consensus_4,upcr,4,epr,0.7804,0.7555,0.8063,1319,1.0,0.785,Noise Injection,-0.0046,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5,lsml,5,epr,0.7851,0.76,0.8089,1319,1.0,0.785,Noise Injection,0.0001,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5,upcr,5,epr,0.7889,0.7641,0.8127,1319,1.0,0.785,Noise Injection,0.0039,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_6,lsml,6,epr,0.7902,0.7657,0.8145,1319,1.0,0.785,Noise Injection,0.0052,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_6,upcr,6,epr,0.7889,0.7641,0.8127,1319,1.0,0.785,Noise Injection,0.0039,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,top_macro_5,lsml,5,epr,0.7909,0.7659,0.8151,1319,1.0,0.785,Noise Injection,0.0059,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,top_macro_5,upcr,5,epr,0.7934,0.7692,0.8178,1319,1.0,0.785,Noise Injection,0.0084,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,STABLE_H9,lsml,9,epr,0.7051,0.677,0.7329,1319,1.0,0.785,Noise Injection,-0.0799,SAME-MODEL,True
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,STABLE_H9,upcr,9,epr,0.7787,0.7538,0.8034,1319,1.0,0.785,Noise Injection,-0.0063,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,ALL_H16,lsml,16,epr,0.7201,0.6936,0.748,1319,1.0,0.785,Noise Injection,-0.0649,SAME-MODEL,True
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,ALL_H16,upcr,16,epr,0.5781,0.5459,0.6085,1319,1.0,0.785,Noise Injection,-0.2069,SAME-MODEL,True
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5+spilled,lsml,9,epr,0.7705,0.7448,0.796,1319,1.0,0.785,Noise Injection,-0.0145,SAME-MODEL,True
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5+spilled,upcr,9,epr,0.7586,0.7327,0.7856,1319,1.0,0.785,Noise Injection,-0.0264,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5+energy,lsml,5,epr,0.7851,0.76,0.8089,1319,1.0,0.785,Noise Injection,0.0001,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5+energy,upcr,5,epr,0.7889,0.7641,0.8127,1319,1.0,0.785,Noise Injection,0.0039,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5+logprob,lsml,8,epr,0.7854,0.7608,0.8096,1319,1.0,0.785,Noise Injection,0.0004,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5+logprob,upcr,8,epr,0.7444,0.7182,0.7709,1319,1.0,0.785,Noise Injection,-0.0406,SAME-MODEL,False
