channel,scale,population,bin,centre,mean,n,slope_bin_means
true_tail50,answer_z,label_clean,0,0.05,0.01935410193497586,122768,-0.049614369989897
true_tail50,answer_z,label_clean,1,0.15,0.04927112187018519,121530,-0.049614369989897
true_tail50,answer_z,label_clean,2,0.25,0.022310022736886957,121752,-0.049614369989897
true_tail50,answer_z,label_clean,3,0.35,0.0016888499158989885,121572,-0.049614369989897
true_tail50,answer_z,label_clean,4,0.45,-0.017833699013516845,121312,-0.049614369989897
true_tail50,answer_z,label_clean,5,0.55,-0.01697026427241152,122040,-0.049614369989897
true_tail50,answer_z,label_clean,6,0.65,-0.018950141070321648,121788,-0.049614369989897
true_tail50,answer_z,label_clean,7,0.75,-0.03663190859737806,121536,-0.049614369989897
true_tail50,answer_z,label_clean,8,0.85,-0.040619040670227854,121746,-0.049614369989897
true_tail50,answer_z,label_clean,9,0.95,0.037838238361472785,123000,-0.049614369989897
energy_level,raw,label_clean,0,0.05,-35.20273977156865,122768,1.7325859376506625
energy_level,raw,label_clean,1,0.15,-33.898778278398225,121530,1.7325859376506625
energy_level,raw,label_clean,2,0.25,-33.71279034085684,121752,1.7325859376506625
energy_level,raw,label_clean,3,0.35,-33.53511635790344,121572,1.7325859376506625
energy_level,raw,label_clean,4,0.45,-33.52749295872706,121312,1.7325859376506625
energy_level,raw,label_clean,5,0.55,-33.340542290477195,122040,1.7325859376506625
energy_level,raw,label_clean,6,0.65,-33.245216189744134,121788,1.7325859376506625
energy_level,raw,label_clean,7,0.75,-33.344001311026105,121536,1.7325859376506625
energy_level,raw,label_clean,8,0.85,-33.290391548567456,121746,1.7325859376506625
energy_level,raw,label_clean,9,0.95,-32.82181037817544,123000,1.7325859376506625
energy_level,answer_z,label_clean,0,0.05,-0.3432466856736492,122768,0.35941103552657383
energy_level,answer_z,label_clean,1,0.15,-0.06620044664493177,121530,0.35941103552657383
energy_level,answer_z,label_clean,2,0.25,-0.02255553534984868,121752,0.35941103552657383
energy_level,answer_z,label_clean,3,0.35,0.01758928624579785,121572,0.35941103552657383
energy_level,answer_z,label_clean,4,0.45,0.020469617491512913,121312,0.35941103552657383
energy_level,answer_z,label_clean,5,0.55,0.05870202755048316,122040,0.35941103552657383
energy_level,answer_z,label_clean,6,0.65,0.07185636725791579,121788,0.35941103552657383
energy_level,answer_z,label_clean,7,0.75,0.04970418765611439,121536,0.35941103552657383
energy_level,answer_z,label_clean,8,0.85,0.059208058259478356,121746,0.35941103552657383
energy_level,answer_z,label_clean,9,0.95,0.15565223474106815,123000,0.35941103552657383
energy_innovation,raw,label_clean,0,0.05,-0.08540706116162167,122768,-0.08861954433334064
energy_innovation,raw,label_clean,1,0.15,-0.9310130677521299,121530,-0.08861954433334064
energy_innovation,raw,label_clean,2,0.25,-0.6952046619097481,121752,-0.08861954433334064
energy_innovation,raw,label_clean,3,0.35,-0.6397375320449624,121572,-0.08861954433334064
energy_innovation,raw,label_clean,4,0.45,-0.5037793703640353,121312,-0.08861954433334064
energy_innovation,raw,label_clean,5,0.55,-0.5804171534575344,122040,-0.08861954433334064
energy_innovation,raw,label_clean,6,0.65,-0.5775409240149804,121788,-0.08861954433334064
energy_innovation,raw,label_clean,7,0.75,-0.410929710025846,121536,-0.08861954433334064
energy_innovation,raw,label_clean,8,0.85,-0.41323220027604873,121746,-0.08861954433334064
energy_innovation,raw,label_clean,9,0.95,-0.8207421005225822,123000,-0.08861954433334064
energy_innovation,answer_z,label_clean,0,0.05,0.09537012707434672,122768,-0.0019275759636135474
energy_innovation,answer_z,label_clean,1,0.15,-0.07921876954327117,121530,-0.0019275759636135474
energy_innovation,answer_z,label_clean,2,0.25,-0.03172927797645607,121752,-0.0019275759636135474
energy_innovation,answer_z,label_clean,3,0.35,-0.021141035978825374,121572,-0.0019275759636135474
energy_innovation,answer_z,label_clean,4,0.45,0.008497413886450183,121312,-0.0019275759636135474
energy_innovation,answer_z,label_clean,5,0.55,-0.00627557296038017,122040,-0.0019275759636135474
energy_innovation,answer_z,label_clean,6,0.65,0.0018307255801947161,121788,-0.0019275759636135474
energy_innovation,answer_z,label_clean,7,0.75,0.038183041604355414,121536,-0.0019275759636135474
energy_innovation,answer_z,label_clean,8,0.85,0.039257193068588325,121746,-0.0019275759636135474
energy_innovation,answer_z,label_clean,9,0.95,-0.04516772152753402,123000,-0.0019275759636135474
top15_turnover,raw,label_clean,0,0.05,0.83853393561295,122768,-0.030574036961252056
top15_turnover,raw,label_clean,1,0.15,0.8552379455745078,121530,-0.030574036961252056
top15_turnover,raw,label_clean,2,0.25,0.8482237187768559,121752,-0.030574036961252056
top15_turnover,raw,label_clean,3,0.35,0.8432281628856942,121572,-0.030574036961252056
top15_turnover,raw,label_clean,4,0.45,0.8395366291693024,121312,-0.030574036961252056
top15_turnover,raw,label_clean,5,0.55,0.8371621400122148,122040,-0.030574036961252056
top15_turnover,raw,label_clean,6,0.65,0.8353028834618225,121788,-0.030574036961252056
top15_turnover,raw,label_clean,7,0.75,0.8311353638382475,121536,-0.030574036961252056
top15_turnover,raw,label_clean,8,0.85,0.8221702090272877,121746,-0.030574036961252056
top15_turnover,raw,label_clean,9,0.95,0.8206000076231312,123000,-0.030574036961252056
top15_turnover,answer_z,label_clean,0,0.05,-0.011974142409225598,122768,-0.14598864956420274
top15_turnover,answer_z,label_clean,1,0.15,0.09147758358698325,121530,-0.14598864956420274
top15_turnover,answer_z,label_clean,2,0.25,0.05863930357554348,121752,-0.14598864956420274
top15_turnover,answer_z,label_clean,3,0.35,0.03610012674551291,121572,-0.14598864956420274
top15_turnover,answer_z,label_clean,4,0.45,0.016168518388514772,121312,-0.14598864956420274
top15_turnover,answer_z,label_clean,5,0.55,0.004099728960518152,122040,-0.14598864956420274
top15_turnover,answer_z,label_clean,6,0.65,-0.004534088363727981,121788,-0.14598864956420274
top15_turnover,answer_z,label_clean,7,0.75,-0.025720072062833433,121536,-0.14598864956420274
top15_turnover,answer_z,label_clean,8,0.85,-0.0733414487561269,121746,-0.14598864956420274
top15_turnover,answer_z,label_clean,9,0.95,-0.08967538446033362,123000,-0.14598864956420274
top50_js,raw,label_clean,0,0.05,0.664613366332916,122768,0.004188332673068637
top50_js,raw,label_clean,1,0.15,0.6782095641756488,121530,0.004188332673068637
top50_js,raw,label_clean,2,0.25,0.6781913064664503,121752,0.004188332673068637
top50_js,raw,label_clean,3,0.35,0.6782306212936461,121572,0.004188332673068637
top50_js,raw,label_clean,4,0.45,0.6788165888830997,121312,0.004188332673068637
top50_js,raw,label_clean,5,0.55,0.6792812858241527,122040,0.004188332673068637
top50_js,raw,label_clean,6,0.65,0.6789632024548706,121788,0.004188332673068637
top50_js,raw,label_clean,7,0.75,0.6792892932586291,121536,0.004188332673068637
top50_js,raw,label_clean,8,0.85,0.6777159458263621,121746,0.004188332673068637
top50_js,raw,label_clean,9,0.95,0.6717700822401407,123000,0.004188332673068637
top50_js,answer_z,label_clean,0,0.05,-0.16415435950916346,122768,0.07332462728474454
top50_js,answer_z,label_clean,1,0.15,0.014416752206928675,121530,0.07332462728474454
top50_js,answer_z,label_clean,2,0.25,0.020741741136041696,121752,0.07332462728474454
top50_js,answer_z,label_clean,3,0.35,0.02274513482846648,121572,0.07332462728474454
top50_js,answer_z,label_clean,4,0.45,0.028220115098446387,121312,0.07332462728474454
top50_js,answer_z,label_clean,5,0.55,0.03343532798433789,122040,0.07332462728474454
top50_js,answer_z,label_clean,6,0.65,0.03456621918794457,121788,0.07332462728474454
top50_js,answer_z,label_clean,7,0.75,0.04063884512754012,121536,0.07332462728474454
top50_js,answer_z,label_clean,8,0.85,0.02493352516005266,121746,0.07332462728474454
top50_js,answer_z,label_clean,9,0.95,-0.05347936466420821,123000,0.07332462728474454
dominant_freq16,raw,label_clean,0,0.05,-0.23204183907858725,122768,-0.007305729038998782
dominant_freq16,raw,label_clean,1,0.15,-0.2038848432485806,121530,-0.007305729038998782
dominant_freq16,raw,label_clean,2,0.25,-0.20559364527892765,121752,-0.007305729038998782
dominant_freq16,raw,label_clean,3,0.35,-0.2044596000723851,121572,-0.007305729038998782
dominant_freq16,raw,label_clean,4,0.45,-0.2100853584146663,121312,-0.007305729038998782
dominant_freq16,raw,label_clean,5,0.55,-0.20683740986561783,122040,-0.007305729038998782
dominant_freq16,raw,label_clean,6,0.65,-0.2182568274378428,121788,-0.007305729038998782
dominant_freq16,raw,label_clean,7,0.75,-0.22134696715376515,121536,-0.007305729038998782
dominant_freq16,raw,label_clean,8,0.85,-0.21816425180293397,121746,-0.007305729038998782
dominant_freq16,raw,label_clean,9,0.95,-0.22133943089430894,123000,-0.007305729038998782
dominant_freq16,answer_z,label_clean,0,0.05,-0.110418915077145,122768,-0.047234007565825784
dominant_freq16,answer_z,label_clean,1,0.15,0.06276817028992698,121530,-0.047234007565825784
dominant_freq16,answer_z,label_clean,2,0.25,0.055919379373115065,121752,-0.047234007565825784
dominant_freq16,answer_z,label_clean,3,0.35,0.06058549203897086,121572,-0.047234007565825784
dominant_freq16,answer_z,label_clean,4,0.45,0.026208330050063244,121312,-0.047234007565825784
dominant_freq16,answer_z,label_clean,5,0.55,0.04749737553053643,122040,-0.047234007565825784
dominant_freq16,answer_z,label_clean,6,0.65,-0.02497460024718422,121788,-0.047234007565825784
dominant_freq16,answer_z,label_clean,7,0.75,-0.04328971850869413,121536,-0.047234007565825784
dominant_freq16,answer_z,label_clean,8,0.85,-0.026362986036914227,121746,-0.047234007565825784
dominant_freq16,answer_z,label_clean,9,0.95,-0.046419616161722854,123000,-0.047234007565825784
bocpd_p0,raw,label_clean,0,0.05,0.02042254071246942,122768,0.0023364952014356226
bocpd_p0,raw,label_clean,1,0.15,0.020434287010669377,121530,0.0023364952014356226
bocpd_p0,raw,label_clean,2,0.25,0.020520231404658102,121752,0.0023364952014356226
bocpd_p0,raw,label_clean,3,0.35,0.020186555291083017,121572,0.0023364952014356226
bocpd_p0,raw,label_clean,4,0.45,0.0197812834617508,121312,0.0023364952014356226
bocpd_p0,raw,label_clean,5,0.55,0.020331888715711767,122040,0.0023364952014356226
bocpd_p0,raw,label_clean,6,0.65,0.019789779535348113,121788,0.0023364952014356226
bocpd_p0,raw,label_clean,7,0.75,0.019685197909604962,121536,0.0023364952014356226
bocpd_p0,raw,label_clean,8,0.85,0.02013510955858433,121746,0.0023364952014356226
bocpd_p0,raw,label_clean,9,0.95,0.025473796543224177,123000,0.0023364952014356226
bocpd_p0,answer_z,label_clean,0,0.05,-0.0012650336846265593,122768,0.02902063167856412
bocpd_p0,answer_z,label_clean,1,0.15,-0.0014048142385461458,121530,0.02902063167856412
bocpd_p0,answer_z,label_clean,2,0.25,-0.0028463386779756135,121752,0.02902063167856412
bocpd_p0,answer_z,label_clean,3,0.35,-0.006045119527714762,121572,0.02902063167856412
bocpd_p0,answer_z,label_clean,4,0.45,-0.011624268958381022,121312,0.02902063167856412
bocpd_p0,answer_z,label_clean,5,0.55,-0.005713873465475231,122040,0.02902063167856412
bocpd_p0,answer_z,label_clean,6,0.65,-0.013272844186721882,121788,0.02902063167856412
bocpd_p0,answer_z,label_clean,7,0.75,-0.01624819927052914,121536,0.02902063167856412
bocpd_p0,answer_z,label_clean,8,0.85,-0.010710333682483327,121746,0.02902063167856412
bocpd_p0,answer_z,label_clean,9,0.95,0.06837509300990142,123000,0.02902063167856412
