candidate,model,family,unit,task,target,locator,prediction
HISTDET_H2LOC,qwen3_8b,math,math-511,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-511,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-511,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-511,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-516,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-516,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-516,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-516,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-516,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-516,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-518,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-518,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-518,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-518,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-518,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-518,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-519,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-519,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-519,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-519,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-519,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-519,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-521,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-521,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-521,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-521,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-521,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-521,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-522,local,1,7,-1
HISTDET_H0LOC,qwen3_8b,math,math-522,local,1,7,-1
HISTDET_H2LOC,qwen3_8b,math,math-522,local,1,7,-1
HISTDET_H3LOC,qwen3_8b,math,math-522,local,1,7,-1
H0DET_HISTLOC,qwen3_8b,math,math-522,local,1,7,-1
H0DET_H3LOC,qwen3_8b,math,math-522,local,1,7,-1
HISTDET_HISTLOC,qwen3_8b,math,math-53,local,1,3,3
HISTDET_H0LOC,qwen3_8b,math,math-53,local,1,3,3
HISTDET_H2LOC,qwen3_8b,math,math-53,local,1,3,3
HISTDET_H3LOC,qwen3_8b,math,math-53,local,1,3,3
H0DET_HISTLOC,qwen3_8b,math,math-53,local,1,3,3
H0DET_H3LOC,qwen3_8b,math,math-53,local,1,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-533,local,0,1,1
HISTDET_H0LOC,qwen3_8b,math,math-533,local,0,1,1
HISTDET_H2LOC,qwen3_8b,math,math-533,local,0,1,1
HISTDET_H3LOC,qwen3_8b,math,math-533,local,0,1,1
H0DET_HISTLOC,qwen3_8b,math,math-533,local,0,1,1
H0DET_H3LOC,qwen3_8b,math,math-533,local,0,1,1
HISTDET_HISTLOC,qwen3_8b,math,math-54,local,0,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-54,local,0,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-54,local,0,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-54,local,0,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-54,local,0,1,1
H0DET_H3LOC,qwen3_8b,math,math-54,local,0,1,1
HISTDET_HISTLOC,qwen3_8b,math,math-550,local,3,3,-1
HISTDET_H0LOC,qwen3_8b,math,math-550,local,3,3,-1
HISTDET_H2LOC,qwen3_8b,math,math-550,local,3,3,-1
HISTDET_H3LOC,qwen3_8b,math,math-550,local,3,3,-1
H0DET_HISTLOC,qwen3_8b,math,math-550,local,3,3,3
H0DET_H3LOC,qwen3_8b,math,math-550,local,3,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-551,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-551,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-551,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-551,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-551,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-551,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-557,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-557,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-557,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-557,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-557,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-557,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-558,local,-1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-558,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-558,local,-1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-558,local,-1,2,2
H0DET_HISTLOC,qwen3_8b,math,math-558,local,-1,2,2
H0DET_H3LOC,qwen3_8b,math,math-558,local,-1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-562,local,-1,0,0
HISTDET_H0LOC,qwen3_8b,math,math-562,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-562,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,math,math-562,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,math,math-562,local,-1,0,0
H0DET_H3LOC,qwen3_8b,math,math-562,local,-1,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-572,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-572,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-572,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-572,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-572,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-572,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-58,local,0,3,3
HISTDET_H0LOC,qwen3_8b,math,math-58,local,0,0,0
HISTDET_H2LOC,qwen3_8b,math,math-58,local,0,2,2
HISTDET_H3LOC,qwen3_8b,math,math-58,local,0,2,2
H0DET_HISTLOC,qwen3_8b,math,math-58,local,0,3,-1
H0DET_H3LOC,qwen3_8b,math,math-58,local,0,2,-1
HISTDET_HISTLOC,qwen3_8b,math,math-587,local,-1,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-587,local,-1,2,-1
HISTDET_H2LOC,qwen3_8b,math,math-587,local,-1,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-587,local,-1,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-587,local,-1,2,2
H0DET_H3LOC,qwen3_8b,math,math-587,local,-1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-588,local,-1,1,1
HISTDET_H0LOC,qwen3_8b,math,math-588,local,-1,1,1
HISTDET_H2LOC,qwen3_8b,math,math-588,local,-1,1,1
HISTDET_H3LOC,qwen3_8b,math,math-588,local,-1,1,1
H0DET_HISTLOC,qwen3_8b,math,math-588,local,-1,1,1
H0DET_H3LOC,qwen3_8b,math,math-588,local,-1,1,1
HISTDET_HISTLOC,qwen3_8b,math,math-597,local,4,4,4
HISTDET_H0LOC,qwen3_8b,math,math-597,local,4,0,0
HISTDET_H2LOC,qwen3_8b,math,math-597,local,4,4,4
HISTDET_H3LOC,qwen3_8b,math,math-597,local,4,4,4
H0DET_HISTLOC,qwen3_8b,math,math-597,local,4,4,4
H0DET_H3LOC,qwen3_8b,math,math-597,local,4,4,4
HISTDET_HISTLOC,qwen3_8b,math,math-598,local,-1,9,-1
HISTDET_H0LOC,qwen3_8b,math,math-598,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-598,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-598,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-598,local,-1,9,-1
H0DET_H3LOC,qwen3_8b,math,math-598,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-599,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-599,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-599,local,-1,3,-1
HISTDET_H3LOC,qwen3_8b,math,math-599,local,-1,3,-1
H0DET_HISTLOC,qwen3_8b,math,math-599,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-599,local,-1,3,-1
HISTDET_HISTLOC,qwen3_8b,math,math-603,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-603,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-603,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-603,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-603,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-603,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-606,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-606,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-606,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-606,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-606,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-606,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-610,local,-1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-610,local,-1,2,2
HISTDET_H2LOC,qwen3_8b,math,math-610,local,-1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-610,local,-1,2,2
H0DET_HISTLOC,qwen3_8b,math,math-610,local,-1,2,2
H0DET_H3LOC,qwen3_8b,math,math-610,local,-1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-62,local,2,2,2
HISTDET_H0LOC,qwen3_8b,math,math-62,local,2,1,1
HISTDET_H2LOC,qwen3_8b,math,math-62,local,2,1,1
HISTDET_H3LOC,qwen3_8b,math,math-62,local,2,1,1
H0DET_HISTLOC,qwen3_8b,math,math-62,local,2,2,-1
H0DET_H3LOC,qwen3_8b,math,math-62,local,2,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-620,local,3,1,1
HISTDET_H0LOC,qwen3_8b,math,math-620,local,3,0,0
HISTDET_H2LOC,qwen3_8b,math,math-620,local,3,1,1
HISTDET_H3LOC,qwen3_8b,math,math-620,local,3,1,1
H0DET_HISTLOC,qwen3_8b,math,math-620,local,3,1,1
H0DET_H3LOC,qwen3_8b,math,math-620,local,3,1,1
HISTDET_HISTLOC,qwen3_8b,math,math-624,local,1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-624,local,1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-624,local,1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-624,local,1,2,2
H0DET_HISTLOC,qwen3_8b,math,math-624,local,1,2,2
H0DET_H3LOC,qwen3_8b,math,math-624,local,1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-636,local,-1,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-636,local,-1,2,-1
HISTDET_H2LOC,qwen3_8b,math,math-636,local,-1,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-636,local,-1,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-636,local,-1,2,-1
H0DET_H3LOC,qwen3_8b,math,math-636,local,-1,2,-1
HISTDET_HISTLOC,qwen3_8b,math,math-646,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-646,local,-1,1,-1
HISTDET_H2LOC,qwen3_8b,math,math-646,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-646,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-646,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-646,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-652,local,2,6,6
HISTDET_H0LOC,qwen3_8b,math,math-652,local,2,6,6
HISTDET_H2LOC,qwen3_8b,math,math-652,local,2,6,6
HISTDET_H3LOC,qwen3_8b,math,math-652,local,2,6,6
H0DET_HISTLOC,qwen3_8b,math,math-652,local,2,6,6
H0DET_H3LOC,qwen3_8b,math,math-652,local,2,6,6
HISTDET_HISTLOC,qwen3_8b,math,math-656,local,-1,8,8
HISTDET_H0LOC,qwen3_8b,math,math-656,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-656,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,math,math-656,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,math,math-656,local,-1,8,8
H0DET_H3LOC,qwen3_8b,math,math-656,local,-1,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-663,local,3,0,0
HISTDET_H0LOC,qwen3_8b,math,math-663,local,3,0,0
HISTDET_H2LOC,qwen3_8b,math,math-663,local,3,0,0
HISTDET_H3LOC,qwen3_8b,math,math-663,local,3,0,0
H0DET_HISTLOC,qwen3_8b,math,math-663,local,3,0,-1
H0DET_H3LOC,qwen3_8b,math,math-663,local,3,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-664,local,-1,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-664,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-664,local,-1,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-664,local,-1,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-664,local,-1,2,-1
H0DET_H3LOC,qwen3_8b,math,math-664,local,-1,2,-1
HISTDET_HISTLOC,qwen3_8b,math,math-672,local,-1,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-672,local,-1,2,-1
HISTDET_H2LOC,qwen3_8b,math,math-672,local,-1,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-672,local,-1,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-672,local,-1,2,-1
H0DET_H3LOC,qwen3_8b,math,math-672,local,-1,2,-1
HISTDET_HISTLOC,qwen3_8b,math,math-678,local,-1,3,3
HISTDET_H0LOC,qwen3_8b,math,math-678,local,-1,3,3
HISTDET_H2LOC,qwen3_8b,math,math-678,local,-1,3,3
HISTDET_H3LOC,qwen3_8b,math,math-678,local,-1,3,3
H0DET_HISTLOC,qwen3_8b,math,math-678,local,-1,3,3
H0DET_H3LOC,qwen3_8b,math,math-678,local,-1,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-69,local,7,7,7
HISTDET_H0LOC,qwen3_8b,math,math-69,local,7,7,7
HISTDET_H2LOC,qwen3_8b,math,math-69,local,7,7,7
HISTDET_H3LOC,qwen3_8b,math,math-69,local,7,7,7
H0DET_HISTLOC,qwen3_8b,math,math-69,local,7,7,7
H0DET_H3LOC,qwen3_8b,math,math-69,local,7,7,7
HISTDET_HISTLOC,qwen3_8b,math,math-697,local,0,3,3
HISTDET_H0LOC,qwen3_8b,math,math-697,local,0,2,2
HISTDET_H2LOC,qwen3_8b,math,math-697,local,0,3,3
HISTDET_H3LOC,qwen3_8b,math,math-697,local,0,3,3
H0DET_HISTLOC,qwen3_8b,math,math-697,local,0,3,3
H0DET_H3LOC,qwen3_8b,math,math-697,local,0,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-706,local,-1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-706,local,-1,2,2
HISTDET_H2LOC,qwen3_8b,math,math-706,local,-1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-706,local,-1,2,2
H0DET_HISTLOC,qwen3_8b,math,math-706,local,-1,2,2
H0DET_H3LOC,qwen3_8b,math,math-706,local,-1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-720,local,-1,3,3
HISTDET_H0LOC,qwen3_8b,math,math-720,local,-1,3,3
HISTDET_H2LOC,qwen3_8b,math,math-720,local,-1,3,3
HISTDET_H3LOC,qwen3_8b,math,math-720,local,-1,3,3
H0DET_HISTLOC,qwen3_8b,math,math-720,local,-1,3,3
H0DET_H3LOC,qwen3_8b,math,math-720,local,-1,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-727,local,-1,6,6
HISTDET_H0LOC,qwen3_8b,math,math-727,local,-1,6,6
HISTDET_H2LOC,qwen3_8b,math,math-727,local,-1,6,6
HISTDET_H3LOC,qwen3_8b,math,math-727,local,-1,5,5
H0DET_HISTLOC,qwen3_8b,math,math-727,local,-1,6,6
H0DET_H3LOC,qwen3_8b,math,math-727,local,-1,5,5
HISTDET_HISTLOC,qwen3_8b,math,math-737,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-737,local,-1,1,-1
HISTDET_H2LOC,qwen3_8b,math,math-737,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-737,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-737,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-737,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-747,local,-1,3,-1
HISTDET_H0LOC,qwen3_8b,math,math-747,local,-1,3,-1
HISTDET_H2LOC,qwen3_8b,math,math-747,local,-1,3,-1
HISTDET_H3LOC,qwen3_8b,math,math-747,local,-1,3,-1
H0DET_HISTLOC,qwen3_8b,math,math-747,local,-1,3,-1
H0DET_H3LOC,qwen3_8b,math,math-747,local,-1,3,-1
HISTDET_HISTLOC,qwen3_8b,math,math-750,local,-1,3,3
HISTDET_H0LOC,qwen3_8b,math,math-750,local,-1,3,3
HISTDET_H2LOC,qwen3_8b,math,math-750,local,-1,3,3
HISTDET_H3LOC,qwen3_8b,math,math-750,local,-1,3,3
H0DET_HISTLOC,qwen3_8b,math,math-750,local,-1,3,3
H0DET_H3LOC,qwen3_8b,math,math-750,local,-1,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-757,local,-1,4,-1
HISTDET_H0LOC,qwen3_8b,math,math-757,local,-1,4,-1
HISTDET_H2LOC,qwen3_8b,math,math-757,local,-1,4,-1
HISTDET_H3LOC,qwen3_8b,math,math-757,local,-1,4,-1
H0DET_HISTLOC,qwen3_8b,math,math-757,local,-1,4,-1
H0DET_H3LOC,qwen3_8b,math,math-757,local,-1,4,-1
HISTDET_HISTLOC,qwen3_8b,math,math-759,local,-1,1,1
HISTDET_H0LOC,qwen3_8b,math,math-759,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-759,local,-1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-759,local,-1,3,3
H0DET_HISTLOC,qwen3_8b,math,math-759,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-759,local,-1,3,-1
HISTDET_HISTLOC,qwen3_8b,math,math-760,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-760,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-760,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-760,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-760,local,-1,1,1
H0DET_H3LOC,qwen3_8b,math,math-760,local,-1,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-767,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-767,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-767,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-767,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-767,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-767,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-775,local,-1,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-775,local,-1,2,-1
HISTDET_H2LOC,qwen3_8b,math,math-775,local,-1,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-775,local,-1,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-775,local,-1,2,-1
H0DET_H3LOC,qwen3_8b,math,math-775,local,-1,2,-1
HISTDET_HISTLOC,qwen3_8b,math,math-781,local,-1,9,-1
HISTDET_H0LOC,qwen3_8b,math,math-781,local,-1,9,-1
HISTDET_H2LOC,qwen3_8b,math,math-781,local,-1,9,-1
HISTDET_H3LOC,qwen3_8b,math,math-781,local,-1,9,-1
H0DET_HISTLOC,qwen3_8b,math,math-781,local,-1,9,-1
H0DET_H3LOC,qwen3_8b,math,math-781,local,-1,9,-1
HISTDET_HISTLOC,qwen3_8b,math,math-785,local,-1,1,1
HISTDET_H0LOC,qwen3_8b,math,math-785,local,-1,1,1
HISTDET_H2LOC,qwen3_8b,math,math-785,local,-1,1,1
HISTDET_H3LOC,qwen3_8b,math,math-785,local,-1,1,1
H0DET_HISTLOC,qwen3_8b,math,math-785,local,-1,1,1
H0DET_H3LOC,qwen3_8b,math,math-785,local,-1,1,1
HISTDET_HISTLOC,qwen3_8b,math,math-789,local,-1,0,0
HISTDET_H0LOC,qwen3_8b,math,math-789,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-789,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,math,math-789,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,math,math-789,local,-1,0,0
H0DET_H3LOC,qwen3_8b,math,math-789,local,-1,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-792,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-792,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-792,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-792,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-792,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-792,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-797,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-797,local,-1,1,-1
HISTDET_H2LOC,qwen3_8b,math,math-797,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-797,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-797,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-797,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-802,local,-1,0,0
HISTDET_H0LOC,qwen3_8b,math,math-802,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-802,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,math,math-802,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,math,math-802,local,-1,0,0
H0DET_H3LOC,qwen3_8b,math,math-802,local,-1,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-804,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-804,local,-1,1,-1
HISTDET_H2LOC,qwen3_8b,math,math-804,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-804,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-804,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-804,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-807,local,-1,4,-1
HISTDET_H0LOC,qwen3_8b,math,math-807,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-807,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-807,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-807,local,-1,4,-1
H0DET_H3LOC,qwen3_8b,math,math-807,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-81,local,2,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-81,local,2,1,-1
HISTDET_H2LOC,qwen3_8b,math,math-81,local,2,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-81,local,2,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-81,local,2,1,-1
H0DET_H3LOC,qwen3_8b,math,math-81,local,2,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-810,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-810,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-810,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-810,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-810,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-810,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-816,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-816,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-816,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-816,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-816,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-816,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-817,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-817,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-817,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-817,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-817,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-817,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-823,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-823,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-823,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-823,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-823,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-823,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-826,local,-1,3,3
HISTDET_H0LOC,qwen3_8b,math,math-826,local,-1,3,3
HISTDET_H2LOC,qwen3_8b,math,math-826,local,-1,3,3
HISTDET_H3LOC,qwen3_8b,math,math-826,local,-1,3,3
H0DET_HISTLOC,qwen3_8b,math,math-826,local,-1,3,3
H0DET_H3LOC,qwen3_8b,math,math-826,local,-1,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-827,local,-1,0,0
HISTDET_H0LOC,qwen3_8b,math,math-827,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-827,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,math,math-827,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,math,math-827,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-827,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-829,local,-1,7,7
HISTDET_H0LOC,qwen3_8b,math,math-829,local,-1,6,6
HISTDET_H2LOC,qwen3_8b,math,math-829,local,-1,6,6
HISTDET_H3LOC,qwen3_8b,math,math-829,local,-1,6,6
H0DET_HISTLOC,qwen3_8b,math,math-829,local,-1,7,7
H0DET_H3LOC,qwen3_8b,math,math-829,local,-1,6,6
HISTDET_HISTLOC,qwen3_8b,math,math-832,local,3,3,3
HISTDET_H0LOC,qwen3_8b,math,math-832,local,3,4,4
HISTDET_H2LOC,qwen3_8b,math,math-832,local,3,4,4
HISTDET_H3LOC,qwen3_8b,math,math-832,local,3,4,4
H0DET_HISTLOC,qwen3_8b,math,math-832,local,3,3,3
H0DET_H3LOC,qwen3_8b,math,math-832,local,3,4,4
HISTDET_HISTLOC,qwen3_8b,math,math-840,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-840,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-840,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-840,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-840,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,math,math-840,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-86,local,2,0,-1
