cell,family,domain,arm,phase,selector,variant,n_pool,n_selected,selected_features,pool_features,fallback,intended_methods,diag_json
lapeigvals_gsm8k_nemo,gsm8k,math,dpp_native,native,dpp,dpp,25,20,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""n_selected"": 20, ""note"": ""stops when the best remaining view is already explained by the kept set (residual variance < tol). SIZE RULE IS OURS."", ""p"": 25, ""residual_variance"": [1.0, 0.9999, 0.9925, 0.967, 0.9069, 0.8366, 0.8336, 0.7026, 0.6807, 0.5185, 0.3849, 0.3534, 0.3177, 0.3025, 0.2783, 0.101, 0.0956, 0.0937, 0.0791, 0.0503], ""tol"": 0.05}"
lapeigvals_gsm8k_nemo,gsm8k,math,dpp_ridge_native,native,dpp,dpp.ridge,25,22,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""jaccard_vs_dpp"": 0.909, ""n_selected"": 22, ""note"": ""C + ridge*I. A large disagreement with `dpp` means the un-ridged run was driven by numerical noise in the tail eigenvalues."", ""p"": 25, ""ridge"": 0.01, ""tol"": 0.05}"
lapeigvals_gsm8k_nemo,gsm8k,math,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,25,6,epr|epr_spilled|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""six largest gate means"", ""source"": ""a2.dufs_pf""}"
lapeigvals_gsm8k_nemo,gsm8k,math,lapscore_k6,fixed_k6,lapscore,lapscore_s6,25,6,epr|dominant_freq|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
lapeigvals_gsm8k_nemo,gsm8k,math,spec_k6,fixed_k6,spec,spec_s6,25,6,epr|dominant_freq|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
lapeigvals_gsm8k_nemo,gsm8k,math,mcfs_k6,fixed_k6,mcfs,mcfs_s6,25,6,hl_ratio|dominant_freq|sw_var_peak|hurst_exponent|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
lapeigvals_gsm8k_nemo,gsm8k,math,cae_k6,fixed_k6,cae,a3.cae_k6,25,6,spectral_entropy|hl_ratio|dominant_freq|cusum_max|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.667, ""val_mse"": 0.2019}"
lapeigvals_gsm8k_nemo,gsm8k,math,lscae_k6,fixed_k6,lscae,lscae.k6,25,6,epr|hl_ratio|sw_var_peak|min_energy|logprob_margin|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.000519, 0.000487], ""val_mse"": 0.000487}"
lapeigvals_gsm8k_nemo,gsm8k,math,dpp_k6,fixed_k6,dpp,dpp.k6,25,6,spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|epr_energy|sw_var_peak_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -0.3173, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [8, 6, 17, 15, 2, 4], ""p"": 25, ""residual_variance"": [1.0, 0.9999, 0.9925, 0.967, 0.9069, 0.8366]}"
lapeigvals_gsm8k_nemo,gsm8k,math,decorr_k6,fixed_k6,decorrelation,decorr_s6,25,6,spectral_entropy|high_band_power|stft_max_high_power|hurst_exponent|epr_energy|sw_var_peak_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
lapeigvals_gsm8k_nemo,gsm8k,math,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,25,3,epr_spilled|mean_top1_logprob|varentropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr,"{""path"": {""3"": {""cols"": [12, 19, 22], ""objective"": 0.011123908521276172}, ""4"": {""cols"": [12, 19, 22, 23], ""objective"": 0.020260415168824642}, ""5"": {""cols"": [0, 12, 19, 22, 23], ""objective"": 0.01969288243521811}, ""6"": {""cols"": [0, 12, 19, 21, 22, 23], ""objective"": 0.018098016032336312}, ""7"": {""cols"": [0, 12, 19, 20, 21, 22, 23], ""objective"": 0.030802952707856976}, ""8"": {""cols"": [0, 12, 19, 20, 21, 22, 23, 24], ""objective"": 0.04842444717092017}}, ""scope"": ""U-PCR only; its own projection residual is the selector objective""}"
lapeigvals_gsm8k_phi35,gsm8k,math,full,baseline,full,full,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,{}
lapeigvals_gsm8k_phi35,gsm8k,math,dufs_native,native,dufs,a2.dufs_pf,25,15,epr|low_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""feat_gate_means"": [1.743, -1.193, -1.122, 1.686, -1.171, 1.625, 0.447, 1.714, -1.083, 1.596, -1.107, 1.607, 1.661, -1.113, 1.449, -1.123, -1.108, -1.118, -1.12, 1.693, 1.652, 1.732, 1.722, 1.786, 1.66], ""n_selected"": 15, ""note"": ""DUFS Eq. (7) parameter-free variant: -tr[.]/(m*(sum_i P(Z_i>=0)+delta)); no lambda, no stability search. Delta vs a2.dufs isolates the cost of our label-free lambda rule.""}"
lapeigvals_gsm8k_phi35,gsm8k,math,groupfs_native,native,groupfs,a2.select,25,9,epr|sw_var_peak|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""C"": 2, ""C_distortion"": {""2"": 1.522, ""3"": 2.6876, ""4"": 2.5632, ""5"": 2.6025, ""6"": 3.1558, ""7"": 3.3241, ""8"": 3.8584}, ""K_groups"": 2, ""feat_gates"": [1.709, -0.985, -0.911, 1.62, -0.873, 1.538, 0.878, 1.663, -0.867, 1.563, -0.863, 1.538, 1.601, -0.88, 1.434, -0.924, -0.903, -0.918, -0.905, 1.677, 1.612, 1.699, 1.658, 1.71, 1.644], ""lambda0"": 0.105951, ""lambda1"": 1.0, ""lambda_dufs"": 0.211901, ""lambda_stability"": {""0.052975"": 0.927, ""0.105951"": 0.925, ""0.211901"": 0.973}, ""n_selected"": 9, ""open_groups"": [1], ""stability"": 0.973, ""subsampled_rows"": 1200}"
lapeigvals_gsm8k_phi35,gsm8k,math,lapscore_native,native,lapscore,lapscore_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""lapscore"", ""size"": 6}"
lapeigvals_gsm8k_phi35,gsm8k,math,spec_native,native,spec,spec_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""spec"", ""size"": 6}"
lapeigvals_gsm8k_phi35,gsm8k,math,mcfs_native,native,mcfs,mcfs_adapt,25,8,spectral_entropy|high_band_power|hl_ratio|dominant_freq|sw_var_peak|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""mcfs"", ""size"": 8}"
lapeigvals_gsm8k_phi35,gsm8k,math,cae_native,native,cae,a3.cae,25,5,epr|spectral_entropy|hl_ratio|cusum_max|min_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""curve"": {""3"": 0.3812, ""4"": 0.3147, ""5"": 0.2693, ""6"": 0.2354, ""7"": 0.2009, ""8"": 0.1662}, ""k"": 5, ""stability_jaccard"": 0.343, ""val_mse"": 0.2693}"
lapeigvals_gsm8k_phi35,gsm8k,math,lscae_native,native,lscae,lscae,25,7,epr|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|mean_top1_logprob|varentropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""grid_val_mse"": [0.000522, 0.000516, 0.000519, 0.00053, 0.000416, 0.000415], ""k_chosen"": 7, ""k_grid"": [3, 4, 5, 6, 7, 8], ""note"": ""size rule is OURS \u2014 the paper treats k as architectural"", ""val_mse"": 0.000416}"
lapeigvals_gsm8k_phi35,gsm8k,math,dpp_native,native,dpp,dpp,25,20,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""n_selected"": 20, ""note"": ""stops when the best remaining view is already explained by the kept set (residual variance < tol). SIZE RULE IS OURS."", ""p"": 25, ""residual_variance"": [1.0, 1.0, 0.9969, 0.9804, 0.9283, 0.8692, 0.7832, 0.6558, 0.6281, 0.6048, 0.488, 0.4312, 0.3525, 0.2896, 0.1801, 0.1139, 0.1081, 0.1077, 0.0636, 0.0503], ""tol"": 0.05}"
lapeigvals_gsm8k_phi35,gsm8k,math,dpp_ridge_native,native,dpp,dpp.ridge,25,22,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""jaccard_vs_dpp"": 0.909, ""n_selected"": 22, ""note"": ""C + ridge*I. A large disagreement with `dpp` means the un-ridged run was driven by numerical noise in the tail eigenvalues."", ""p"": 25, ""ridge"": 0.01, ""tol"": 0.05}"
lapeigvals_gsm8k_phi35,gsm8k,math,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,25,6,epr|spectral_centroid|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""six largest gate means"", ""source"": ""a2.dufs_pf""}"
lapeigvals_gsm8k_phi35,gsm8k,math,lapscore_k6,fixed_k6,lapscore,lapscore_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
lapeigvals_gsm8k_phi35,gsm8k,math,spec_k6,fixed_k6,spec,spec_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
lapeigvals_gsm8k_phi35,gsm8k,math,mcfs_k6,fixed_k6,mcfs,mcfs_s6,25,6,high_band_power|dominant_freq|sw_var_peak|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
lapeigvals_gsm8k_phi35,gsm8k,math,cae_k6,fixed_k6,cae,a3.cae_k6,25,6,epr|spectral_entropy|hl_ratio|cusum_max|epr_energy|sw_var_peak_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.516, ""val_mse"": 0.2354}"
lapeigvals_gsm8k_phi35,gsm8k,math,lscae_k6,fixed_k6,lscae,lscae.k6,25,6,epr|low_band_power|spectral_centroid|sw_var_peak|logprob_margin|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.00053, 0.000532], ""val_mse"": 0.00053}"
lapeigvals_gsm8k_phi35,gsm8k,math,dpp_k6,fixed_k6,dpp,dpp.k6,25,6,spectral_entropy|spectral_centroid|stft_max_high_power|sw_var_peak_spilled|epr_energy|sw_var_peak_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -0.2375, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [7, 15, 2, 8, 17, 13], ""p"": 25, ""residual_variance"": [1.0, 1.0, 0.9969, 0.9804, 0.9283, 0.8692]}"
lapeigvals_gsm8k_phi35,gsm8k,math,decorr_k6,fixed_k6,decorrelation,decorr_s6,25,6,spectral_entropy|low_band_power|stft_max_high_power|sw_var_peak_spilled|epr_energy|min_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
lapeigvals_gsm8k_phi35,gsm8k,math,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,25,3,spectral_entropy|dominant_freq|cusum_max_spilled,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr,"{""path"": {""3"": {""cols"": [2, 6, 14], ""objective"": 0.015860515012461492}, ""4"": {""cols"": [2, 6, 14, 15], ""objective"": 0.07219893538420052}, ""5"": {""cols"": [2, 4, 6, 14, 15], ""objective"": 0.027315264063261072}, ""6"": {""cols"": [2, 4, 6, 10, 14, 15], ""objective"": 0.03212271802364166}, ""7"": {""cols"": [2, 4, 6, 9, 10, 14, 15], ""objective"": 0.03888505404523392}, ""8"": {""cols"": [2, 4, 6, 9, 10, 13, 14, 15], ""objective"": 0.05234697143242294}}, ""scope"": ""U-PCR only; its own projection residual is the selector objective""}"
losnet_hotpotqa_mistral7b,hotpotqa,QA,full,baseline,full,full,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,{}
