cell,domain,family,method,auroc,auprc,delta_pp
lapeigvals_gsm8k_llama3b,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.6948780964615857,0.5886862022672327,-0.1610485845412013
lapeigvals_gsm8k_llama3b,math,gsm8k,manual_graph__beta_0.3__blend_1,0.6930767726980759,0.5859177941228978,-0.3411809608921845
lapeigvals_gsm8k_llama3b,math,gsm8k,manual_graph__beta_1__blend_0.25,0.6955646475084015,0.5907965827299351,-0.09239347985962043
lapeigvals_gsm8k_llama3b,math,gsm8k,manual_graph__beta_1__blend_0.5,0.6945988214594911,0.588730539778612,-0.1889760847506583
lapeigvals_gsm8k_llama3b,math,gsm8k,manual_graph__beta_1__blend_1,0.6924390947766266,0.5856695993124407,-0.4049487530371154
lapeigvals_gsm8k_llama3b,math,gsm8k,manual_graph__beta_3__blend_0.25,0.6954715558410367,0.5906098755493612,-0.1017026465961024
lapeigvals_gsm8k_llama3b,math,gsm8k,manual_graph__beta_3__blend_0.5,0.694347473957606,0.5885962232279295,-0.21411083493917404
lapeigvals_gsm8k_llama8b,math,gsm8k,deployed_upcr,0.8081111378012651,0.902964507918759,-0.6065337496997336
lapeigvals_gsm8k_llama8b,math,gsm8k,iu_pcr,0.8141764752982624,0.906542755608593,0.0
lapeigvals_gsm8k_llama8b,math,gsm8k,dufs_liu,0.8153174793818561,0.9066651244338702,0.1141004083593633
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_0__blend_1,0.8145968452237969,0.9059944443697306,0.04203699255345139
lapeigvals_gsm8k_llama8b,math,gsm8k,permuted_graph__beta_3__blend_1,0.8135759468332132,0.9066847077409451,-0.06005284650492104
lapeigvals_gsm8k_llama8b,math,gsm8k,global_gate__beta_3__blend_1,0.8170189766994955,0.9084087006903339,0.28425014012330996
lapeigvals_gsm8k_llama8b,math,gsm8k,sample_permuted_gate__beta_3__blend_1,0.8161382016174232,0.9068756801486149,0.1961726319160806
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_3__blend_1,0.816158219232925,0.9057628221981205,0.19817439346625498
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_0__blend_0.25,0.8141364400672592,0.9065600194968847,-0.004003523100326589
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_0__blend_0.5,0.8146769156858036,0.9069953759323461,0.05004403875411567
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_0.3__blend_0.25,0.8143566338377771,0.9068100942279224,0.01801585395146965
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.814817038994315,0.9069285106971625,0.06405636960525873
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_0.3__blend_1,0.8152173913043478,0.9059746380114854,0.10409160060853573
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_1__blend_0.25,0.8147770037633116,0.9069362990160453,0.06005284650492104
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_1__blend_0.5,0.8152974617663544,0.9072426787893325,0.11209864680920001
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_1__blend_1,0.8156177436143806,0.9062654945438824,0.14412683161181272
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_3__blend_0.25,0.815317479381856,0.9072622134727493,0.1141004083593522
lapeigvals_gsm8k_llama8b,math,gsm8k,manual_graph__beta_3__blend_0.5,0.8155176555368724,0.9071051457490366,0.13411802386099625
lapeigvals_gsm8k_mistral24b,math,gsm8k,deployed_upcr,0.8486086890590644,0.9825998866012549,0.1577071802259522
lapeigvals_gsm8k_mistral24b,math,gsm8k,iu_pcr,0.8470316172568049,0.9823452648660977,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,dufs_liu,0.8474410493593145,0.9824075140803323,0.04094321025096548
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_0__blend_1,0.8460156190765031,0.982212031589413,-0.1015998180301736
lapeigvals_gsm8k_mistral24b,math,gsm8k,permuted_graph__beta_3__blend_1,0.8473803927515353,0.9823724290633173,0.03487754947304467
lapeigvals_gsm8k_mistral24b,math,gsm8k,global_gate__beta_3__blend_1,0.8448100689968914,0.9819604664075241,-0.22215482599134972
lapeigvals_gsm8k_mistral24b,math,gsm8k,sample_permuted_gate__beta_3__blend_1,0.8440518613996513,0.9817540346117954,-0.29797558571535987
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_3__blend_1,0.8430586094472666,0.9817570900688155,-0.39730078095382426
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_0__blend_0.25,0.8470316172568049,0.9823794167050925,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_0__blend_0.5,0.8470164531048602,0.9823829898588339,-0.0015164151944691007
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_0.3__blend_0.25,0.8460004549245583,0.9821980754411982,-0.1031162332246538
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.845029949200091,0.982064753580688,-0.20016680567138678
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_0.3__blend_1,0.8423534763818333,0.9816334928732526,-0.4678140874971537
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_1__blend_0.25,0.845954962468724,0.9821918005415416,-0.1076654788080833
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_1__blend_0.5,0.845143680339677,0.982076128519362,-0.18879369171278526
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_1__blend_1,0.842611266964895,0.9816799141872999,-0.44203502919099025
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_3__blend_0.25,0.846182424747896,0.9822212456088398,-0.08491925089089136
lapeigvals_gsm8k_mistral24b,math,gsm8k,manual_graph__beta_3__blend_0.5,0.8454393813026008,0.9821223823397686,-0.1592235954204102
lapeigvals_gsm8k_nemo,math,gsm8k,deployed_upcr,0.7972699573430835,0.9426483787441942,0.0767824497257763
lapeigvals_gsm8k_nemo,math,gsm8k,iu_pcr,0.7965021328458257,0.9379572302040322,0.0
lapeigvals_gsm8k_nemo,math,gsm8k,dufs_liu,0.7977168393256144,0.9398062400397906,0.12147064797887186
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_0__blend_1,0.799516554946171,0.9384613747324735,0.3014422100345304
lapeigvals_gsm8k_nemo,math,gsm8k,permuted_graph__beta_3__blend_1,0.7952183627869186,0.9363705099247519,-0.12837700589071188
lapeigvals_gsm8k_nemo,math,gsm8k,global_gate__beta_3__blend_1,0.7948527320739387,0.936713744159406,-0.16494007718870218
lapeigvals_gsm8k_nemo,math,gsm8k,sample_permuted_gate__beta_3__blend_1,0.7950314848669511,0.9363729982665855,-0.14706479788746396
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_3__blend_1,0.7952793012390819,0.9359422596467875,-0.12228316067438572
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_0__blend_0.25,0.7979199674994922,0.9382677991410908,0.14178346536665165
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_0__blend_0.5,0.798805606337599,0.9385014926620174,0.2303473491773289
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_0.3__blend_0.25,0.7966930733292708,0.9377092316135949,0.019094048344503456
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.7969855778996546,0.9374982658202871,0.048344505382891256
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_0.3__blend_1,0.7960715011172048,0.936581662556885,-0.04306317286209005
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_1__blend_0.25,0.7963761933780216,0.9375018031101685,-0.01259394678041481
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_1__blend_0.5,0.796453382084095,0.937176681340963,-0.004875076173072035
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_1__blend_1,0.7957139955311803,0.9362300888376975,-0.07881373146454429
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_3__blend_0.25,0.7962827544180378,0.9374735482140346,-0.0219378427787964
lapeigvals_gsm8k_nemo,math,gsm8k,manual_graph__beta_3__blend_0.5,0.796152752386756,0.9370607934334374,-0.03493804590697369
lapeigvals_gsm8k_phi35,math,gsm8k,deployed_upcr,0.8088448633398303,0.955139569507924,-0.3261865983143375
lapeigvals_gsm8k_phi35,math,gsm8k,iu_pcr,0.8121067293229737,0.9556249159922026,0.0
lapeigvals_gsm8k_phi35,math,gsm8k,dufs_liu,0.8122357799553218,0.9556887446291991,0.012905063234813774
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_0__blend_1,0.8168816027198533,0.956994557712654,0.4774873396879653
lapeigvals_gsm8k_phi35,math,gsm8k,permuted_graph__beta_3__blend_1,0.8154397956549988,0.9570892574749085,0.3333066332025125
lapeigvals_gsm8k_phi35,math,gsm8k,global_gate__beta_3__blend_1,0.8085912120969392,0.9543159055760384,-0.35155172260344925
lapeigvals_gsm8k_phi35,math,gsm8k,sample_permuted_gate__beta_3__blend_1,0.8065130519139545,0.9542459368485701,-0.5593677409019171
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_3__blend_1,0.8089694639503733,0.9542838974609431,-0.3137265372600395
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_0__blend_0.25,0.814207139614984,0.9562249281582114,0.21004102920103573
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_0__blend_0.5,0.8153329951316761,0.9566057382494595,0.32262658087024443
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_0.3__blend_0.25,0.8126763321140275,0.9557654507523092,0.05696027910537804
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.8128765830952572,0.9557395596315443,0.07698537722835574
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_0.3__blend_1,0.8122713801297626,0.9553343641199868,0.016465080678895738
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_1__blend_0.25,0.8120533290613123,0.9555664723629524,-0.005340026166134049
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_1__blend_0.5,0.8117329274913447,0.9553765351700879,-0.03738018316289393
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_1__blend_1,0.8103311706227361,0.9546700604688136,-0.17755587002376005
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_3__blend_0.25,0.8116973273169038,0.9554492959556002,-0.040940200606987
lapeigvals_gsm8k_phi35,math,gsm8k,manual_graph__beta_3__blend_0.5,0.8111366245694603,0.9552142033233756,-0.09701047535133345
noise_gsm8k_mistral7b,math,gsm8k,deployed_upcr,0.7811159291669157,0.7528175301805651,-0.2595772270990282
noise_gsm8k_mistral7b,math,gsm8k,iu_pcr,0.783711701437906,0.759413683767168,0.0
noise_gsm8k_mistral7b,math,gsm8k,dufs_liu,0.783516271284643,0.7589862420820647,-0.019543015326306534
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_0__blend_1,0.789031999963213,0.761732744308733,0.5320298525307021
noise_gsm8k_mistral7b,math,gsm8k,permuted_graph__beta_3__blend_1,0.7819988136240108,0.754187069778931,-0.17128878138952253
noise_gsm8k_mistral7b,math,gsm8k,global_gate__beta_3__blend_1,0.7838128652819483,0.7607237699031397,0.010116384404224021
noise_gsm8k_mistral7b,math,gsm8k,sample_permuted_gate__beta_3__blend_1,0.7790880539295257,0.7571939082515976,-0.4623647508380291
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_3__blend_1,0.7844267458810221,0.763425201960412,0.07150444431160974
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_0__blend_0.25,0.7854728719955488,0.7610227019762479,0.17611705576427994
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_0__blend_0.5,0.7869075592383282,0.7615960192067105,0.3195857800422197
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_0.3__blend_0.25,0.7845830900036327,0.7606969431171308,0.08713885657266607
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.7851555853937802,0.7618292752957876,0.14438839558741368
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_0.3__blend_1,0.7855924292657803,0.7625975696660205,0.18807278278742956
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_1__blend_0.25,0.7843301803935273,0.7607354060311651,0.06184789556212822
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_1__blend_0.5,0.7847440324827907,0.762115291479504,0.1032331044884649
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_1__blend_1,0.7848405979702854,0.7630591900274595,0.11288965323793532
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_3__blend_0.25,0.7842244181929378,0.7607116820312873,0.0512716755031728
noise_gsm8k_mistral7b,math,gsm8k,manual_graph__beta_3__blend_0.5,0.784580790825359,0.7621330446284363,0.08690893874530037
noise_gsm8k_phi3mini,math,gsm8k,deployed_upcr,0.682750887058981,0.8297520378444423,0.7302894378612423
noise_gsm8k_phi3mini,math,gsm8k,iu_pcr,0.6754479926803686,0.8211503628863206,0.0
noise_gsm8k_phi3mini,math,gsm8k,dufs_liu,0.6782123808886211,0.8235616076585337,0.2764388208252533
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_0__blend_1,0.6792723884760439,0.8161913833994677,0.3824395795675284
noise_gsm8k_phi3mini,math,gsm8k,permuted_graph__beta_3__blend_1,0.6722317065006359,0.8131571685947943,-0.3216286179732686
noise_gsm8k_phi3mini,math,gsm8k,global_gate__beta_3__blend_1,0.6708927495481021,0.817429053432633,-0.45552431322665177
noise_gsm8k_phi3mini,math,gsm8k,sample_permuted_gate__beta_3__blend_1,0.6673417241302358,0.8146956104228166,-0.8106268550132745
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_3__blend_1,0.6722317065006359,0.8131571685947943,-0.3216286179732686
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_0__blend_0.25,0.6769236348218073,0.8203711410198473,0.14756421414386933
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_0__blend_0.5,0.67800874785209,0.8193981133485657,0.2560755171721385
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_0.3__blend_0.25,0.6754786771105309,0.8199380594779032,0.0030684430162297716
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.6756934681216665,0.8187663918163954,0.024547544129793764
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_0.3__blend_1,0.6753503604025798,0.815202309687592,-0.009763227778880612
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_1__blend_0.25,0.6750212001517485,0.8198242562110237,-0.04267925286201013
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_1__blend_0.5,0.6747422507866372,0.8182206392933049,-0.07057418937314042
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_1__blend_1,0.6735399790230077,0.8141585017803894,-0.19080136573609296
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_3__blend_0.25,0.6747087768628239,0.8196215166420295,-0.07392158175446584
noise_gsm8k_phi3mini,math,gsm8k,manual_graph__beta_3__blend_0.5,0.6740086139563948,0.8178360573424255,-0.14393787239738165
math500_dsmath7b,math,math500,deployed_upcr,0.7906288354631434,0.4860923880895013,0.33210598512743994
math500_dsmath7b,math,math500,iu_pcr,0.787307775611869,0.45984998144513095,0.0
math500_dsmath7b,math,math500,dufs_liu,0.7896180781171034,0.4620739445576697,0.23103025052343407
math500_dsmath7b,math,math500,manual_graph__beta_0__blend_1,0.7930835318749548,0.45003466388242863,0.5775756263085796
math500_dsmath7b,math,math500,permuted_graph__beta_3__blend_1,0.7831925492744205,0.438982022730284,-0.4115226337448541
math500_dsmath7b,math,math500,global_gate__beta_3__blend_1,0.782109594975092,0.4537918395161772,-0.5198180636777017
math500_dsmath7b,math,math500,sample_permuted_gate__beta_3__blend_1,0.785647245686232,0.44487335981706505,-0.16605299256370332
math500_dsmath7b,math,math500,manual_graph__beta_3__blend_1,0.7832647462277091,0.4406638929172266,-0.4043029384159902
math500_dsmath7b,math,math500,manual_graph__beta_0__blend_0.25,0.7896180781171035,0.4516681947321621,0.23103025052344517
math500_dsmath7b,math,math500,manual_graph__beta_0__blend_0.5,0.7919283806223377,0.4569083825962709,0.46206050104686813
math500_dsmath7b,math,math500,manual_graph__beta_0.3__blend_0.25,0.7860804274059634,0.4483209353685804,-0.12273482059056429
math500_dsmath7b,math,math500,manual_graph__beta_0.3__blend_0.5,0.7857916395928092,0.44702971453510987,-0.1516136019059866
math500_dsmath7b,math,math500,manual_graph__beta_0.3__blend_1,0.7850696700599235,0.44416083874513956,-0.22381055519455906
math500_dsmath7b,math,math500,manual_graph__beta_1__blend_0.25,0.7853584578730778,0.4477200655821052,-0.19493177387912564
math500_dsmath7b,math,math500,manual_graph__beta_1__blend_0.5,0.7848530792000578,0.4464043648550003,-0.24546964118112857
math500_dsmath7b,math,math500,manual_graph__beta_1__blend_1,0.7835535340408635,0.4412559214418489,-0.37542415710055677
math500_dsmath7b,math,math500,manual_graph__beta_3__blend_0.25,0.7852140639665006,0.4469043445096222,-0.20937116453684235
math500_dsmath7b,math,math500,manual_graph__beta_3__blend_0.5,0.7848530792000578,0.44779009982334905,-0.24546964118112857
math500_qwenmath7b,math,math500,deployed_upcr,0.9104969574036512,0.8452113840836445,1.1029411764705954
math500_qwenmath7b,math,math500,iu_pcr,0.8994675456389453,0.8271974674958583,0.0
math500_qwenmath7b,math,math500,dufs_liu,0.8962981744421907,0.8248021448104352,-0.31693711967545335
math500_qwenmath7b,math,math500,manual_graph__beta_0__blend_1,0.8967418864097363,0.8257256808025124,-0.27256592292089765
math500_qwenmath7b,math,math500,permuted_graph__beta_3__blend_1,0.8949036511156186,0.8180512445440196,-0.4563894523326617
math500_qwenmath7b,math,math500,global_gate__beta_3__blend_1,0.9044751521298174,0.8320250799231175,0.5007606490872174
math500_qwenmath7b,math,math500,sample_permuted_gate__beta_3__blend_1,0.9134127789046653,0.827106781356882,1.3945233265720058
math500_qwenmath7b,math,math500,manual_graph__beta_3__blend_1,0.900038032454361,0.8236554896659333,0.05704868154157161
math500_qwenmath7b,math,math500,manual_graph__beta_0__blend_0.25,0.8970588235294118,0.8244374335518591,-0.24087221095334677
math500_qwenmath7b,math,math500,manual_graph__beta_0__blend_0.5,0.8969320486815416,0.8230353976482266,-0.2535496957403627
math500_qwenmath7b,math,math500,manual_graph__beta_0.3__blend_0.25,0.8979462474645029,0.8251565361851487,-0.15212981744423537
math500_qwenmath7b,math,math500,manual_graph__beta_0.3__blend_0.5,0.8973757606490872,0.8236418700487835,-0.20917849898580698
math500_qwenmath7b,math,math500,manual_graph__beta_0.3__blend_1,0.8976293103448275,0.823744558937136,-0.18382352941177516
math500_qwenmath7b,math,math500,manual_graph__beta_1__blend_0.25,0.8984533468559838,0.8256277570445721,-0.10141987829614951
math500_qwenmath7b,math,math500,manual_graph__beta_1__blend_0.5,0.8979462474645031,0.824198362712283,-0.15212981744421317
math500_qwenmath7b,math,math500,manual_graph__beta_1__blend_1,0.8984533468559839,0.8227718062346864,-0.10141987829613841
math500_qwenmath7b,math,math500,manual_graph__beta_3__blend_0.25,0.8992139959432048,0.8284627696959744,-0.02535496957404293
math500_qwenmath7b,math,math500,manual_graph__beta_3__blend_0.5,0.8990872210953347,0.826315027661523,-0.03803245436105884
math500_r1distill8b,math,math500,deployed_upcr,0.8315040208650293,0.6327558787398323,-0.054336013910016856
math500_r1distill8b,math,math500,iu_pcr,0.8320473810041294,0.6327839037585482,0.0
math500_r1distill8b,math,math500,dufs_liu,0.8320473810041296,0.630613423002581,1.1102230246251565e-14
math500_r1distill8b,math,math500,manual_graph__beta_0__blend_1,0.8293849163225386,0.6412028917030954,-0.2662464681590815
math500_r1distill8b,math,math500,permuted_graph__beta_3__blend_1,0.8281895240165182,0.6293740635506567,-0.3857856987611208
math500_r1distill8b,math,math500,global_gate__beta_3__blend_1,0.8318300369484894,0.633333474740807,-0.02173440556400008
math500_r1distill8b,math,math500,sample_permuted_gate__beta_3__blend_1,0.8360682460334711,0.6434316523454617,0.4020865029341625
math500_r1distill8b,math,math500,manual_graph__beta_3__blend_1,0.8317213649206694,0.6431979907153538,-0.03260160834600567
math500_r1distill8b,math,math500,manual_graph__beta_0__blend_0.25,0.8321560530319496,0.6327943140323414,0.010867202782016694
math500_r1distill8b,math,math500,manual_graph__beta_0__blend_0.5,0.8311780047815693,0.634471841221677,-0.08693762225601143
math500_r1distill8b,math,math500,manual_graph__beta_0.3__blend_0.25,0.8321560530319495,0.6326289275282593,0.010867202782005592
math500_r1distill8b,math,math500,manual_graph__beta_0.3__blend_0.5,0.8317757009345795,0.6344250924206987,-0.027168006954991775
math500_r1distill8b,math,math500,manual_graph__beta_0.3__blend_1,0.8303629645729189,0.643503642381919,-0.16844164312105336
math500_r1distill8b,math,math500,manual_graph__beta_1__blend_0.25,0.8319930449902195,0.6325295382257338,-0.005433601390991694
math500_r1distill8b,math,math500,manual_graph__beta_1__blend_0.5,0.8326994131710499,0.6362876395133719,0.06520321669204465
math500_r1distill8b,math,math500,manual_graph__beta_1__blend_1,0.8315040208650294,0.6419960943592938,-0.054336013910005754
math500_r1distill8b,math,math500,manual_graph__beta_3__blend_0.25,0.8318843729623995,0.6331549441800803,-0.016300804172997285
math500_r1distill8b,math,math500,manual_graph__beta_3__blend_0.5,0.8329167572266899,0.6374880294210906,0.08693762225604473
math500_r1distill8b_mn4096,math,math500,deployed_upcr,0.8333099808509644,0.7233636151852376,0.15412638363457853
math500_r1distill8b_mn4096,math,math500,iu_pcr,0.8317687170146186,0.7217647284371385,0.0
math500_r1distill8b_mn4096,math,math500,dufs_liu,0.8321423567325207,0.7222557486774862,0.03736397179020523
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_0__blend_1,0.8299939283545841,0.7243393449132236,-0.17747886600345542
math500_r1distill8b_mn4096,math,math500,permuted_graph__beta_3__blend_1,0.8310214375788146,0.7235210931833894,-0.07472794358039936
math500_r1distill8b_mn4096,math,math500,global_gate__beta_3__blend_1,0.8320022418383074,0.7241989441670267,0.02335248236887688
math500_r1distill8b_mn4096,math,math500,sample_permuted_gate__beta_3__blend_1,0.8335435056746531,0.7355791339815585,0.1774788660034443
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_3__blend_1,0.8308346177198637,0.7248015118306714,-0.09340992947549642
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_0__blend_0.25,0.8314884872261921,0.7215948116207695,-0.0280229788426567
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_0__blend_0.5,0.8309280276493392,0.7220704274443729,-0.08406893652794789
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_0.3__blend_0.25,0.8314884872261921,0.7218464030389959,-0.0280229788426567
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_0.3__blend_0.5,0.8307412077903881,0.722677039484989,-0.10275092242305606
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_0.3__blend_1,0.8292933538835179,0.7238799933052793,-0.24753631311007496
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_1__blend_0.25,0.8314417822614545,0.721962001202493,-0.03269347531641431
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_1__blend_0.5,0.8310681425435523,0.7231449237889129,-0.07005744710663064
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_1__blend_1,0.8296202886366821,0.724559556605411,-0.21484283779364954
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_3__blend_0.25,0.8317220120498809,0.7220883157353384,-0.004670496473768715
math500_r1distill8b_mn4096,math,math500,manual_graph__beta_3__blend_0.5,0.8312549624025034,0.7236616600353165,-0.05137546121152248
trace_gsm8k_llama8b_k10,math,gsm8k,deployed_upcr,0.8097622282608696,0.9061206352450195,-0.38206110013174754
trace_gsm8k_llama8b_k10,math,gsm8k,iu_pcr,0.8135828392621871,0.9077833350862548,0.0
trace_gsm8k_llama8b_k10,math,gsm8k,dufs_liu,0.813556488801054,0.9076212115493119,-0.002635046113308448
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_0__blend_1,0.8139908596837945,0.9070198805917559,0.04080204216073691
trace_gsm8k_llama8b_k10,math,gsm8k,permuted_graph__beta_3__blend_1,0.8139793313570487,0.9080466507627217,0.03964920948615891
trace_gsm8k_llama8b_k10,math,gsm8k,global_gate__beta_3__blend_1,0.8139439229249011,0.907272876697013,0.03610836627140346
trace_gsm8k_llama8b_k10,math,gsm8k,sample_permuted_gate__beta_3__blend_1,0.8123657773386035,0.9064662631791142,-0.12170619235836178
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_3__blend_1,0.8131130599472991,0.906199457965312,-0.046977931488800806
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_0__blend_0.25,0.8139686264822135,0.9078633644950314,0.03857872200263568
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_0__blend_0.5,0.8141279644268775,0.9077483250235721,0.05451251646904076
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_0.3__blend_0.25,0.8138391386693017,0.9077369844673115,0.025629940711457966
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_0.3__blend_0.5,0.8138665184453229,0.9074828637159851,0.028367918313576546
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_0.3__blend_1,0.8135505187747035,0.9065998904438373,-0.0032320487483583626
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_1__blend_0.25,0.8138022891963108,0.9076999705151922,0.02194499341237055
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_1__blend_0.5,0.8137959074440053,0.9074123696643601,0.021306818181821008
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_1__blend_1,0.8133331274703556,0.906368655266464,-0.02497117918315306
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_3__blend_0.25,0.813762969367589,0.907645159355861,0.018013010540185448
trace_gsm8k_llama8b_k10,math,gsm8k,manual_graph__beta_3__blend_0.5,0.813708621541502,0.9073141141246435,0.012578227931492325
trace_math500_qwenmath15b_k10,math,math500,deployed_upcr,0.6875414544060822,0.31105209401453365,0.11788925448242837
trace_math500_qwenmath15b_k10,math,math500,iu_pcr,0.6863625618612579,0.3091775476763957,0.0
trace_math500_qwenmath15b_k10,math,math500,dufs_liu,0.6863671519685057,0.309208179980057,0.0004590107247848252
trace_math500_qwenmath15b_k10,math,math500,manual_graph__beta_0__blend_1,0.6871987263982424,0.3062658494753584,0.08361645369845405
trace_math500_qwenmath15b_k10,math,math500,permuted_graph__beta_3__blend_1,0.6875047335480993,0.3088140065151991,0.11421716868413867
trace_math500_qwenmath15b_k10,math,math500,global_gate__beta_3__blend_1,0.6857788532229055,0.30830568279135107,-0.058370863835233155
trace_math500_qwenmath15b_k10,math,math500,sample_permuted_gate__beta_3__blend_1,0.6853244326053678,0.308734264116596,-0.10381292558900856
trace_math500_qwenmath15b_k10,math,math500,manual_graph__beta_3__blend_1,0.6843299093683324,0.30592947674464166,-0.2032652492925502
trace_math500_qwenmath15b_k10,math,math500,manual_graph__beta_0__blend_0.25,0.6866808092971092,0.3087129145690145,0.03182474358512932
trace_math500_qwenmath15b_k10,math,math500,manual_graph__beta_0__blend_0.5,0.6870059418938325,0.30824814314954424,0.06433800325745809
