access_tier,answer_process_stratum,candidate,error_position_quartile,family,length_stratum,locator,model,prediction,reducer,score,target,task,trace_length,unit
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,0.3967885337512863,3,local,711,olympiadbench-411
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,-0.007854431250435022,3,local,494,olympiadbench-423
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,7,qwen3_8b,7,step_max_token_argmax,1.2493389187853916,1,local,1134,olympiadbench-427
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,short,2,qwen3_8b,-1,step_max_token_argmax,-0.4462339074386389,2,local,436,olympiadbench-436
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.2935144474643625,2,local,604,olympiadbench-450
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,0.007392827259438725,2,local,637,olympiadbench-451
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,0.08021005624858059,5,local,579,olympiadbench-454
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,short,3,qwen3_8b,3,step_max_token_argmax,0.011651763236909446,1,local,570,olympiadbench-455
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.5012503605957958,4,local,623,olympiadbench-457
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,0.06364491848025916,4,local,502,olympiadbench-46
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,medium,9,qwen3_8b,9,step_max_token_argmax,1.0769085599648072,10,local,737,olympiadbench-460
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,long,7,qwen3_8b,7,step_max_token_argmax,0.167328164751761,4,local,932,olympiadbench-468
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.14425143361839632,5,local,437,olympiadbench-497
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,long,7,qwen3_8b,7,step_max_token_argmax,0.03897911127999382,5,local,1074,olympiadbench-498
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.39579354728706956,-1,local,296,olympiadbench-507
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,0,qwen3_8b,-1,step_max_token_argmax,-0.3824343466537453,-1,local,1237,olympiadbench-509
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,long,5,qwen3_8b,5,step_max_token_argmax,0.579189377025362,3,local,889,olympiadbench-52
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,6,qwen3_8b,-1,step_max_token_argmax,-0.7126999517078213,-1,local,628,olympiadbench-520
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,4,qwen3_8b,-1,step_max_token_argmax,-0.3752803979844966,-1,local,649,olympiadbench-521
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.25377966492617776,-1,local,436,olympiadbench-523
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,0.6884738405347857,2,local,930,olympiadbench-524
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,-0.10235108018977898,-1,local,396,olympiadbench-529
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,2,qwen3_8b,2,step_max_token_argmax,0.3484488183120622,1,local,932,olympiadbench-530
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,0.07875993119525183,-1,local,405,olympiadbench-532
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,-1,step_max_token_argmax,-0.554272478234079,-1,local,496,olympiadbench-533
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,short,6,qwen3_8b,6,step_max_token_argmax,1.1080838276770284,2,local,567,olympiadbench-539
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,3,qwen3_8b,3,step_max_token_argmax,0.13020284814799377,-1,local,528,olympiadbench-542
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.4900152547500444,-1,local,313,olympiadbench-547
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,0.7449090069867319,-1,local,746,olympiadbench-553
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,2,qwen3_8b,-1,step_max_token_argmax,-0.2729303662989246,-1,local,415,olympiadbench-555
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.45104834787525616,5,local,651,olympiadbench-569
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,0.5396765630938175,-1,local,708,olympiadbench-570
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.28729177944331624,-1,local,393,olympiadbench-573
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,-0.05620150961377333,-1,local,682,olympiadbench-575
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,0.356127083336528,3,local,663,olympiadbench-58
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,-1,step_max_token_argmax,-0.3314648021668985,-1,local,549,olympiadbench-581
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,-0.06658418800360708,2,local,784,olympiadbench-587
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,0,qwen3_8b,0,step_max_token_argmax,0.021942161129896026,-1,local,686,olympiadbench-589
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.2256638475073402,2,local,551,olympiadbench-59
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,5,qwen3_8b,-1,step_max_token_argmax,-0.2978938234390509,-1,local,1302,olympiadbench-602
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,6,qwen3_8b,-1,step_max_token_argmax,-0.35730743351697697,-1,local,582,olympiadbench-604
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.20862564626051122,4,local,319,olympiadbench-606
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,long,2,qwen3_8b,-1,step_max_token_argmax,-0.2694211343264522,2,local,1034,olympiadbench-608
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,-1,step_max_token_argmax,-0.6064173421600219,-1,local,535,olympiadbench-615
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.2869988598486435,7,local,840,olympiadbench-617
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.08896624415678525,-1,local,510,olympiadbench-627
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.4195641828325398,-1,local,777,olympiadbench-628
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,0,qwen3_8b,-1,step_max_token_argmax,-0.46909705811009594,-1,local,1040,olympiadbench-630
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,0.09262371434450999,-1,local,308,olympiadbench-644
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,2,qwen3_8b,2,step_max_token_argmax,0.4084666016647208,1,local,1323,olympiadbench-650
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,medium,6,qwen3_8b,6,step_max_token_argmax,0.4457455840822506,5,local,809,olympiadbench-658
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,8,qwen3_8b,-1,step_max_token_argmax,-0.5329729351233309,-1,local,1074,olympiadbench-666
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,0.05931120864098306,-1,local,838,olympiadbench-668
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.20463379870504014,-1,local,1457,olympiadbench-669
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,short,5,qwen3_8b,5,step_max_token_argmax,0.005423374478334339,5,local,489,olympiadbench-673
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,6,qwen3_8b,6,step_max_token_argmax,-0.12246173191653303,2,local,908,olympiadbench-674
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,0,qwen3_8b,-1,step_max_token_argmax,-0.35378952031578037,-1,local,857,olympiadbench-675
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.01346557355826555,-1,local,450,olympiadbench-678
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,0.6144392622591192,2,local,655,olympiadbench-68
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,-0.14561467075473083,-1,local,772,olympiadbench-682
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,-0.20151127662772114,-1,local,599,olympiadbench-684
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,0.8057717848316125,0,local,904,olympiadbench-688
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.01456498726549995,7,local,666,olympiadbench-69
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,0.186972100261261,1,local,671,olympiadbench-696
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.3116996907818458,-1,local,800,olympiadbench-699
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,4,qwen3_8b,-1,step_max_token_argmax,-0.2903024653552835,-1,local,1409,olympiadbench-703
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.686580973553725,-1,local,576,olympiadbench-705
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.4995402462411177,-1,local,610,olympiadbench-708
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,2,qwen3_8b,-1,step_max_token_argmax,-0.34554655784197985,-1,local,564,olympiadbench-709
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,0.12032182951863353,-1,local,397,olympiadbench-715
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,7,qwen3_8b,-1,step_max_token_argmax,-0.4101184288003841,-1,local,712,olympiadbench-718
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.37333721593418845,-1,local,336,olympiadbench-724
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,2,qwen3_8b,-1,step_max_token_argmax,-0.49553557319608216,-1,local,501,olympiadbench-730
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,long,4,qwen3_8b,-1,step_max_token_argmax,-0.24042021593311583,6,local,1126,olympiadbench-737
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,0.1923229452573374,2,local,1234,olympiadbench-74
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,10,qwen3_8b,10,step_max_token_argmax,0.7045584293720295,-1,local,1212,olympiadbench-741
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,5,qwen3_8b,-1,step_max_token_argmax,-0.28126805774161967,-1,local,572,olympiadbench-742
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.030375218500602222,-1,local,683,olympiadbench-743
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,0.04367836086921151,1,local,704,olympiadbench-75
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.03887551315292626,-1,local,1568,olympiadbench-753
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,medium,0,qwen3_8b,-1,step_max_token_argmax,-0.32627034022296203,1,local,644,olympiadbench-756
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,3,qwen3_8b,3,step_max_token_argmax,-0.013691503708534947,-1,local,655,olympiadbench-759
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,long,10,qwen3_8b,10,step_max_token_argmax,0.3059161521688867,7,local,870,olympiadbench-76
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,2,qwen3_8b,2,step_max_token_argmax,-0.07134244919889214,1,local,855,olympiadbench-762
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.34609578624722404,-1,local,592,olympiadbench-764
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.6450683714925093,-1,local,391,olympiadbench-766
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,0,qwen3_8b,0,step_max_token_argmax,-0.003931750843067374,-1,local,1486,olympiadbench-769
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,2,qwen3_8b,-1,step_max_token_argmax,-0.23366522464772174,-1,local,434,olympiadbench-770
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.5575014830494042,-1,local,454,olympiadbench-773
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.23056191936487774,-1,local,330,olympiadbench-781
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.11821730279921022,-1,local,583,olympiadbench-785
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,5,qwen3_8b,-1,step_max_token_argmax,-0.31048391553057825,-1,local,772,olympiadbench-786
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.09717446892111814,-1,local,714,olympiadbench-793
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.17323528666805157,-1,local,728,olympiadbench-797
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.32339793060219013,-1,local,405,olympiadbench-798
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,0.3473135888776746,-1,local,927,olympiadbench-803
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,6,qwen3_8b,6,step_max_token_argmax,-0.181203332748659,-1,local,648,olympiadbench-815
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.5198016042493546,-1,local,786,olympiadbench-818
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,-1,step_max_token_argmax,-0.2421284577310772,-1,local,311,olympiadbench-822
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.2287137582277161,-1,local,1129,olympiadbench-833
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,1,qwen3_8b,-1,step_max_token_argmax,-0.27558521793249574,-1,local,317,olympiadbench-837
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,0.08289162718223347,3,local,881,olympiadbench-842
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.3408656129681094,-1,local,703,olympiadbench-850
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.589414446969537,-1,local,495,olympiadbench-853
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,0.000892059625061975,4,local,363,olympiadbench-854
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.13649578177843694,-1,local,881,olympiadbench-855
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,short,4,qwen3_8b,4,step_max_token_argmax,0.9805614412379777,5,local,444,olympiadbench-860
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,7,qwen3_8b,-1,step_max_token_argmax,-0.4257689365430193,-1,local,888,olympiadbench-865
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,0.05541009383759345,1,local,1325,olympiadbench-866
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.024369235060686494,-1,local,751,olympiadbench-872
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.23708795537710167,-1,local,383,olympiadbench-874
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.31674591467211327,-1,local,280,olympiadbench-883
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,1,qwen3_8b,-1,step_max_token_argmax,-0.4491716411923896,-1,local,1430,olympiadbench-888
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,0.26384472277951054,0,local,564,olympiadbench-894
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.22921137925103824,-1,local,1492,olympiadbench-909
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,medium,0,qwen3_8b,-1,step_max_token_argmax,-0.26750784193295185,12,local,725,olympiadbench-911
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,-0.05428054257343611,4,local,1079,olympiadbench-914
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,-0.19210409741893353,4,local,1109,olympiadbench-921
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q3,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.20920621235499665,3,local,604,olympiadbench-922
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,short,9,qwen3_8b,-1,step_max_token_argmax,-0.4039304140220643,10,local,579,olympiadbench-93
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,-0.13267853282422226,1,local,745,olympiadbench-940
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,-0.15242503018681636,-1,local,351,olympiadbench-952
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,2,qwen3_8b,-1,step_max_token_argmax,-0.31711211970772873,-1,local,811,olympiadbench-953
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.06141450034089073,-1,local,1027,olympiadbench-954
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,long,15,qwen3_8b,15,step_max_token_argmax,0.066563205808183,22,local,1297,olympiadbench-96
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,3,qwen3_8b,-1,step_max_token_argmax,-0.6279564218942216,-1,local,627,olympiadbench-973
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,medium,6,qwen3_8b,6,step_max_token_argmax,-0.05964632268071336,-1,local,697,olympiadbench-974
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,0,qwen3_8b,-1,step_max_token_argmax,-0.33529683254393206,-1,local,890,olympiadbench-976
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,-0.22654000556293025,-1,local,1304,olympiadbench-981
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,-0.1355064503639553,2,local,698,olympiadbench-984
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,5,qwen3_8b,-1,step_max_token_argmax,-0.7028444663333423,-1,local,350,olympiadbench-985
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,long,1,qwen3_8b,-1,step_max_token_argmax,-0.423271167092157,-1,local,881,olympiadbench-989
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.4447120072451506,-1,local,497,olympiadbench-992
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q4,olympiadbench,long,8,qwen3_8b,8,step_max_token_argmax,0.6799677119109838,7,local,1089,olympiadbench-994
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,omnimath,short,5,qwen3_8b,-1,step_max_token_argmax,-0.30091277035907427,2,local,617,omnimath-10
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,omnimath,short,5,qwen3_8b,5,step_max_token_argmax,0.14024758087537262,1,local,608,omnimath-101
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,omnimath,long,2,qwen3_8b,2,step_max_token_argmax,-0.05344720340230351,2,local,1396,omnimath-103
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,omnimath,long,6,qwen3_8b,6,step_max_token_argmax,0.3220267306524438,5,local,1203,omnimath-11
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,omnimath,short,1,qwen3_8b,1,step_max_token_argmax,-0.1153357522972469,1,local,410,omnimath-112
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,omnimath,long,7,qwen3_8b,7,step_max_token_argmax,0.1413004998605015,8,local,1160,omnimath-114
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,omnimath,medium,10,qwen3_8b,-1,step_max_token_argmax,-0.7293215574495603,11,local,682,omnimath-117
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,omnimath,long,4,qwen3_8b,4,step_max_token_argmax,0.40571271962694766,1,local,1204,omnimath-119
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,omnimath,long,3,qwen3_8b,3,step_max_token_argmax,0.2660176754586451,0,local,1382,omnimath-132
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,omnimath,long,5,qwen3_8b,-1,step_max_token_argmax,-0.3379674372974819,5,local,947,omnimath-133
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,omnimath,long,5,qwen3_8b,5,step_max_token_argmax,0.18321855751042332,6,local,1143,omnimath-137
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,omnimath,short,4,qwen3_8b,4,step_max_token_argmax,-0.2608910426607649,1,local,500,omnimath-145
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,omnimath,long,7,qwen3_8b,7,step_max_token_argmax,-0.04180680829530523,7,local,1375,omnimath-15
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,omnimath,long,5,qwen3_8b,5,step_max_token_argmax,0.39943406515234414,2,local,1818,omnimath-161
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,omnimath,long,2,qwen3_8b,-1,step_max_token_argmax,-0.35877149540792275,2,local,1145,omnimath-167
