idx,cohort,cell,steps,tokens,step_share,rank_oracle,best_readout,contains_max,contains_top3,inside_minus_outside,rank_top10,rank_max,rank_mean,rank_median,rank_tophalf,rank_first4,rank_last4,rank_top3
1208,caught,pb_math_q4,7,302,0.18211920529801323,1,top10,True,True,0.16803455480302176,1,3,2,2,1,6,1,2
1209,caught,pb_math_q4,6,712,0.199438202247191,1,mean,False,True,-0.018905892778952715,2,2,1,1,1,3,2,3
1210,caught,pb_math_q4,6,562,0.24555160142348753,3,top10,True,True,0.17692137995807578,3,3,4,3,5,6,4,3
1211,caught,pb_math_q4,9,969,0.2549019607843137,3,top10,False,True,-0.006714509965013216,3,3,7,7,6,9,5,3
1212,loc_miss_open,pb_math_q4,4,463,0.13606911447084233,2,last4,False,False,-0.3128854372135903,4,4,4,4,4,3,2,4
1213,caught,pb_math_q4,9,1075,0.23906976744186045,1,first4,True,True,0.25423447806183397,2,2,2,2,2,1,4,2
1214,caught,pb_math_q4,12,1061,0.1875589066918002,1,top10,True,True,0.07705006126993563,1,2,4,5,5,2,2,1
1215,caught,pb_math_q4,9,788,0.1434010152284264,1,mean,False,False,-0.522279519346897,3,8,1,1,1,3,2,5
1216,gate_blocked,pb_math_q4,3,260,0.36923076923076925,1,top10,True,True,2.349760301281142,1,1,1,1,1,2,2,1
1217,loc_miss_open,pb_math_q4,7,1548,0.25387596899224807,2,max,False,True,-0.0593782285072213,3,2,5,5,5,5,6,2
1218,caught,pb_math_q4,6,626,0.21565495207667731,1,max,True,True,0.04403253387782646,2,1,6,6,6,4,5,2
1219,caught,pb_math_q4,4,1311,0.3180778032036613,1,last4,False,True,-0.07305681403383923,2,2,2,2,3,2,1,2
1220,caught,pb_math_q4,6,362,0.3342541436464088,1,max,True,True,0.07772911130093352,2,1,6,6,6,4,4,2
1221,loc_miss_open,pb_math_q4,6,409,0.13202933985330073,1,first4,False,False,-0.10359402299116427,4,4,5,5,3,1,2,4
1222,loc_miss_open,pb_math_q4,9,921,0.1758957654723127,1,max,False,True,-0.05403179975328287,7,1,9,9,9,1,8,4
1223,caught,pb_math_q4,4,242,0.32231404958677684,1,top10,True,True,0.032939727734473845,1,1,1,1,1,1,2,1
1224,caught,pb_math_q4,5,646,0.22445820433436534,1,top10,True,True,0.07347283640120983,1,2,1,1,1,1,3,1
1225,caught,pb_math_q4,16,943,0.1823966065747614,2,last4,False,False,-0.3735080582890964,5,11,7,7,10,6,2,8
1226,caught,pb_math_q4,10,542,0.05350553505535055,1,mean,False,True,-0.0021651089011116564,4,4,1,1,2,2,2,3
1227,caught,pb_math_q4,5,369,0.17073170731707318,1,top10,False,True,-0.08670209189817468,1,2,1,1,1,2,3,1
1228,loc_miss_closed,pb_math_q4,9,817,0.06609547123623011,8,top10,False,False,-0.3823090573267558,8,8,9,9,9,9,8,8
1229,caught,pb_math_q4,5,461,0.31670281995661603,1,last4,True,True,0.0590226918744885,4,2,3,3,4,3,1,4
1230,caught,pb_math_q4,4,765,0.3660130718954248,1,top10,True,True,0.9123424025086422,1,1,2,2,1,1,4,1
1231,gate_blocked,pb_math_q4,3,129,0.3643410852713178,2,top10,False,False,-0.20735747011875905,2,2,3,3,2,3,3,2
1232,loc_miss_open,pb_math_q4,4,214,0.1822429906542056,2,max,True,True,0.04049827467321876,3,2,4,3,3,3,2,2
1233,gate_blocked,pb_math_q4,4,375,0.416,1,top10,True,True,0.21071780594636635,1,2,2,3,1,1,1,1
1234,caught,pb_math_q4,5,543,0.1860036832412523,2,top10,False,True,-0.012381637820034319,2,2,4,4,2,2,2,2
1235,caught,pb_math_q4,5,314,0.2611464968152866,1,max,True,True,0.15520809287112058,2,1,3,3,3,3,2,2
1236,caught,pb_math_q4,5,439,0.22779043280182232,2,first4,False,True,-0.04387985225649915,3,5,3,3,3,2,4,5
1237,loc_miss_open,pb_math_q4,11,1091,0.12557286892758937,2,max,True,True,0.023543051845327678,3,2,7,7,5,6,11,3
1238,loc_miss_open,pb_math_q4,15,1304,0.026840490797546013,11,mean,False,False,-0.2978892704779772,14,15,11,11,12,13,11,14
1239,caught,pb_math_q4,8,444,0.12612612612612611,1,max,True,True,0.5783149824947855,3,1,8,8,7,8,5,3
1240,loc_miss_open,pb_math_q4,11,667,0.06746626686656672,1,mean,False,True,-0.0648046973806462,3,3,1,2,3,1,2,2
1241,caught,pb_math_q4,6,451,0.31263858093126384,1,top10,True,True,1.1660229389585286,1,1,1,1,1,1,5,1
1242,caught,pb_math_q4,8,475,0.15789473684210525,1,top10,True,True,0.5041254802814303,1,1,1,1,1,2,1,1
1243,gate_blocked,pb_math_q4,3,215,0.3488372093023256,1,first4,True,True,1.7915863712795228,2,2,2,2,2,1,3,2
1244,loc_miss_open,pb_math_q4,8,835,0.17005988023952096,3,top3,False,True,-0.08394935793410196,4,5,6,5,5,7,5,3
1245,gate_blocked,pb_math_q4,6,347,0.2910662824207493,1,max,True,True,0.17610978529449017,2,1,3,3,4,1,4,1
1246,caught,pb_math_q4,9,999,0.08508508508508508,5,max,False,False,-0.12802870102482333,6,5,7,7,5,7,5,5
1248,caught,pb_math_q4,7,406,0.15270935960591134,1,top10,True,True,0.22846409025090164,1,2,1,1,1,1,1,1
1256,gate_blocked,pb_math_q4,4,269,0.41263940520446096,1,top10,True,True,0.03566712435774355,1,2,1,2,2,1,2,1
1257,caught,pb_math_q4,9,903,0.18383167220376523,2,top10,True,True,0.02316144642542195,2,5,2,3,2,5,3,3
1261,caught,pb_math_q4,15,735,0.09251700680272108,2,top10,False,False,-0.03343946539070597,2,4,4,5,4,13,3,4
1268,caught,pb_math_q4,5,630,0.24761904761904763,1,top3,False,True,-0.020442659361130655,2,2,2,2,3,2,3,1
1269,caught,pb_math_q4,11,843,0.11862396204033215,1,top10,False,True,-0.05480019775862921,1,6,3,1,1,6,2,3
1271,loc_miss_closed,pb_math_q4,12,738,0.03929539295392954,1,first4,True,True,0.07853106030990853,8,3,2,2,2,1,2,5
1275,caught,pb_math_q4,7,676,0.09319526627218935,1,top10,True,True,0.5863388153665277,1,1,1,1,1,1,1,1
1279,loc_miss_open,pb_math_q4,6,539,0.12059369202226346,1,mean,False,True,-0.14389540453178973,3,4,1,3,3,4,1,3
1280,caught,pb_math_q4,3,404,0.452970297029703,2,top10,True,True,0.12383454013678019,2,2,3,3,2,3,3,2
1283,caught,pb_math_q4,6,377,0.16180371352785147,1,top10,True,True,0.4221982881205697,1,1,2,2,2,6,1,1
1287,caught,pb_math_q4,4,252,0.2698412698412698,1,top10,True,True,0.026576001357452972,1,1,1,2,1,3,4,2
1290,caught,pb_math_q4,2,85,0.8117647058823529,1,top10,True,True,0.1431418639815223,1,2,2,2,2,1,2,1
1291,loc_miss_open,pb_math_q4,3,234,0.3717948717948718,2,top10,True,True,0.10064352367936635,2,3,3,3,3,3,3,3
1293,caught,pb_math_q4,5,759,0.28326745718050067,1,top10,True,True,0.31919405074460094,1,1,1,1,1,3,2,1
1297,caught,pb_math_q4,4,598,0.1806020066889632,1,top10,False,True,-0.04592470366234869,1,2,1,1,1,1,2,2
1298,caught,pb_math_q4,5,384,0.15104166666666666,2,top10,True,True,0.002836869175093959,2,2,2,2,2,4,4,2
1301,caught,pb_math_q4,7,501,0.20359281437125748,2,top10,False,True,-0.14120283045686222,2,2,4,5,3,5,6,5
1302,caught,pb_math_q4,5,880,0.21818181818181817,1,top10,True,True,1.458471056639195,1,1,2,4,2,2,5,1
1308,caught,pb_math_q4,8,693,0.1111111111111111,1,top10,True,True,0.21249438623322892,1,1,1,1,1,1,1,1
1312,caught,pb_math_q4,3,113,0.34513274336283184,1,top10,True,True,0.9420076652876443,1,1,1,1,1,2,3,1
1314,caught,pb_math_q4,5,592,0.40540540540540543,1,top10,True,True,0.35944009984003644,1,1,2,1,2,1,4,1
1316,caught,pb_math_q4,5,314,0.1942675159235669,1,max,True,True,0.1754615007809015,2,1,2,2,2,1,5,2
1318,caught,pb_math_q4,5,417,0.23261390887290168,1,max,True,True,0.4808468759210429,3,1,3,3,3,5,3,2
1320,caught,pb_math_q4,5,666,0.3948948948948949,1,top10,True,True,0.7013780119572153,1,1,4,4,4,2,1,1
1321,loc_miss_open,pb_math_q4,6,332,0.1716867469879518,4,top10,False,True,-0.09611566271815386,4,4,4,4,4,5,6,5
1322,caught,pb_math_q4,4,250,0.12,3,first4,False,False,-0.17190435397560955,4,4,4,4,4,3,3,4
1323,caught,pb_math_q4,8,630,0.15714285714285714,1,top3,True,True,0.0076360112653857115,3,2,4,4,4,2,3,1
1329,loc_miss_open,pb_math_q4,7,668,0.09580838323353294,3,mean,False,True,-0.12016338034065477,6,6,3,5,4,5,4,6
1331,caught,pb_math_q4,11,648,0.15432098765432098,1,max,True,True,0.2199619220951501,2,1,2,1,2,4,6,2
1333,caught,pb_math_q4,13,1002,0.0998003992015968,1,first4,False,True,-0.08091372874452607,2,4,2,3,4,1,9,2
1334,caught,pb_math_q4,4,122,0.26229508196721313,2,last4,False,True,-0.163240081200001,3,4,3,3,3,4,2,3
1338,caught,pb_math_q4,6,498,0.18674698795180722,1,top10,True,True,0.15329430698324753,1,1,1,1,1,5,4,1
1345,caught,pb_math_q4,6,877,0.5108323831242874,1,max,True,True,0.4152357213038027,4,1,6,6,6,4,5,2
1353,caught,pb_math_q4,5,531,0.1713747645951036,1,top10,True,True,1.2027274658756388,1,1,1,1,1,3,2,1
1356,loc_miss_open,pb_math_q4,8,736,0.07744565217391304,2,mean,False,False,-0.16719517770436942,7,7,2,2,5,5,5,6
1357,caught,pb_math_q4,3,411,0.44525547445255476,1,last4,True,True,0.5840073648099748,2,2,3,2,2,3,1,2
1365,caught,pb_math_q4,7,411,0.18004866180048662,1,last4,True,True,0.30483743707375144,3,3,3,2,2,2,1,3
1368,caught,pb_math_q4,4,420,0.3261904761904762,2,last4,True,True,1.2501014535612764,4,4,4,4,4,4,2,4
1377,loc_miss_open,pb_math_q4,10,1006,0.15208747514910537,3,first4,False,False,-0.23024883052477652,6,8,7,6,8,3,3,7
1378,loc_miss_open,pb_math_q4,8,1144,0.0673076923076923,5,top10,False,False,-0.083751983519327,5,7,5,5,5,6,8,6
1379,caught,pb_math_q4,3,192,0.13541666666666666,1,max,True,True,0.24445395389019753,2,1,1,1,1,2,1,1
1380,loc_miss_open,pb_math_q4,6,1086,0.1712707182320442,3,last4,False,False,-0.1404155197232968,4,6,4,4,4,5,3,6
1382,caught,pb_math_q4,14,962,0.07484407484407485,1,first4,True,True,0.01746516242676588,3,4,4,4,4,1,3,4
1384,loc_miss_open,pb_math_q4,4,320,0.25,1,first4,True,True,0.043169533855757614,2,3,2,3,2,1,3,2
1386,caught,pb_math_q4,6,1243,0.2807723250201126,1,top10,True,True,1.1177408766617853,1,1,2,2,2,6,2,1
1390,loc_miss_open,pb_math_q4,10,811,0.040690505548705305,1,mean,False,True,-0.03513046424528632,2,2,1,1,1,3,1,2
1401,loc_miss_open,pb_math_q4,5,734,0.1893732970027248,2,max,False,True,-0.0009478748356550604,3,2,3,3,3,3,4,3
1402,caught,pb_math_q4,9,660,0.11363636363636363,1,top10,True,True,0.22167795749174157,1,2,4,5,3,3,2,1
1405,gate_blocked,pb_math_q4,5,379,0.2928759894459103,1,top10,True,True,1.0348591022627962,1,1,2,2,2,2,1,1
1411,caught,pb_math_q4,5,328,0.2865853658536585,1,top10,True,True,0.4625567969520974,1,2,4,4,1,2,5,2
1412,caught,pb_math_q4,16,1714,0.088098016336056,2,top10,False,True,-0.03788856844158661,2,3,3,3,4,6,8,2
1415,caught,pb_math_q4,8,745,0.18389261744966443,1,mean,True,True,0.16032755896870432,3,2,1,1,2,7,6,3
1423,caught,pb_math_q4,3,270,0.3592592592592593,1,top10,True,True,0.2947501506607004,1,1,2,1,1,2,3,1
1427,caught,pb_math_q4,7,468,0.10897435897435898,1,max,True,True,0.08637343309473922,3,1,1,1,2,3,3,3
1434,caught,pb_math_q4,11,1010,0.23465346534653464,1,first4,False,False,-0.13034743564602946,4,5,7,7,6,1,1,5
1435,caught,pb_math_q4,4,547,0.31444241316270566,2,top10,True,True,0.08963681964472991,2,2,2,2,2,2,3,2
1436,caught,pb_math_q4,6,1038,0.11078998073217726,2,last4,True,True,0.2824960903341731,4,3,3,3,4,4,2,2
1444,caught,pb_math_q4,7,860,0.12790697674418605,1,last4,False,True,-0.01583773704322944,2,4,4,4,3,4,1,2
1445,loc_miss_open,pb_math_q4,4,164,0.3048780487804878,2,first4,True,True,0.2931687171101278,4,4,4,4,4,2,4,4
1448,caught,pb_math_q4,11,854,0.11943793911007025,1,top10,True,True,0.6391749180395125,1,1,1,1,1,3,5,1
1454,loc_miss_open,pb_math_q4,8,1117,0.1611459265890779,5,max,True,True,0.1117223650610828,6,5,8,8,7,7,7,6
1456,caught,pb_math_q4,8,466,0.17381974248927037,1,top10,True,True,0.7336364209940864,1,1,1,1,1,2,1,1
1459,loc_miss_open,pb_math_q4,9,618,0.10841423948220065,6,top10,False,False,-0.18170622817558302,6,6,9,9,8,7,8,6
1464,caught,pb_math_q4,5,519,0.17533718689788053,3,max,True,True,0.26003289853252287,4,3,5,5,5,5,4,4
1465,caught,pb_math_q4,5,324,0.3734567901234568,1,top10,True,True,0.647608642911178,1,1,1,1,1,5,2,1
1467,caught,pb_math_q4,7,527,0.2049335863377609,2,first4,False,True,-0.007934105109471234,4,3,6,6,6,2,3,3
1468,caught,pb_math_q4,10,511,0.2465753424657534,1,top10,True,True,0.7919186465112666,1,1,2,2,2,1,3,1
1479,gate_blocked,pb_math_q4,5,528,0.17424242424242425,1,first4,False,True,-0.12190402927821298,3,3,5,5,5,1,4,3
1483,caught,pb_math_q4,7,346,0.1994219653179191,2,top10,True,True,0.0022508427771341655,2,2,2,2,2,5,2,2
1490,caught,pb_math_q4,3,242,0.5702479338842975,1,top10,True,True,0.27600455423687587,1,1,2,2,2,1,2,1
1492,loc_miss_open,pb_math_q4,7,399,0.12280701754385964,2,last4,False,True,-0.10966760443268053,6,6,4,4,7,7,2,7
1496,caught,pb_math_q4,4,492,0.27235772357723576,1,max,True,True,0.103849497085299,2,1,2,1,2,1,3,2
1500,caught,pb_math_q4,8,657,0.3226788432267884,1,max,False,True,-0.022352975095243366,2,1,5,5,5,6,8,1
1501,caught,pb_math_q4,5,347,0.27089337175792505,1,max,True,True,0.15767377154471096,2,1,4,4,4,3,1,2
1511,caught,pb_math_q4,8,832,0.12379807692307693,2,max,False,False,-0.023180775700801126,3,2,4,4,3,6,3,2
1512,loc_miss_open,pb_math_q4,4,227,0.3303964757709251,2,top10,False,True,-0.5269199324746137,2,3,4,4,4,4,2,2
1517,caught,pb_math_q4,2,146,0.6232876712328768,1,max,True,True,0.278138337827351,2,1,2,2,2,1,1,1
1523,caught,pb_math_q4,5,323,0.3065015479876161,1,top10,True,True,0.532349607475882,1,1,1,1,1,3,3,1
1526,loc_miss_open,pb_math_q4,6,319,0.09717868338557993,2,mean,False,False,-0.5211113047671505,4,6,2,2,2,2,5,5
1534,caught,pb_math_q4,10,1059,0.061378659112370164,1,last4,True,True,1.0329817807282469,4,6,4,4,4,8,1,4
1539,caught,pb_math_q4,4,109,0.29357798165137616,1,top10,True,True,1.1524663329274452,1,1,1,1,1,1,3,1
1541,caught,pb_math_q4,13,547,0.10054844606946983,3,max,False,True,-0.032240101967911494,4,3,5,5,5,3,7,6
1545,caught,pb_math_q4,6,587,0.24190800681431004,1,top10,True,True,0.17889839363811655,1,1,2,2,1,1,2,1
1548,caught,pb_math_q4,4,399,0.2832080200501253,1,top10,True,True,0.45178223048846244,1,1,2,2,2,4,3,1
1550,caught,pb_math_q4,8,375,0.304,2,top10,False,True,-0.1795173861861159,2,4,5,5,5,5,5,3
1556,caught,pb_math_q4,7,376,0.34308510638297873,1,top10,True,True,0.30456915235333604,1,1,3,2,2,4,1,1
1560,caught,pb_math_q4,4,194,0.3917525773195876,3,top10,False,True,-0.08406270839563534,3,3,4,4,4,4,4,3
1567,loc_miss_open,pb_math_q4,11,892,0.06278026905829596,1,tophalf,False,True,-0.0025583134364337567,3,3,2,2,1,1,1,4
1569,caught,pb_math_q4,7,636,0.14465408805031446,1,top10,False,True,-0.14752186211849017,1,3,4,5,4,4,4,2
1574,caught,pb_math_q4,8,427,0.2224824355971897,1,top10,True,True,0.7149232449312475,1,1,3,1,1,3,7,1
1578,caught,pb_math_q4,4,289,0.35294117647058826,2,first4,False,True,-0.04283254441021955,4,3,3,3,3,2,2,4
1579,gate_blocked,pb_math_q4,3,110,0.3181818181818182,1,top10,False,True,-0.007442188126627336,1,3,2,1,1,2,2,2
1590,gate_blocked,pb_math_q4,7,335,0.2208955223880597,1,first4,False,False,-0.21359332837812284,3,4,6,5,6,1,7,4
1595,loc_miss_closed,pb_math_q4,4,212,0.19811320754716982,1,max,True,True,0.8472766518481061,4,1,4,4,3,2,3,2
1601,gate_blocked,pb_math_q4,5,532,0.21428571428571427,1,tophalf,True,True,0.03858433308746578,2,2,3,3,1,2,1,2
1610,loc_miss_open,pb_math_q4,12,1391,0.08267433501078361,7,top10,False,False,-0.18874128464424822,7,10,8,8,8,9,9,8
1612,gate_blocked,pb_math_q4,4,144,0.2986111111111111,1,top10,True,True,0.5225763770126375,1,1,2,2,2,1,1,1
1615,caught,pb_math_q4,5,982,0.22606924643584522,1,max,False,True,-0.0007521750941208438,2,1,2,2,2,1,1,1
1617,caught,pb_math_q4,7,976,0.14549180327868852,1,first4,False,True,-0.06573087289998547,4,5,5,5,4,1,7,5
1620,caught,pb_math_q4,7,740,0.2418918918918919,1,top10,False,True,-0.060931678365664155,1,2,1,1,2,4,1,1
1623,gate_blocked,pb_math_q4,5,223,0.14798206278026907,2,median,True,True,0.38886605798804164,3,3,3,2,3,4,3,3
1634,caught,pb_math_q4,4,648,0.5169753086419753,1,top10,True,True,0.9061148598965789,1,1,2,2,1,2,2,1
1636,gate_blocked,pb_math_q4,5,428,0.23130841121495327,2,max,True,True,0.0008601390541227438,4,2,5,5,5,5,3,3
1643,caught,pb_math_q4,7,279,0.2078853046594982,1,first4,False,False,-0.30447261120717295,4,7,7,7,7,1,7,5
1645,gate_blocked,pb_math_q4,5,339,0.27728613569321536,2,mean,False,False,-0.29803045414410834,3,3,2,2,2,2,3,3
1647,gate_blocked,pb_math_q4,7,255,0.18823529411764706,1,top10,True,True,1.7024256067555652,1,1,1,2,1,1,2,1
1656,loc_miss_closed,pb_math_q4,4,272,0.23161764705882354,4,top10,True,True,0.7822297779408918,4,4,4,4,4,4,4,4
1660,loc_miss_open,pb_math_q4,6,284,0.20422535211267606,3,last4,False,True,-0.11184787646394412,6,6,4,4,5,4,3,6
1662,caught,pb_math_q4,9,364,0.12362637362637363,1,first4,True,True,0.13124344500680385,3,3,5,5,3,1,5,3
1667,caught,pb_math_q4,10,490,0.18571428571428572,1,top10,True,True,0.5049007170387014,1,1,1,1,1,6,1,1
1678,caught,pb_math_q4,16,1284,0.08411214953271028,3,last4,False,False,-0.3434801253995281,8,13,5,5,8,4,3,9
1687,caught,pb_math_q4,4,653,0.29249617151607965,1,top10,True,True,0.01535558349524102,1,1,1,1,1,2,1,1
1689,loc_miss_open,pb_math_q4,11,1301,0.11145272867025365,2,first4,True,True,0.646267673944938,5,4,5,6,6,2,9,4
1690,caught,pb_math_q4,6,715,0.46153846153846156,1,top10,True,True,0.3934893752155446,1,2,6,5,6,5,5,1
1691,caught,pb_math_q4,4,193,0.3005181347150259,2,top10,False,True,-0.09010661609066162,2,3,2,2,2,4,4,3
1701,caught,pb_math_q4,2,333,0.7537537537537538,2,top10,True,True,0.648764376222577,2,2,2,2,2,2,2,2
1702,caught,pb_math_q4,14,1394,0.21305595408895264,1,top10,True,True,0.4511650735829469,1,1,11,10,8,2,6,1
1704,caught,pb_math_q4,7,483,0.18633540372670807,1,mean,True,True,0.06470929860886976,2,3,1,1,1,3,2,2
1705,caught,pb_math_q4,3,203,0.4433497536945813,1,top10,True,True,1.2992057363393403,1,1,2,2,2,1,2,1
1706,caught,pb_math_q4,8,432,0.1527777777777778,1,max,True,True,0.1279956080938618,2,1,1,1,1,7,1,1
1709,caught,pb_math_q4,9,1019,0.2423945044160942,1,top10,True,True,0.0650992953280003,1,2,2,1,2,2,1,2
1712,caught,pb_math_q4,9,1011,0.02373887240356083,5,max,False,False,-0.031819827540873424,8,5,6,6,5,5,8,7
1716,caught,pb_math_q4,8,394,0.2436548223350254,1,first4,False,True,-0.12789585755548738,3,3,4,2,3,1,3,3
1718,caught,pb_math_q4,5,491,0.2606924643584521,1,top10,True,True,0.03631440346932746,1,1,2,2,2,2,5,1
1719,caught,pb_math_q4,12,1025,0.13073170731707318,6,top10,False,False,-0.06777493601256368,6,6,7,7,7,8,10,6
1723,gate_blocked,pb_math_q4,3,230,0.3,1,top10,True,True,0.7026807200835892,1,2,1,1,1,1,1,2
1730,caught,pb_math_q4,4,539,0.40816326530612246,2,top10,False,True,-0.04485420069529278,2,2,3,4,3,4,2,2
1732,loc_miss_closed,pb_math_q4,9,359,0.09749303621169916,3,last4,False,False,-0.21358871438588345,7,5,4,6,6,5,3,8
1734,loc_miss_open,pb_math_q4,12,838,0.10023866348448687,3,first4,False,False,-0.14287013548946015,10,10,9,10,9,3,8,11
1735,caught,pb_math_q4,5,539,0.2690166975881262,1,top10,True,True,0.7159144782235578,1,1,5,5,5,5,5,1
1737,caught,pb_math_q4,3,293,0.3924914675767918,1,top10,True,True,0.2579325731338318,1,1,1,1,1,3,2,1
1738,caught,pb_math_q4,4,314,0.3980891719745223,1,top10,True,True,0.8575102086012869,1,2,1,1,1,1,3,1
1743,caught,pb_math_q4,5,678,0.15339233038348082,2,last4,False,False,-0.2602490898972021,3,3,3,3,3,3,2,3
1745,caught,pb_math_q4,7,459,0.2788671023965142,1,top10,False,True,-0.06455789056583106,1,3,4,4,4,1,6,2
1750,caught,pb_math_q4,6,591,0.2707275803722504,1,max,True,True,0.4932140523655566,2,1,5,5,3,5,2,2
1754,caught,pb_math_q4,11,983,0.08138351983723296,2,max,False,True,-0.032519584300590765,3,2,4,3,3,5,4,2
1756,loc_miss_open,pb_math_q4,6,758,0.1517150395778364,2,median,True,True,0.13832153364068267,4,5,4,2,4,3,2,5
1767,caught,pb_math_q4,23,1357,0.026529108327192335,2,tophalf,False,True,-0.1556554726983257,4,5,6,3,2,6,4,4
1775,loc_miss_open,pb_math_q4,4,169,0.24260355029585798,2,first4,False,False,-0.2593740419816031,4,4,4,4,4,2,2,4
1778,caught,pb_math_q4,3,435,0.23448275862068965,1,top10,True,True,0.07742331729060625,1,1,2,3,2,3,3,1
1781,caught,pb_math_q4,9,949,0.2054794520547945,1,top10,True,True,0.13247697604709874,1,1,1,1,1,1,4,1
1782,caught,pb_math_q4,6,509,0.1807465618860511,1,top10,True,True,0.18102240147393633,1,1,2,1,1,3,4,1
1784,caught,pb_math_q4,2,439,0.5558086560364465,1,top10,True,True,0.45579146245417057,1,2,1,1,1,1,1,2
1789,loc_miss_open,pb_math_q4,9,959,0.12825860271115747,1,max,True,True,0.04060908432544341,3,1,5,4,4,5,4,3
1798,caught,pb_math_q4,10,571,0.1436077057793345,1,last4,True,True,0.92168547210566,2,3,6,5,4,2,1,4
1799,caught,pb_math_q4,6,598,0.24247491638795987,1,top10,False,True,-0.06313990466281183,1,4,1,1,1,1,1,1
1800,caught,pb_math_q8,2,130,0.6307692307692307,1,max,True,True,0.5680148819346116,2,1,2,2,2,2,1,2
1801,loc_miss_open,pb_math_q8,17,1390,0.04892086330935252,3,median,True,True,0.0018882012093821565,4,5,5,3,5,6,5,5
1802,caught,pb_math_q8,10,855,0.18362573099415205,1,top10,True,True,0.3926551235158606,1,1,3,2,2,5,1,1
1803,gate_blocked,pb_math_q8,4,431,0.46635730858468677,1,top10,False,True,-0.033030420952075534,1,3,1,2,2,1,1,1
1804,caught,pb_math_q8,5,276,0.3007246376811594,2,top10,False,True,-0.18903051718256236,2,4,4,4,4,2,2,2
1805,caught,pb_math_q8,13,876,0.09931506849315068,3,last4,False,True,-0.05414672881078464,6,4,13,13,13,6,3,5
1806,caught,pb_math_q8,10,486,0.16872427983539096,1,first4,True,True,0.0010266669732592604,3,4,5,5,5,1,7,4
1807,caught,pb_math_q8,5,396,0.18434343434343434,2,mean,False,True,-0.021806489500545423,4,4,2,2,3,4,3,3
1808,caught,pb_math_q8,10,1162,0.09122203098106713,4,mean,False,False,-0.089467056485808,5,5,4,7,4,8,6,7
1809,caught,pb_math_q8,15,828,0.06642512077294686,1,max,True,True,0.06741329514491712,3,1,8,9,7,2,1,3
1810,caught,pb_math_q8,9,985,0.18071065989847715,2,top10,True,True,0.0559584746640831,2,2,2,2,3,3,5,2
1811,caught,pb_math_q8,5,459,0.22004357298474944,1,top10,True,True,0.4818304297519087,1,1,1,1,1,1,4,1
1812,gate_blocked,pb_math_q8,8,226,0.0752212389380531,2,last4,True,True,0.43347823111764416,6,3,3,5,6,7,2,6
1813,loc_miss_closed,pb_math_q8,4,336,0.16964285714285715,1,first4,True,True,0.0286267330021841,3,2,2,3,3,1,3,2
1814,caught,pb_math_q8,12,787,0.12452350698856417,2,top10,True,True,0.21234679284992186,2,2,11,11,8,12,6,2
1815,caught,pb_math_q8,4,389,0.2750642673521851,1,top10,True,True,0.08124689999050183,1,1,2,2,2,1,3,1
1816,caught,pb_math_q8,4,108,0.32407407407407407,2,top10,True,True,0.22965564141493489,2,3,4,4,3,4,3,2
1817,caught,pb_math_q8,6,257,0.2490272373540856,2,top10,False,True,-0.34881445793046506,2,5,3,3,3,5,5,4
1818,caught,pb_math_q8,6,507,0.13806706114398423,1,top10,False,True,-0.1118401702524996,1,3,2,2,1,1,4,2
1819,caught,pb_math_q8,4,585,0.28376068376068375,2,top10,True,True,0.0021858643855967586,2,2,4,4,4,2,3,2
1820,caught,pb_math_q8,4,592,0.4375,1,top10,True,True,0.0015122364961550616,1,2,1,1,2,3,3,2
1821,caught,pb_math_q8,5,357,0.24929971988795518,1,last4,True,True,0.038155096044176995,3,2,3,3,3,3,1,1
1822,caught,pb_math_q8,4,368,0.27717391304347827,1,last4,False,True,-0.02974506241808972,2,3,2,3,2,3,1,2
1823,gate_blocked,pb_math_q8,12,441,0.1383219954648526,1,top10,False,True,-0.16649398155179496,1,5,7,7,3,2,6,2
1824,caught,pb_math_q8,4,232,0.11637931034482758,1,mean,False,True,-0.027320628174519523,2,3,1,1,1,1,2,2
1825,caught,pb_math_q8,10,1095,0.0593607305936073,1,top10,True,True,0.2439725772519079,1,1,2,3,2,1,3,1
1826,caught,pb_math_q8,5,561,0.2192513368983957,1,mean,True,True,0.19761370949154156,2,2,1,1,1,1,2,2
1827,caught,pb_math_q8,8,853,0.24501758499413834,1,top10,False,True,-0.04517482426799746,1,3,3,3,4,4,2,2
1828,loc_miss_open,pb_math_q8,6,398,0.15326633165829145,1,mean,False,False,-0.048125159196906964,3,2,1,1,2,4,2,3
1829,loc_miss_open,pb_math_q8,5,527,0.222011385199241,4,top10,False,False,-0.06500137969266251,4,4,4,4,4,4,4,4
1830,caught,pb_math_q8,14,1992,0.09387550200803213,2,last4,False,False,-0.06648657615451325,6,3,12,12,8,14,2,6
1831,loc_miss_open,pb_math_q8,4,403,0.20347394540942929,2,mean,False,True,-0.061461874904284564,3,4,2,2,2,3,3,4
1832,caught,pb_math_q8,8,640,0.24375,4,top10,False,False,-0.1444624759370654,4,5,7,8,6,4,4,5
1833,loc_miss_open,pb_math_q8,7,568,0.15845070422535212,1,first4,False,True,-0.04311613021611205,3,5,6,6,5,1,6,3
1834,caught,pb_math_q8,7,1174,0.23253833049403747,1,mean,True,True,0.004441771986366305,3,4,1,1,1,1,1,4
