cell,group,C,lambda1,tau,readout,n_selected,auroc,good6,seconds
lapeigvals_gsm8k_mistral24b,math,3,1.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.92
lapeigvals_gsm8k_mistral24b,math,3,1.0,flat_1.0,group_median,19,0.8409204640230495,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,3,1.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,3,10.0,anneal_10_1e-2,group_median,19,0.8409204640230495,0.808749715672151,0.99
lapeigvals_gsm8k_mistral24b,math,3,10.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.99
lapeigvals_gsm8k_mistral24b,math,3,10.0,flat_1.0,group_median,19,0.8409204640230495,0.808749715672151,0.9
lapeigvals_gsm8k_mistral24b,math,3,10.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.9
lapeigvals_gsm8k_mistral24b,math,3,100.0,anneal_10_1e-2,group_median,19,0.8409204640230495,0.808749715672151,0.92
lapeigvals_gsm8k_mistral24b,math,3,100.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.92
lapeigvals_gsm8k_mistral24b,math,3,100.0,flat_1.0,group_median,19,0.8409204640230495,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,3,100.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,4,0.1,anneal_10_1e-2,group_median,20,0.8391993327773143,0.808749715672151,0.89
lapeigvals_gsm8k_mistral24b,math,4,0.1,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.89
lapeigvals_gsm8k_mistral24b,math,4,0.1,flat_1.0,group_median,20,0.8391993327773143,0.808749715672151,0.94
lapeigvals_gsm8k_mistral24b,math,4,0.1,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.94
lapeigvals_gsm8k_mistral24b,math,4,1.0,anneal_10_1e-2,group_median,20,0.8391993327773143,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,4,1.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,4,1.0,flat_1.0,group_median,20,0.8391993327773143,0.808749715672151,1.04
lapeigvals_gsm8k_mistral24b,math,4,1.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.04
lapeigvals_gsm8k_mistral24b,math,4,10.0,anneal_10_1e-2,group_median,20,0.8391993327773143,0.808749715672151,0.89
lapeigvals_gsm8k_mistral24b,math,4,10.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.89
lapeigvals_gsm8k_mistral24b,math,4,10.0,flat_1.0,group_median,20,0.8391993327773143,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,4,10.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,4,100.0,anneal_10_1e-2,group_median,20,0.8391993327773143,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,4,100.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,4,100.0,flat_1.0,group_median,20,0.8391993327773143,0.808749715672151,0.96
lapeigvals_gsm8k_mistral24b,math,4,100.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.96
lapeigvals_gsm8k_mistral24b,math,5,0.1,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,0.1,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,0.1,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,0.9
lapeigvals_gsm8k_mistral24b,math,5,0.1,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.9
lapeigvals_gsm8k_mistral24b,math,5,1.0,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,0.89
lapeigvals_gsm8k_mistral24b,math,5,1.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.89
lapeigvals_gsm8k_mistral24b,math,5,1.0,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,1.07
lapeigvals_gsm8k_mistral24b,math,5,1.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.07
lapeigvals_gsm8k_mistral24b,math,5,10.0,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,10.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,10.0,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,10.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,100.0,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,100.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.91
lapeigvals_gsm8k_mistral24b,math,5,100.0,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,1.67
lapeigvals_gsm8k_mistral24b,math,5,100.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.67
lapeigvals_gsm8k_mistral24b,math,6,0.1,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,1.52
lapeigvals_gsm8k_mistral24b,math,6,0.1,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.52
lapeigvals_gsm8k_mistral24b,math,6,0.1,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,1.04
lapeigvals_gsm8k_mistral24b,math,6,0.1,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.04
lapeigvals_gsm8k_mistral24b,math,6,1.0,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,0.9
lapeigvals_gsm8k_mistral24b,math,6,1.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.9
lapeigvals_gsm8k_mistral24b,math,6,1.0,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,0.98
lapeigvals_gsm8k_mistral24b,math,6,1.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.98
lapeigvals_gsm8k_mistral24b,math,6,10.0,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,0.98
lapeigvals_gsm8k_mistral24b,math,6,10.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.98
lapeigvals_gsm8k_mistral24b,math,6,10.0,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,0.92
lapeigvals_gsm8k_mistral24b,math,6,10.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.92
lapeigvals_gsm8k_mistral24b,math,6,100.0,anneal_10_1e-2,group_median,21,0.8366365910986429,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,6,100.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,0.93
lapeigvals_gsm8k_mistral24b,math,6,100.0,flat_1.0,group_median,21,0.8366365910986429,0.808749715672151,0.98
lapeigvals_gsm8k_mistral24b,math,6,100.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,0.98
lapeigvals_gsm8k_mistral24b,math,7,0.1,anneal_10_1e-2,group_median,20,0.8426643414967019,0.808749715672151,1.0
lapeigvals_gsm8k_mistral24b,math,7,0.1,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.0
lapeigvals_gsm8k_mistral24b,math,7,0.1,flat_1.0,group_median,20,0.8426643414967019,0.808749715672151,1.12
lapeigvals_gsm8k_mistral24b,math,7,0.1,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.12
lapeigvals_gsm8k_mistral24b,math,7,1.0,anneal_10_1e-2,group_median,20,0.8426643414967019,0.808749715672151,1.05
lapeigvals_gsm8k_mistral24b,math,7,1.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.05
lapeigvals_gsm8k_mistral24b,math,7,1.0,flat_1.0,group_median,20,0.8426643414967019,0.808749715672151,1.05
lapeigvals_gsm8k_mistral24b,math,7,1.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.05
lapeigvals_gsm8k_mistral24b,math,7,10.0,anneal_10_1e-2,group_median,20,0.8426643414967019,0.808749715672151,1.03
lapeigvals_gsm8k_mistral24b,math,7,10.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.03
lapeigvals_gsm8k_mistral24b,math,7,10.0,flat_1.0,group_median,20,0.8426643414967019,0.808749715672151,1.13
lapeigvals_gsm8k_mistral24b,math,7,10.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.13
lapeigvals_gsm8k_mistral24b,math,7,100.0,anneal_10_1e-2,group_median,20,0.8426643414967019,0.808749715672151,1.44
lapeigvals_gsm8k_mistral24b,math,7,100.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.44
lapeigvals_gsm8k_mistral24b,math,7,100.0,flat_1.0,group_median,20,0.8426643414967019,0.808749715672151,1.36
lapeigvals_gsm8k_mistral24b,math,7,100.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.36
lapeigvals_gsm8k_mistral24b,math,8,0.1,anneal_10_1e-2,group_median,19,0.8429979528394875,0.808749715672151,1.35
lapeigvals_gsm8k_mistral24b,math,8,0.1,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.35
lapeigvals_gsm8k_mistral24b,math,8,0.1,flat_1.0,group_median,19,0.8429979528394875,0.808749715672151,1.43
lapeigvals_gsm8k_mistral24b,math,8,0.1,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.43
lapeigvals_gsm8k_mistral24b,math,8,1.0,anneal_10_1e-2,group_median,19,0.8429979528394875,0.808749715672151,1.3
lapeigvals_gsm8k_mistral24b,math,8,1.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.3
lapeigvals_gsm8k_mistral24b,math,8,1.0,flat_1.0,group_median,19,0.8429979528394875,0.808749715672151,1.34
lapeigvals_gsm8k_mistral24b,math,8,1.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.34
lapeigvals_gsm8k_mistral24b,math,8,10.0,anneal_10_1e-2,group_median,19,0.8429979528394875,0.808749715672151,1.27
lapeigvals_gsm8k_mistral24b,math,8,10.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.27
lapeigvals_gsm8k_mistral24b,math,8,10.0,flat_1.0,group_median,19,0.8429979528394875,0.808749715672151,1.35
lapeigvals_gsm8k_mistral24b,math,8,10.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.35
lapeigvals_gsm8k_mistral24b,math,8,100.0,anneal_10_1e-2,group_median,19,0.8429979528394875,0.808749715672151,1.39
lapeigvals_gsm8k_mistral24b,math,8,100.0,anneal_10_1e-2,per_feature,20,0.8410190310106906,0.808749715672151,1.39
lapeigvals_gsm8k_mistral24b,math,8,100.0,flat_1.0,group_median,19,0.8429979528394875,0.808749715672151,1.31
lapeigvals_gsm8k_mistral24b,math,8,100.0,flat_1.0,per_feature,20,0.8410190310106906,0.808749715672151,1.31
lapeigvals_gsm8k_nemo,math,2,0.1,anneal_10_1e-2,group_median,11,0.7912370505789152,0.8013325208206379,1.84
lapeigvals_gsm8k_nemo,math,2,0.1,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.84
lapeigvals_gsm8k_nemo,math,2,0.1,flat_1.0,group_median,11,0.7912370505789152,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,2,0.1,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,2,1.0,anneal_10_1e-2,group_median,11,0.7912370505789152,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,2,1.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,2,1.0,flat_1.0,group_median,11,0.7912370505789152,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,2,1.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,2,10.0,anneal_10_1e-2,group_median,11,0.7912370505789152,0.8013325208206379,1.47
lapeigvals_gsm8k_nemo,math,2,10.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.47
lapeigvals_gsm8k_nemo,math,2,10.0,flat_1.0,group_median,11,0.7912370505789152,0.8013325208206379,1.28
lapeigvals_gsm8k_nemo,math,2,10.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.28
lapeigvals_gsm8k_nemo,math,2,100.0,anneal_10_1e-2,group_median,11,0.7912370505789152,0.8013325208206379,1.38
lapeigvals_gsm8k_nemo,math,2,100.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.38
lapeigvals_gsm8k_nemo,math,2,100.0,flat_1.0,group_median,11,0.7912370505789152,0.8013325208206379,1.48
lapeigvals_gsm8k_nemo,math,2,100.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.48
lapeigvals_gsm8k_nemo,math,3,0.1,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,3,0.1,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,3,0.1,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,3,0.1,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,3,1.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,3,1.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,3,1.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,3,1.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,3,10.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,3,10.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,3,10.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.59
lapeigvals_gsm8k_nemo,math,3,10.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.59
lapeigvals_gsm8k_nemo,math,3,100.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.49
lapeigvals_gsm8k_nemo,math,3,100.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.49
lapeigvals_gsm8k_nemo,math,3,100.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,3,100.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,4,0.1,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.38
lapeigvals_gsm8k_nemo,math,4,0.1,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.38
lapeigvals_gsm8k_nemo,math,4,0.1,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,4,0.1,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,4,1.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,4,1.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,4,1.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.45
lapeigvals_gsm8k_nemo,math,4,1.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.45
lapeigvals_gsm8k_nemo,math,4,10.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,4,10.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,4,10.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,4,10.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,4,100.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.41
lapeigvals_gsm8k_nemo,math,4,100.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.41
lapeigvals_gsm8k_nemo,math,4,100.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.33
lapeigvals_gsm8k_nemo,math,4,100.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.33
lapeigvals_gsm8k_nemo,math,5,0.1,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,5,0.1,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,5,0.1,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,5,0.1,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,5,1.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,5,1.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,5,1.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,5,1.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,5,10.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.43
lapeigvals_gsm8k_nemo,math,5,10.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.43
lapeigvals_gsm8k_nemo,math,5,10.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.45
lapeigvals_gsm8k_nemo,math,5,10.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.45
lapeigvals_gsm8k_nemo,math,5,100.0,anneal_10_1e-2,group_median,7,0.7715742433475523,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,5,100.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,5,100.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,2.26
lapeigvals_gsm8k_nemo,math,5,100.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,2.26
lapeigvals_gsm8k_nemo,math,6,0.1,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,2.26
lapeigvals_gsm8k_nemo,math,6,0.1,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,2.26
lapeigvals_gsm8k_nemo,math,6,0.1,flat_1.0,group_median,6,0.7673573024578508,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,6,0.1,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,6,1.0,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,1.37
lapeigvals_gsm8k_nemo,math,6,1.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.37
lapeigvals_gsm8k_nemo,math,6,1.0,flat_1.0,group_median,6,0.7673573024578508,0.8013325208206379,1.41
lapeigvals_gsm8k_nemo,math,6,1.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.41
lapeigvals_gsm8k_nemo,math,6,10.0,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,1.32
lapeigvals_gsm8k_nemo,math,6,10.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.32
lapeigvals_gsm8k_nemo,math,6,10.0,flat_1.0,group_median,6,0.7673573024578508,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,6,10.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,6,100.0,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,1.4
lapeigvals_gsm8k_nemo,math,6,100.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.4
lapeigvals_gsm8k_nemo,math,6,100.0,flat_1.0,group_median,6,0.7673573024578508,0.8013325208206379,1.38
lapeigvals_gsm8k_nemo,math,6,100.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.38
lapeigvals_gsm8k_nemo,math,7,0.1,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,7,0.1,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.42
lapeigvals_gsm8k_nemo,math,7,0.1,flat_1.0,group_median,6,0.7673573024578508,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,7,0.1,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,7,1.0,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,7,1.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.39
lapeigvals_gsm8k_nemo,math,7,1.0,flat_1.0,group_median,6,0.7673573024578508,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,7,1.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,7,10.0,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,1.37
lapeigvals_gsm8k_nemo,math,7,10.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.37
lapeigvals_gsm8k_nemo,math,7,10.0,flat_1.0,group_median,6,0.7673573024578508,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,7,10.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.36
lapeigvals_gsm8k_nemo,math,7,100.0,anneal_10_1e-2,group_median,6,0.7673573024578508,0.8013325208206379,1.44
lapeigvals_gsm8k_nemo,math,7,100.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.44
lapeigvals_gsm8k_nemo,math,7,100.0,flat_1.0,group_median,7,0.7715742433475523,0.8013325208206379,1.26
lapeigvals_gsm8k_nemo,math,7,100.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.26
lapeigvals_gsm8k_nemo,math,8,0.1,anneal_10_1e-2,group_median,5,0.7676904326630103,0.8013325208206379,1.47
lapeigvals_gsm8k_nemo,math,8,0.1,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.47
lapeigvals_gsm8k_nemo,math,8,0.1,flat_1.0,group_median,6,0.7701645338208409,0.8013325208206379,1.54
lapeigvals_gsm8k_nemo,math,8,0.1,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.54
lapeigvals_gsm8k_nemo,math,8,1.0,anneal_10_1e-2,group_median,6,0.7701645338208409,0.8013325208206379,1.61
lapeigvals_gsm8k_nemo,math,8,1.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.61
lapeigvals_gsm8k_nemo,math,8,1.0,flat_1.0,group_median,5,0.7676904326630103,0.8013325208206379,1.37
lapeigvals_gsm8k_nemo,math,8,1.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.37
lapeigvals_gsm8k_nemo,math,8,10.0,anneal_10_1e-2,group_median,6,0.7701645338208409,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,8,10.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.31
lapeigvals_gsm8k_nemo,math,8,10.0,flat_1.0,group_median,5,0.7676904326630103,0.8013325208206379,1.4
lapeigvals_gsm8k_nemo,math,8,10.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.4
lapeigvals_gsm8k_nemo,math,8,100.0,anneal_10_1e-2,group_median,5,0.7676904326630103,0.8013325208206379,1.35
lapeigvals_gsm8k_nemo,math,8,100.0,anneal_10_1e-2,per_feature,10,0.784411943936624,0.8013325208206379,1.35
lapeigvals_gsm8k_nemo,math,8,100.0,flat_1.0,group_median,5,0.7676904326630103,0.8013325208206379,1.34
lapeigvals_gsm8k_nemo,math,8,100.0,flat_1.0,per_feature,10,0.784411943936624,0.8013325208206379,1.34
lapeigvals_gsm8k_phi35,math,2,0.1,anneal_10_1e-2,group_median,10,0.7962246015005474,0.812493881220018,1.36
lapeigvals_gsm8k_phi35,math,2,0.1,anneal_10_1e-2,per_feature,17,0.8036694879804911,0.812493881220018,1.36
lapeigvals_gsm8k_phi35,math,2,0.1,flat_1.0,group_median,10,0.7962246015005474,0.812493881220018,1.46
lapeigvals_gsm8k_phi35,math,2,0.1,flat_1.0,per_feature,17,0.8036694879804911,0.812493881220018,1.46
lapeigvals_gsm8k_phi35,math,2,1.0,anneal_10_1e-2,group_median,10,0.7962246015005474,0.812493881220018,1.27
lapeigvals_gsm8k_phi35,math,2,1.0,anneal_10_1e-2,per_feature,17,0.8036694879804911,0.812493881220018,1.27
lapeigvals_gsm8k_phi35,math,2,1.0,flat_1.0,group_median,10,0.7962246015005474,0.812493881220018,1.32
lapeigvals_gsm8k_phi35,math,2,1.0,flat_1.0,per_feature,17,0.8036694879804911,0.812493881220018,1.32
lapeigvals_gsm8k_phi35,math,2,10.0,anneal_10_1e-2,group_median,10,0.7962246015005474,0.812493881220018,1.47
lapeigvals_gsm8k_phi35,math,2,10.0,anneal_10_1e-2,per_feature,17,0.8036694879804911,0.812493881220018,1.47
lapeigvals_gsm8k_phi35,math,2,10.0,flat_1.0,group_median,10,0.7962246015005474,0.812493881220018,1.33
lapeigvals_gsm8k_phi35,math,2,10.0,flat_1.0,per_feature,17,0.8036694879804911,0.812493881220018,1.33
lapeigvals_gsm8k_phi35,math,2,100.0,anneal_10_1e-2,group_median,10,0.7962246015005474,0.812493881220018,1.34
lapeigvals_gsm8k_phi35,math,2,100.0,anneal_10_1e-2,per_feature,17,0.8036694879804911,0.812493881220018,1.34
lapeigvals_gsm8k_phi35,math,2,100.0,flat_1.0,group_median,10,0.7962246015005474,0.812493881220018,1.4
lapeigvals_gsm8k_phi35,math,2,100.0,flat_1.0,per_feature,17,0.8036694879804911,0.812493881220018,1.4
lapeigvals_gsm8k_phi35,math,3,0.1,anneal_10_1e-2,group_median,17,0.8097126175918262,0.812493881220018,1.32
lapeigvals_gsm8k_phi35,math,3,0.1,anneal_10_1e-2,per_feature,17,0.8036694879804911,0.812493881220018,1.32
lapeigvals_gsm8k_phi35,math,3,0.1,flat_1.0,group_median,17,0.8097126175918262,0.812493881220018,1.34
lapeigvals_gsm8k_phi35,math,3,0.1,flat_1.0,per_feature,17,0.8036694879804911,0.812493881220018,1.34
