model_id,cell_id,slice_id,row_id,group_id,fold,true_first_error,prediction_step,threshold,true_error_step_length,true_error_length_stratum,selected_step_length
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5ab275e19033cf2093cb8668fe917a7cd4f52bac2db44859685a4817bba70108,xgidv2_13b27cefe248b1594fb5cd0cbe8a26bde0b99582e6c524c70a244a5f3227ea83,2,1,3,0.4309764488483708,54,short,45
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5ad36d07bffe226df758ad3c85d0d407d8cf0b0da2c6e3ecda1bd320fc7a3ccb,xgidv2_eacbbc8c9ef9e04e1b843a57472fdfafaecba4fd0c742c71c1fca33dc1d1a6ce,3,1,0,0.4825789433732481,83,short,102
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5b202a306ba6cafae953c65eab8b38b30470bdcd00f0463eb327623cc5857089,xgidv2_e77b07d4fa0649df674fc13aed47dba14a62cf70ae7a81e8b8f9ee75f24d4a40,1,3,-1,0.4315373528482523,51,short,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5b3fbefe17ebc9417eeeb7379d740afb6324e192370ed554b16448debef01bd4,xgidv2_f73f16747bc38533768651387d3a42f9488e98d4381c4da729d596047fd8ea9e,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5b5d252f9ca0c303d1b276bebc790b22028ed294efded78ee9d1b37ecbbf96ff,xgidv2_1e62c44070a6cf823444ab9d2a585128d0d772bafe1384f018beec8f94e633b4,4,0,5,0.4159526783705232,97,medium,68
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5b609d00e240df71e6ff3a51ebb2328bc67ce053dbcd40fd5555d1dfdd8c50ee,xgidv2_3ecdd164b433a000bc25ceffa1558d839394a3e69a75d821019d77944cdf3ab0,1,-1,3,0.4315373528482523,,CLEAN,114
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5b9505519c9659274fcbfa816758094db6e55eca47bd7ae94cacb8f39ea6461f,xgidv2_46d00195f47371357e7fb674516cd861fcb1993ac9b77d270b82a59565e7413b,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5ba5bcea093cf397063341261d9109be92e55418f73642302bea2a01066e55a8,xgidv2_be6d8a3546539e04fda986e683c91f2e7c6af18165cd64288d354b40d2c532d6,3,-1,2,0.4825789433732481,,CLEAN,71
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5bfb40d767d089a433660886caf6d01f37fdcaa329805a849043bbab95fa7d36,xgidv2_7a1c6d4905094972e41e7cafc3d24e2d2f784bd7fe4c07259d1d39cb18256d02,1,-1,-1,0.4315373528482523,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5c1bb7b68aa77d25e79b341c8e7c1667b56e0e26e2859d83f4644575959b6e33,xgidv2_9f227e54e2271ef263dacf1a69bff084dc8c2e4ebef4d04dd8b4645f9b0f0c04,3,6,11,0.4825789433732481,100,medium,55
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5c4f7362791aa0314423bc6d7f4af03a80e96dc4d6ad92ac6e926cf417e2de81,xgidv2_3da63cf02d7b9aad83de8ee418e0583c3dfd7266cfecd8ca103b01459e4a5ec4,3,1,1,0.4825789433732481,193,long,193
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5c63e528de29a1b804631a79b3162a5bf97e8fec064c69f5b5a4a14a38124c22,xgidv2_b00a0170d3776303e4e081b82186b31f78b6791425d5e4a5dd1a96e22ebe57b4,1,-1,-1,0.4315373528482523,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5c6476bd99aaff6fddbd3a6d3fc990cc9ff09a42a4cafdabef09e3396589b384,xgidv2_7d77e4b95af715a417ee45b4220a9378694feab3440bc2f543a63c387a9a8b2a,2,2,0,0.4309764488483708,207,long,68
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5ce648f1b71e31a012233f2273f36e7a5494ce511d39704f18f67660e9231ec4,xgidv2_ae88ce2b06d7e43fb83f75b7b9725f14021b6b2492ef866ae36ecba717cfccd4,3,-1,-1,0.4825789433732481,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5d1ca01dff8a705fe81d1e06a5f0a00edb05cfb7ebdffe8bf13af22edc4c06bc,xgidv2_3c18ccaaabdd03eb723443594de7331ad64693ba8743d78a2ef88ee86077573b,1,3,2,0.4315373528482523,142,long,52
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5d4a189dec356f516b5323eba3171c5980aedbd4d8f74a0e34d43e9d810211e1,xgidv2_629a899be9d6a7d278063139946d5728f9351893679c8140b098e31acc60f58f,2,5,2,0.4309764488483708,65,short,9
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5df227744b80fee85efeffff48dfa660a308b74896f4312199d25d934db6fa63,xgidv2_d9798e80bf143e997eeea28691d2590171878a5afdc52c344af0787d886d7393,2,-1,1,0.4309764488483708,,CLEAN,59
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5e3c3c2e85ad59152e979726c3a20ed3162d56955fea83e183d8fec6c702b627,xgidv2_1011d24efb0ef0ec0e9e6af0c5335b96039ea723fb09b586cda372c5962cc833,4,2,2,0.4159526783705232,208,long,208
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5e854a7a1a874b8374588eb507622552ef1a70b41bb30007391b15144cb1e6ea,xgidv2_e08f3837e6874b18efe3aad40274a82b4e7958d40ce52768b4fd0fe0cb48975e,3,-1,-1,0.4825789433732481,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5f2ca344d14484f42f7cfd32ee26545b43e0570d56beae8389004f529f15e6c1,xgidv2_a757367e2b70b70ea9ec932b0281184edc2ddbc64c8d53dfdc9da01fbafd337a,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5f442ff122118f2cbd77683a5716e620277827159bf8b472100a50308722cb33,xgidv2_3f639d00483b07073bf5605af9db1deb46afc3208393134cec490b92f098a05d,1,-1,-1,0.4315373528482523,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5fc3164df638cc9ca789b5fa4e17719787faaec1c810eb77403368c6dda64f4b,xgidv2_59ea123bba2b691f6cfefc32afec3d6cc448d673e0567f0ecac45a46a34ccf99,2,-1,-1,0.4309764488483708,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_5fd3356ab601b5c88fdfb92a3ae48a5563efd9abf88da9af09338982a26df856,xgidv2_6cec6dc501014c1a3f5d9f9b6716585e2fc7b39c99ced28cf2601ea3ba7b8ef2,1,-1,-1,0.4315373528482523,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_600fe9bf4869ad7c1542374a3b05c9283f50ff8a8efd8339f83c60a991e85a8c,xgidv2_d5c9b14cbcaa1ee260c7718814462a7efd3f669593226a330c2dd0ad75d8159b,3,1,4,0.4825789433732481,61,short,79
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6025e0cf561962cf828b12106771c90266a684f208b521e319bbf2d2b76a2113,xgidv2_5657d45572fcba530741f033d57f859b332bd71811d40a528bb876d9267baeca,2,2,1,0.4309764488483708,178,long,8
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_603c35323d569e9c8eca5539815963d4ef96a7ae63f859213bced160c9bbe36f,xgidv2_35afcd147b7c7937bead8e577f53968ff185e33477eb4be112e5873dfc4974e0,2,3,1,0.4309764488483708,45,short,13
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_60864df13a862dfc4a60129b28adebb576f2b45a7d8f47816a1dca07dbec3547,xgidv2_b4433963c6c078ff43a82fe744cd67385fbc708824e9fc55b5804e62a649c7ac,0,-1,2,0.4159526783705232,,CLEAN,15
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_60af580cb2023bede59ac2afc0ee6bee7c75e9151e2038a39b6aa7037f659eaa,xgidv2_31ff7386ed17c5eb481217527f7d7c8a710c50218719d33b1fb5a2e4c31113ac,3,-1,2,0.4825789433732481,,CLEAN,29
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_60ebb8987cf3049a31be7d64e7529f095ef449781460b14cb8742753e58559ee,xgidv2_5ad78b998f4ebfef43dbed3d938fe176108466d4bc4ad99aa148db71451a06b1,4,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_611a4d5a147407136be61d44ba69a12f882360353b9d05e819eb17f249f4b1c2,xgidv2_90fe208514d282d0c350b6e4f876e2099a46e1b020ff94e97bc0bf545e72ef68,3,2,1,0.4825789433732481,86,medium,46
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_611c33a7167d11b541900b215c07823ce049c05ff03503dd2b5e0113abf95508,xgidv2_497990a5bf0420e276d49455f19817c8499e4b2fb45441ae2b9a51df33083913,4,0,0,0.4159526783705232,135,long,135
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6165d99a45bc0d871dd4f78e04d87c3643c5004a5c1a8c5d128a94fd74e3a22a,xgidv2_38e0f71bb0770cb00e68784f8a42f726633fff58ee93ea2d500d0d4c41cd324c,0,0,-1,0.4159526783705232,38,short,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6175355da41caf545ad98853eedda84d2bd6f917484139535621155a7ee3e6eb,xgidv2_2965ab2ae44b787308c6879996fa27fafeaff68ce72e977cd3bd984b899823b9,3,2,3,0.4825789433732481,228,long,46
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6175cb3e9d2703027344cbafd2dc29a129bed6453b8c022d07a0d2ae3f2ac301,xgidv2_b5687cc52117d3d334139e1d950174f6cde49a49072fba6e78084ffc67da1649,2,-1,-1,0.4309764488483708,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_619dd1e086de8253454b730da57cacbbd724a7b6d34be48b5cdc2f266829b09a,xgidv2_52a6545935424de1e0208e935816441176c9dbca903f3a2c59ad04e33ee87b83,3,-1,-1,0.4825789433732481,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_61b1aa3cd7255d5df271c6cd966460c049308b2ff15fdcdb07122228cec5bcd5,xgidv2_b24fffe2b73652a27ed37a67d6a2dbe4da818af1b887b6ef7412bb3b27a76911,3,2,-1,0.4825789433732481,72,short,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_61b2cd6d16cd365c28c97ba289ad9d384dcb0d5a0519e6d19d8dc6b2a8068083,xgidv2_659b969025203f1951645eccef2487d85ce7dd3fc183b8e21b7bb4b7c8fc3c33,4,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_61c1f5e5694860c714b227a441a0bd153c7b50b675bb783b07f9dc3f49bf6801,xgidv2_9a97fa497e3b9b6ae71bdea930cba997506cbedb1ea32687b46f4d33f506d7bf,1,4,4,0.4315373528482523,87,medium,87
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_61d4fef6e8df163f9e545e15c639503fea77fa6a783ae0d0f67d34b72d7e7ab7,xgidv2_f98217cafdc2957bdf54fa18ad7c09eb31e30c12388a568458bcc90603713fa1,4,2,4,0.4159526783705232,115,medium,139
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_61e63d0c219e2e0aeba98fe530cf6cd2a8b4b8e49a74241ef9e1a68d4194f45a,xgidv2_54d7734bd3836b13186ea87b244af69da0c465cca62c5c3d4b5f0630f6f38ea4,0,1,1,0.4159526783705232,78,short,78
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_621b6c90caedb3b69224e4d3a815288f34d280b7d5224a0167a9d4d7b5df4102,xgidv2_26ca8c3ebc60a657bd98cd35546b38ee0aa4cb84c6150049973fb21df345c86e,3,-1,4,0.4825789433732481,,CLEAN,31
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_622f4f26f3ebcb881a50cdaae0a9656610823518ca2c5cd911916bde8aed3c9b,xgidv2_937f1f2bf08ee3309edad4ff7f7bccd6f41e303451f49be088a38992689480f6,1,1,4,0.4315373528482523,156,long,61
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_62830ebf4bbcf8e22ae4724c4243907bf6f473c003768c9e3c3d901801abb240,xgidv2_e48156faa0454296b69ddca7122f44ed5aae0c31f2e697826b3bb826722df8b9,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6371524bf13c5fe4bb08c34ebd540664a50b1ddee38c38dc5c96d63c2a35730d,xgidv2_7b6b210f5ab75da37b28b5256526b475e7278d31423708088a76e2c2c1f681d0,1,2,6,0.4315373528482523,204,long,97
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_643faa64fd16712b330fa6e940bb57e3ef87a5e71127a5b5ccb3253ff014a229,xgidv2_15fc2610d1a31ec0b17466daabcb9f341a5dd7408f811595684f88a6c1849373,1,-1,4,0.4315373528482523,,CLEAN,80
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_650c3b641175d2031ae8f34dc89a2edbbcb703d3ed5d445b11b32bdc56557318,xgidv2_55a7d1ad9e9cd0c1dc2c15319336089e1d2ce7ef6c9498539274d4ee2d82b16a,0,9,6,0.4159526783705232,207,long,112
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_659605907f5f272666761ee574131740fb9a5f1a75aeaabd60c6d308ff2f9dc8,xgidv2_385b99d3546b4b9f302c8f32a8f794582542bbc219b6149cab8337620af0bdf3,2,1,1,0.4309764488483708,29,short,29
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_661a6e0357f4942c24d80abb7426bc68a2226b7af2a3738c8cb3a577be78e434,xgidv2_ce86ebae1fbc6e3c86800926e3fd28bd1b59aca1f2af096a95db4afabd12ea64,0,4,5,0.4159526783705232,67,short,84
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_663af3b787123434f4e5aa0c224ab01aa0fa1801a365a6bca8aa1e868b519772,xgidv2_b954f5bb4898513ab31b48a8eff6677739114a58bd8e513551911e89a3ab430b,2,1,2,0.4309764488483708,105,medium,71
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_666a49d9703978d0badb7452513ae06e0af1119f07a766d10cf8f7b1560c43d7,xgidv2_f6840706e96f0b183f462ce308b21779271796337eb5d75b558d44644baf9e24,3,3,-1,0.4825789433732481,107,medium,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6695b9c22059c38814dcdcfca064a1b53ff2299351e5a1eebb9cee43b9a405ba,xgidv2_86d57bc8daf41f53331aa1a906b9329ff8f8242f42fc1c100c8b4a50c3cae971,0,5,3,0.4159526783705232,86,medium,65
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_66d2d1e4738bf82cf627b28ad277eee87005de310e121d1550381b04db1be302,xgidv2_5247fd0cf0becd0b13b2a475651d9059c7703de30cc71c01c61f0bc8adac4d2a,3,-1,4,0.4825789433732481,,CLEAN,16
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_66e778076ff8d9108437e2a363c9d5a9a12f6a7020d3e784918ffd4623e12126,xgidv2_f4fbe5300404397e3bdea580b6920d3fc130e2d0204d886def367ea9b53542e6,4,1,5,0.4159526783705232,73,short,87
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_66f62d486e9a396c54a68b194d334426187eedab7ea746006d497e3d6e9b2d1d,xgidv2_78b811cd204658713ecc273857e0ffccfad9fbfad8407096b9f03c697b659911,1,0,4,0.4315373528482523,69,short,41
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6706f23d8b426f976d0ee090008197712f7d934481787b846ed436f393b47e7f,xgidv2_49df805ad9f82c67f976ebc25fb8b7fabafdbc9d8710868523a19692a76e17ee,0,1,4,0.4159526783705232,119,medium,90
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_676fe6141ab542e1157c0bd44f39f5567e7e840b4f31da60b845d888a3e82673,xgidv2_23c3b312a23addf3850dd806559d674f6694716bfd9988ea4a0fce36b9310376,0,-1,0,0.4159526783705232,,CLEAN,44
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_680ee184ad6eb19dc6ad9435646ba846d886ece4d4b535e90f96c2aa410d0a01,xgidv2_bba3468dcbc7f851fb9392cb7fb5da63fbda74b0363c1c57c6c1247fcc7f3df8,2,-1,-1,0.4309764488483708,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_68275120d8fbd74ee123fb367d68baaf1042201d2fd21861ad819478471b3ede,xgidv2_dc1433f8da18174ba56cb31ad92075c4918902bab7978ea642ed4f28adee411b,0,-1,0,0.4159526783705232,,CLEAN,93
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_68386efaa8cb29e027dd10ed0571395ad43d42a5c7b08e06488fd6b9f02f04e8,xgidv2_8a7516fcff80afc854cce3939fcae3a08ff7a8e36d7ef51354270e55e810b44b,4,-1,5,0.4159526783705232,,CLEAN,153
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_685e1370b77efc992bbdd2fedf8b8ed276ee8a3c860db714c45c19465253084b,xgidv2_1291551ce3f392615ef5209b3378487155d7965cc42a975485e4b8b20ab0a834,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_685fb7e7513aeb275d5ed7aa30b6366add7f2340ecfc69699a083b2acf2ce893,xgidv2_d46e8714faf2daa75392cde6030cd2da954cb2878bfd5c6976b8a82886bf77f9,3,-1,0,0.4825789433732481,,CLEAN,69
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_68a5771214f7c74217a841d7ab20be942a78146ad686854e0da8b42747e125d0,xgidv2_de95aa9c47a1240389c05ac10067616dc89adf4facfe8d1bdcea0969c68e2168,0,2,1,0.4159526783705232,99,medium,21
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_68fa3de3f7e72c33f7de755ee7d78edda7f22a49f9f78729c5fc9ee685c957ed,xgidv2_ba31a9fa29804a3329e44662fd1b77f18a9cf411c792b61d4885d637c451a116,1,0,2,0.4315373528482523,83,short,83
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_694b1cf0648db6d026975f254cab6892b7806d164e0293618a6d73a7569f028d,xgidv2_8adc5717b793ce4c40c26b5d54cf33e41d46f0616483e09f08bdf4c62706946c,3,5,12,0.4825789433732481,55,short,33
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_699c15dcf5da2ef5514e8d0b9ef7767f8d25b87da18f074a227091a347effc92,xgidv2_1ba7c72a77a468553d0fc3856a6fbd88a6a986a52ecd81ac1f5e7e75a9e3a242,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_69cb54c5cd39058f6af7d45c53f7caffd47ddde1bacc6db61f4a9e6b22e71d23,xgidv2_e4405e55aa50cfb385f036af50f6af85a55c04067156f565a91a0134147b7069,2,-1,-1,0.4309764488483708,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6a01303ec028ee78d876c10db5d388ee1c04447825a400c127003c60a3afce2b,xgidv2_c8651f6feb1417ab459f0b036af7c981796372d94d28c908a8a2f89dd30962c0,4,0,2,0.4159526783705232,99,medium,111
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6a33dde12f05bbd725a3092e5932c5b1a31202b5e2e689c284b98e332da1292f,xgidv2_71ac176ceb8aa6aa022130f667b401e7a078e1010e62f265f10eecc1e3f05846,0,-1,6,0.4159526783705232,,CLEAN,18
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6a3ca5e08ed68bbbfd00c6cdd15b3edd8ebd9190c88141968b2ad1bd367f1391,xgidv2_dc0b893db5718eac9c130af086de74c98c4661077e872010b3e5f7c09e8cc387,1,2,-1,0.4315373528482523,55,short,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6a8831f09cca56a232643e9e5d54f76612433da0715ddf9cdccefd05410823f4,xgidv2_c3d75382f17ab982434b77f478e945a11f1843303f4b0593d7f1fb99c182d8f5,1,1,10,0.4315373528482523,84,medium,17
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6a93c213f0b362e233071989d0e9d4241d37aaeeb11e602e86caaea464ab5515,xgidv2_fce62bc6ae89b952eaccac0ce0ea6e62e208a7f995823131c321e3fc48c430d7,2,-1,-1,0.4309764488483708,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6b83d75e924c622f3c41755791a1f313a39dd19e46ddd3448f1efddeef966c03,xgidv2_2609b64cc27f34b7b65dba93a117464368af14918b81aa33c0725262d3915b6f,0,-1,0,0.4159526783705232,,CLEAN,25
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6bc81f17451471bd70c34aaf0d0135c8fcd2a062ca2f1faabebe51c776ed7bc1,xgidv2_542b798bae14de4927185604a369c47d0b68e0b14a7a8eaff31694209070ef83,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6be6dbed2ba0c6dc488a7f2a32505cb015644dc579f5c162b3e18bdad631b894,xgidv2_ee7ea956ac8cdd8604447ebd0aa019ef035e7c6fadb375849df1b28e2a8defe7,1,2,2,0.4315373528482523,71,short,71
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6bf4668789628dca8b4e2682f5fd4e3b657b9c851bb25c4a3009bd15c7d1ca7e,xgidv2_7437395ce715141eec94dbe188208f6ca0962618da63f42ba12356a3aa0d24da,4,-1,0,0.4159526783705232,,CLEAN,30
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6c50004cd4a889e4e578b771d33d7c2adb868fc9744de2f2f5c56fbfb521a076,xgidv2_e78543a0c4016139b1bc2cf66684928ba051e8882c317ae520e23bf2aadf7024,4,0,1,0.4159526783705232,160,long,94
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6c7214d4f754dfc9bbf9ea85b83ef00ce96697c54dac7e3fa8c0e1c6ecd74e40,xgidv2_f37a3fa964c33ccc601ce621737f2a8fd3cfe77486bf71428458d141e486c60f,2,5,6,0.4309764488483708,199,long,11
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6cd94ce33f28d9d77139f6a24adf6484a3392de66ef6dd0ce7443961d2880da5,xgidv2_9ae06df028eb02fab567dd188a2712f16bdcba2b85d4c4c558d00dab67e2a2c2,0,4,0,0.4159526783705232,71,short,30
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6d294ce15bbe6eb4a8f3c44d8136959b6cb5e0b1a3a50f0d18a8ce19dc626632,xgidv2_9773c7dd69c0179ae67a54b08bc44578f768a1d64404b8ecb434f5f1c2eddbd3,3,-1,11,0.4825789433732481,,CLEAN,18
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6d82d87d535718e2ca104285e39a7f79d15171a48af4e7c0270584a298cd1ea6,xgidv2_73b2552bf557b9a823cd56ee2ef72e920c7d4a6d143ca9c1af8394904df635ea,1,3,2,0.4315373528482523,42,short,107
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6dcff3fa560606566172c2234ebef53c3db780c8cf98a5f41978cbbdd55eb77d,xgidv2_a9262e171c118694c73d280918b7491db1e0bfd390c37886623594413d71529a,3,5,-1,0.4825789433732481,81,short,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6e1ca1a632879da7f4a3d83a0a1da450f0ed67b66dcbb1fefb896b2c14432087,xgidv2_2ba3b1a41ed1819e792f19bc56dbc58e01477be0a83a6375561dfca4b1b59a9c,1,2,-1,0.4315373528482523,109,medium,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6e4130f9c652a4429ca772c59162ad8405383c1089d68199bd4b843d4cb8a56a,xgidv2_05010c321204da978c767f9af278fe913cf862e67a6b4520cc38279558eb64fe,2,-1,6,0.4309764488483708,,CLEAN,93
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6e766772dee284d2c54a7e8aac3c215e8821cd7b34cd9d052ff21f4d1250ea87,xgidv2_ae6621bdb4dbb3330ece0c9036d4de8c52b96dea9e53c313ead5526658962cfd,3,4,-1,0.4825789433732481,57,short,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6e87d9a7597e1931d211ec8ed5e6f5d825b940a5901bda210e4206b9867c961a,xgidv2_89f3be2223e97a8d9e4505fe40b104a640da81afb3335679ac9254748ad91fdf,2,-1,-1,0.4309764488483708,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6e9d1dfb80e798bb8ce0685d021ae6197a084468fa3e7b4a9a47e85182e57ace,xgidv2_12f07f593cde654cb798d313bc0f145468ceedf52a6355dd9ec8f5faaeee8a6d,2,5,11,0.4309764488483708,128,medium,54
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6efa78fd3fb726bbc648fd062b8cef586ec62ea75214219c7b3fd180c05269c9,xgidv2_dbbde081fc9493d411af661290282509146aed65eeef5d30db1c798efaccb7d2,0,5,5,0.4159526783705232,95,medium,95
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6f15434331b9ee227444b6d4de5141f59dc1c29642535d55d27431688b236426,xgidv2_576026d4f535548b8f9121d09da5f3487244f4c47d14184d23e8a45832395fde,3,-1,-1,0.4825789433732481,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6f40a35af9a78f5929c63178556550a80f586011f216c77833a6ff4977d224c4,xgidv2_502a387fb7f8cb5ee12ea3be844a571716e24b7b0048ee631c7c9d116ae0ab61,3,2,2,0.4825789433732481,144,long,144
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_6fcc4a85fbdc0d82fa2c0db44b92db740f8ae51cc5da2819965532a8a272aa02,xgidv2_c7e03a5858db8ab663fb1fa7c1bd09aa43cfaac97ed062c9ddf8d89763cfc006,1,-1,5,0.4315373528482523,,CLEAN,24
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_70592e91c4df3e06f124b2bec8c872bf391b88df0ea8b8b5f9fcbeb7cb1b993f,xgidv2_d9e62cf304f1a0f7550390bf68d123bcf9a9614b204f898f8794e8acb8284970,4,0,4,0.4159526783705232,167,long,37
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_70a11d8fdffd195117b6dadc89f57a6ab321bae8db20690275b40390efa45fdd,xgidv2_40b178f9913d9b443e38cfbecdbf1808fd9346f38d5fa54a0af04e55fa00caa4,1,-1,1,0.4315373528482523,,CLEAN,54
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_70ca047cf26cbbb16ca803717715136361e2b9f0c0c94c8c725c21962debee59,xgidv2_caa20f533744ddf5437b12f09a7857bfdd38c8662061ae877f845c63ca7ff468,3,-1,-1,0.4825789433732481,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_70d3bdf431667387a484beacb81a6e7e9c8804f1c1616f5eed33833ba1951f48,xgidv2_acbba57952e4b3f73abeee4138817a2032cc6c5f751c0e3075fe36463317e79b,1,2,3,0.4315373528482523,102,medium,68
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_7102787f6b8b1e57874dae93016a433b4c07bc3487e17c2e4548d0e9205522df,xgidv2_e935bfe9be1b495cf5fd721b28fc6fc369881702ec0cb76242a16a1cebf4dbf6,0,-1,-1,0.4159526783705232,,CLEAN,
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_710af8efbd404ad55df88b6394cb3f9a8ea5de1deac8c25e171c2313960cf20b,xgidv2_fc29c11658483e617555a46e5efbccbf0427851d49d833a9ed46f6827aa7ea09,4,-1,2,0.4159526783705232,,CLEAN,53
qwen3_4b,processbench_math_qwen3_4b,math,xridv2_7110cf13025e619cf18fabf58138eea1b783211dd9aea33aa69ff67f23302895,xgidv2_411ddd71d4cd9870ef238489a800f5294fd1c64eede6973e40b920e68f523801,0,1,-1,0.4159526783705232,53,short,
