access_tier,answer_process_stratum,candidate,detector,error_position_quartile,family,length_stratum,locator,model,prediction,reducer,score,target,task,trace_length,unit
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.44470524836118425,5,local,651,olympiadbench-569
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,0.5243389317891085,-1,local,708,olympiadbench-570
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.2636216083937661,-1,local,393,olympiadbench-573
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,-0.055072045210944345,-1,local,682,olympiadbench-575
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,0.3407033940103984,3,local,663,olympiadbench-58
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,1,qwen3_8b,-1,step_max_token_argmax,-0.3083666463648475,-1,local,549,olympiadbench-581
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,-0.07926688796906813,2,local,784,olympiadbench-587
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,0,qwen3_8b,0,step_max_token_argmax,0.009352492985283449,-1,local,686,olympiadbench-589
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.2081724456172105,2,local,551,olympiadbench-59
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,5,qwen3_8b,-1,step_max_token_argmax,-0.3011377137710199,-1,local,1302,olympiadbench-602
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,6,qwen3_8b,-1,step_max_token_argmax,-0.3265432715389639,-1,local,582,olympiadbench-604
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.18851545953270774,4,local,319,olympiadbench-606
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,long,2,qwen3_8b,-1,step_max_token_argmax,-0.24775976722318488,2,local,1034,olympiadbench-608
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,1,qwen3_8b,-1,step_max_token_argmax,-0.5610476802951159,-1,local,535,olympiadbench-615
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.2726800491407791,7,local,840,olympiadbench-617
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.06868209286403892,-1,local,510,olympiadbench-627
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.37644015748370824,-1,local,777,olympiadbench-628
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,0,qwen3_8b,-1,step_max_token_argmax,-0.4410486982809986,-1,local,1040,olympiadbench-630
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,0.12288955981330353,-1,local,308,olympiadbench-644
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,long,2,qwen3_8b,2,step_max_token_argmax,0.3784321729464068,1,local,1323,olympiadbench-650
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,medium,6,qwen3_8b,6,step_max_token_argmax,0.42175751363530395,5,local,809,olympiadbench-658
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,8,qwen3_8b,-1,step_max_token_argmax,-0.5024953693405775,-1,local,1074,olympiadbench-666
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,0.045085730271731315,-1,local,838,olympiadbench-668
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.2122946912228411,-1,local,1457,olympiadbench-669
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,short,5,qwen3_8b,5,step_max_token_argmax,0.011821754470871387,5,local,489,olympiadbench-673
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,long,6,qwen3_8b,6,step_max_token_argmax,-0.11931649232036357,2,local,908,olympiadbench-674
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,0,qwen3_8b,-1,step_max_token_argmax,-0.33833840975235857,-1,local,857,olympiadbench-675
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.002764520409852266,-1,local,450,olympiadbench-678
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,0.5716316883574921,2,local,655,olympiadbench-68
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,-0.13279236627858376,-1,local,772,olympiadbench-682
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,-0.20855280036528728,-1,local,599,olympiadbench-684
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,0.7881544093549309,0,local,904,olympiadbench-688
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.016019627126806088,7,local,666,olympiadbench-69
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,medium,2,qwen3_8b,2,step_max_token_argmax,0.19755481896949334,1,local,671,olympiadbench-696
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.2872897994403041,-1,local,800,olympiadbench-699
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,4,qwen3_8b,-1,step_max_token_argmax,-0.29757680676376513,-1,local,1409,olympiadbench-703
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.6351797711787024,-1,local,576,olympiadbench-705
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.4587230485888275,-1,local,610,olympiadbench-708
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,2,qwen3_8b,-1,step_max_token_argmax,-0.304725772423537,-1,local,564,olympiadbench-709
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,0.10927148848554466,-1,local,397,olympiadbench-715
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,7,qwen3_8b,-1,step_max_token_argmax,-0.39105607953930244,-1,local,712,olympiadbench-718
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.3349690920719124,-1,local,336,olympiadbench-724
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,2,qwen3_8b,-1,step_max_token_argmax,-0.46547395073555237,-1,local,501,olympiadbench-730
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.23362048467474777,6,local,1126,olympiadbench-737
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,0.16294243505942618,2,local,1234,olympiadbench-74
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,10,qwen3_8b,10,step_max_token_argmax,0.6450445105771864,-1,local,1212,olympiadbench-741
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,5,qwen3_8b,-1,step_max_token_argmax,-0.25902815878464436,-1,local,572,olympiadbench-742
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,5,qwen3_8b,5,step_max_token_argmax,0.029963020399420722,-1,local,683,olympiadbench-743
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,0.030223704911352484,1,local,704,olympiadbench-75
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.07304192983645019,-1,local,1568,olympiadbench-753
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,medium,0,qwen3_8b,-1,step_max_token_argmax,-0.31039848883853693,1,local,644,olympiadbench-756
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,3,qwen3_8b,3,step_max_token_argmax,-0.027491313311683793,-1,local,655,olympiadbench-759
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,olympiadbench,long,10,qwen3_8b,10,step_max_token_argmax,0.2789364859463115,7,local,870,olympiadbench-76
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,long,2,qwen3_8b,2,step_max_token_argmax,-0.07306365705310035,1,local,855,olympiadbench-762
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.339606560267839,-1,local,592,olympiadbench-764
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.595117996854938,-1,local,391,olympiadbench-766
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,0,qwen3_8b,0,step_max_token_argmax,-0.03213555895437808,-1,local,1486,olympiadbench-769
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.20211603109981197,-1,local,434,olympiadbench-770
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.49113555429934364,-1,local,454,olympiadbench-773
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.2152280526920723,-1,local,330,olympiadbench-781
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.12299203411168133,-1,local,583,olympiadbench-785
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,5,qwen3_8b,-1,step_max_token_argmax,-0.2957094862554056,-1,local,772,olympiadbench-786
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.0866675406679918,-1,local,714,olympiadbench-793
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.16616329127702312,-1,local,728,olympiadbench-797
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.2944482366270412,-1,local,405,olympiadbench-798
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,0.31296941097178166,-1,local,927,olympiadbench-803
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,6,qwen3_8b,6,step_max_token_argmax,-0.1789309504945618,-1,local,648,olympiadbench-815
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.49290697212094603,-1,local,786,olympiadbench-818
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.232760574601653,-1,local,311,olympiadbench-822
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.22728740820999715,-1,local,1129,olympiadbench-833
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,1,qwen3_8b,1,step_max_token_argmax,-0.24153889695060043,-1,local,317,olympiadbench-837
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,0.09603364508193588,3,local,881,olympiadbench-842
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.3338772741514035,-1,local,703,olympiadbench-850
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.5413643133230057,-1,local,495,olympiadbench-853
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,0.003564555708950333,4,local,363,olympiadbench-854
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.13211713132646669,-1,local,881,olympiadbench-855
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,short,4,qwen3_8b,4,step_max_token_argmax,0.9669233730019313,5,local,444,olympiadbench-860
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,7,qwen3_8b,-1,step_max_token_argmax,-0.4026840838376093,-1,local,888,olympiadbench-865
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,0.03732071777433675,1,local,1325,olympiadbench-866
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,4,qwen3_8b,4,step_max_token_argmax,-0.039967512487149276,-1,local,751,olympiadbench-872
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,3,qwen3_8b,3,step_max_token_argmax,-0.1949911359716266,-1,local,383,olympiadbench-874
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,-1,step_max_token_argmax,-0.29009551389583543,-1,local,280,olympiadbench-883
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,1,qwen3_8b,-1,step_max_token_argmax,-0.44556803236954523,-1,local,1430,olympiadbench-888
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,0.23869964477728928,0,local,564,olympiadbench-894
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.23300713851847382,-1,local,1492,olympiadbench-909
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,medium,0,qwen3_8b,-1,step_max_token_argmax,-0.24672851350350908,12,local,725,olympiadbench-911
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,long,1,qwen3_8b,1,step_max_token_argmax,-0.0499395360251257,4,local,1079,olympiadbench-914
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,-0.1867674205427431,4,local,1109,olympiadbench-921
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,olympiadbench,short,2,qwen3_8b,2,step_max_token_argmax,-0.19418525155989483,3,local,604,olympiadbench-922
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,short,9,qwen3_8b,-1,step_max_token_argmax,-0.3675981228368646,10,local,579,olympiadbench-93
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,-0.11374857446685935,1,local,745,olympiadbench-940
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,0,qwen3_8b,0,step_max_token_argmax,-0.12902549835750443,-1,local,351,olympiadbench-952
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,2,qwen3_8b,-1,step_max_token_argmax,-0.2949856853109647,-1,local,811,olympiadbench-953
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,4,qwen3_8b,4,step_max_token_argmax,-0.07693492090425688,-1,local,1027,olympiadbench-954
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,long,15,qwen3_8b,15,step_max_token_argmax,0.04594619013467713,22,local,1297,olympiadbench-96
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,3,qwen3_8b,-1,step_max_token_argmax,-0.5880166291023593,-1,local,627,olympiadbench-973
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,medium,6,qwen3_8b,6,step_max_token_argmax,-0.05396243770465929,-1,local,697,olympiadbench-974
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,0,qwen3_8b,-1,step_max_token_argmax,-0.31730628197847843,-1,local,890,olympiadbench-976
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,3,qwen3_8b,3,step_max_token_argmax,-0.22604466970788065,-1,local,1304,olympiadbench-981
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,olympiadbench,medium,1,qwen3_8b,1,step_max_token_argmax,-0.14078051023164478,2,local,698,olympiadbench-984
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,5,qwen3_8b,-1,step_max_token_argmax,-0.6457639508117895,-1,local,350,olympiadbench-985
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,long,1,qwen3_8b,-1,step_max_token_argmax,-0.3972668522387367,-1,local,881,olympiadbench-989
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,olympiadbench,short,3,qwen3_8b,-1,step_max_token_argmax,-0.404081136697961,-1,local,497,olympiadbench-992
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,olympiadbench,long,8,qwen3_8b,8,step_max_token_argmax,0.6249042504784652,7,local,1089,olympiadbench-994
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,omnimath,short,5,qwen3_8b,5,step_max_token_argmax,-0.2712698172680478,2,local,617,omnimath-10
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,omnimath,short,5,qwen3_8b,5,step_max_token_argmax,0.12937052319033704,1,local,608,omnimath-101
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,omnimath,long,2,qwen3_8b,2,step_max_token_argmax,-0.07353766021102395,2,local,1396,omnimath-103
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,omnimath,long,6,qwen3_8b,6,step_max_token_argmax,0.27398785789581503,5,local,1203,omnimath-11
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,omnimath,short,1,qwen3_8b,1,step_max_token_argmax,-0.09217973272642838,1,local,410,omnimath-112
