phase_id,experiment_id,variant_id,task_id,dataset_id,population_id,cell_id,slice_id,metric_id,value,ci_low,ci_high,n_rows,n_groups,comparison_group_id,status,evidence_status,display_order,axis_value,source_artifact,source_sha256,source_row_selector,source_value_field,notes
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LATERAL,prediction_flip_count,68,,,68,68,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3545,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_4b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LOSS,prediction_flip_count,30,,,30,30,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3546,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_4b::FLIP_LOSS,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,329,,,329,329,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3547,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_4b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,556,,,556,556,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3548,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_4b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_GAIN,prediction_flip_count,19,,,19,19,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3549,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_8b::FLIP_GAIN,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LATERAL,prediction_flip_count,75,,,75,75,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3550,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_8b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LOSS,prediction_flip_count,19,,,19,19,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3551,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_8b::FLIP_LOSS,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,361,,,361,361,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3552,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_8b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,526,,,526,526,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3553,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_math_qwen3_8b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_GAIN,prediction_flip_count,25,,,25,25,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3554,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_4b::FLIP_GAIN,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LATERAL,prediction_flip_count,93,,,93,93,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3555,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_4b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LOSS,prediction_flip_count,22,,,22,22,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3556,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_4b::FLIP_LOSS,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,297,,,297,297,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3557,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,563,,,563,563,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3558,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_GAIN,prediction_flip_count,21,,,21,21,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3559,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_8b::FLIP_GAIN,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LATERAL,prediction_flip_count,92,,,92,92,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3560,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_8b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LOSS,prediction_flip_count,22,,,22,22,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3561,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_8b::FLIP_LOSS,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,328,,,328,328,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3562,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,537,,,537,537,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3563,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_GAIN,prediction_flip_count,16,,,16,16,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3564,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_4b::FLIP_GAIN,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LATERAL,prediction_flip_count,64,,,64,64,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3565,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_4b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LOSS,prediction_flip_count,25,,,25,25,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3566,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_4b::FLIP_LOSS,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,283,,,283,283,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3567,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_4b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,612,,,612,612,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3568,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_4b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_GAIN,prediction_flip_count,18,,,18,18,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3569,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_8b::FLIP_GAIN,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LATERAL,prediction_flip_count,87,,,87,87,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3570,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_8b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LOSS,prediction_flip_count,29,,,29,29,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3571,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_8b::FLIP_LOSS,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,285,,,285,285,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3572,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_8b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,581,,,581,581,p2r::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,3573,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_METRICS.csv,40958f1dc5406b5b3ee8a647767a73471f91c8808e7c0a1cb3c3c4c34a1cdddf,source_id=flip::processbench_omnimath_qwen3_8b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-five prediction transition count
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,macro_f1,0.3544258115519002,0.3361090230798102,0.37143626059360485,6800,3400,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3600,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=panel::official_macro_f1,value,candidate absolute metric under frozen top-five detector thresholds; not candidate-rethresholded
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,first_error_exact,0.27704242926978573,0.257177792945717,0.29737490448750165,6800,3400,p2r::current_common_eight_qwen::first_error_exact,COMPLETE,DEVELOPMENT,3601,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=panel::first_error_exact,value,candidate absolute metric under frozen top-five detector thresholds; not candidate-rethresholded
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,first_error_within_one,0.4762043852766079,0.4544933969088455,0.49810922886188624,6800,3400,p2r::current_common_eight_qwen::first_error_within_one,COMPLETE,DEVELOPMENT,3602,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=panel::first_error_within_one,value,candidate absolute metric under frozen top-five detector thresholds; not candidate-rethresholded
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,clean_abstention_accuracy,0.5358007335215452,0.5084273984465579,0.5633772465568218,6800,3400,p2r::current_common_eight_qwen::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,3603,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=panel::clean_abstention_accuracy,value,candidate absolute metric under frozen top-five detector thresholds; not candidate-rethresholded
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,overall_decision_accuracy,0.360375,0.343875,0.377125,6800,3400,p2r::current_common_eight_qwen::overall_decision_accuracy,COMPLETE,DEVELOPMENT,3604,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=panel::overall_decision_accuracy,value,candidate absolute metric under frozen top-five detector thresholds; not candidate-rethresholded
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_gsm8k_qwen3_4b,gsm8k,macro_f1,0.41894060995184595,,,400,400,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3605,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_gsm8k_qwen3_4b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_math_qwen3_4b,math,macro_f1,0.3486169755366179,,,1000,1000,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3606,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_math_qwen3_4b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_olympiadbench_qwen3_4b,olympiadbench,macro_f1,0.32035384250849064,,,1000,1000,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3607,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_olympiadbench_qwen3_4b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_omnimath_qwen3_4b,omnimath,macro_f1,0.3231154104913878,,,1000,1000,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3608,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_omnimath_qwen3_4b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_gsm8k_qwen3_8b,gsm8k,macro_f1,0.41393417965224716,,,400,400,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3609,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_gsm8k_qwen3_8b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_math_qwen3_8b,math,macro_f1,0.3548287944919161,,,1000,1000,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3610,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_math_qwen3_8b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_olympiadbench_qwen3_8b,olympiadbench,macro_f1,0.33419096942324894,,,1000,1000,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3611,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_olympiadbench_qwen3_8b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen,processbench_omnimath_qwen3_8b,omnimath,macro_f1,0.3214257103594471,,,1000,1000,p2r::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,3612,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=cell::processbench_omnimath_qwen3_8b::macro_f1,value,descriptive per-cell candidate metric under the frozen threshold
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen_step_length,short,short,macro_f1,0.24748945038854087,,,1498,1498,p2r::current_common_eight_qwen_step_length::macro_f1,COMPLETE,DEVELOPMENT,3613,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=length::short::macro_f1,value,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen_step_length,short,short,first_error_exact,0.17547229634689882,,,1498,1498,p2r::current_common_eight_qwen_step_length::first_error_exact,COMPLETE,DEVELOPMENT,3614,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=length::short::first_error_exact,value,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,processbench_first_error,processbench,current_common_eight_qwen_step_length,short,short,first_error_within_one,0.370863612256905,,,1498,1498,p2r::current_common_eight_qwen_step_length::first_error_within_one,COMPLETE,DEVELOPMENT,3615,,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_METRICS.csv,790b939db64cc03e874b7ae6fcbcff45788266b00b1876a46f52f83d66432ee2,source_id=length::short::first_error_within_one,value,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
